V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
5.461;2.7306;0.0;0.0;7.0;2.0;0.0;29.4;4.0;0.0;5.0;0.0;3.2710000000000004;1.124;10.724;0.0;0.972;1.151;0.0;0.0;0.0;1.2;1.0;0.0;0.0;0.0;2.412;0.003;0.0;0.0;1.306;0.0;0.0;3.0;4.0;3.487;1.986;2.0;7.935;0.0;0.0;0;0;V38 > 1.00 AND V6 > 0.00;2;1.0;0.015;1.0;0.02456140350877193
4.412;3.7308;0.0;0.0;0.0;0.0;0.0;30.6;2.0;8.0;0.0;-0.5539999999999999;4.2010000000000005;3.774;10.379;8.0;1.002;1.144;0.0;0.0;0.0;1.146;0.0;0.0;0.0;0.0;2.085;0.0;0.0;23.21;10.723;0.0;0.0;0.0;0.0;3.397;2.311;0.0;8.752;0.0;0.0;1;1;V36 <= 3.48 AND V1 <= 4.44 AND V16 > 6.00;3;1.0;0.0066;1.0;0.021739130434782608
5.13;3.5144;0.0;0.0;0.0;1.0;0.0;30.0;5.0;1.0;0.0;0.0;3.0610000000000004;1.761;10.106;1.0;0.972;1.145;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;2.175;-0.021;0.0;0.0;2.729;0.0;0.0;0.0;1.0;3.292;2.108;0.0;7.587000000000001;0.0;0.0;0;0;V1 > 5.11 AND V6 > 0.00;2;0.9511002444987775;0.1195;0.9405940594059405;0.16666666666666666
5.175;3.9016;0.0;0.0;0.0;1.0;0.0;29.6;3.0;3.0;0.0;-0.239;3.227;1.859;10.165;3.0;1.002;1.146;0.0;0.0;0.0;1.146;0.0;0.0;0.0;0.0;2.175;0.0139999999999999;0.0;10.355;3.341;0.0;0.0;0.0;0.0;3.389;2.5380000000000003;0.0;7.979;0.0;0.0;1;1;V36 <= 3.48 AND V22 <= 1.18 AND V12 <= -0.18 AND V27 <= 2.26 AND V17 <= 1.00;5;0.9651162790697675;0.0138;1.0;0.025362318840579712
4.856;3.0864;2.0;0.0;0.0;0.0;3.0;42.1;0.0;3.0;0.0;-1.05;3.735;1.662;10.15;2.0;1.061;1.115;0.0;0.0;0.0;1.249;1.0;0.0;1.0;0.0;2.281;-0.002;0.0;10.157;2.83;0.0;3.0;0.0;1.0;4.009;2.991;0.0;9.053;0.0;2.0;0;0;V36 > 3.72 AND V33 > 2.00;2;0.9949874686716792;0.1196;0.9901960784313726;0.17719298245614035
4.828;3.3085;0.0;0.0;6.0;0.0;2.0;57.1;0.0;0.0;4.0;0.0;3.292;1.261;9.749;0.0;1.006;1.101;0.0;0.0;0.0;1.35;1.0;0.0;0.0;0.0;2.247;0.015;0.0;0.0;1.436;0.0;0.0;2.0;0.0;3.761;2.833;2.0;8.437000000000001;0.0;0.0;0;0;V38 > 1.00 AND V22 > 1.30;2;1.0;0.0326;1.0;0.0456140350877193
5.665;2.2521;1.0;0.0;0.0;1.0;3.0;54.3;0.0;0.0;0.0;0.0;4.0;0.432;10.89;0.0;0.983;1.093;0.0;0.0;0.0;1.345;3.0;0.0;1.0;0.0;2.49;0.0;0.0;0.0;1.839;0.0;0.0;0.0;0.0;4.0;2.018;0.0;9.166;0.0;1.0;0;0;V36 > 3.99 AND V25 > 0.00;2;0.9943382873319179;0.0985;1.0;0.1456140350877193
5.311;3.9327;0.0;0.0;0.0;1.0;0.0;29.0;4.0;2.0;0.0;0.0;3.168;1.823;10.13;6.0;0.984;1.147;0.0;0.0;0.0;1.137;0.0;0.0;0.0;0.0;2.255;0.012;0.0;0.0;2.301;0.0;0.0;0.0;2.0;3.3160000000000003;2.386;0.0;7.569;0.0;0.0;0;0;V6 > 0.00 AND V1 > 5.11;2;0.9678587596197374;0.1202;0.9405940594059405;0.16666666666666666
4.499;2.8945;1.0;0.0;0.0;0.0;1.0;46.7;1.0;0.0;0.0;0.0;3.185;1.125;9.311;0.0;0.991;1.107;0.0;0.0;0.0;1.3230000000000002;1.0;0.0;1.0;0.0;2.136;0.043;0.0;0.0;1.481;0.0;0.0;0.0;0.0;3.692;2.16;0.0;8.337;0.0;1.0;1;0;V36 > 3.48 AND V22 > 1.30;2;0.9768924302788845;0.2464;0.9893617021276596;0.3263157894736842
4.803;1.403;0.0;0.0;6.0;0.0;4.0;42.2;0.0;2.0;10.0;-0.069;4.134;0.477;10.907;6.0;1.003;1.127;0.0;0.0;0.0;1.215;4.0;0.0;0.0;0.0;2.356;0.0;0.0;23.374;5.207000000000001;0.0;2.0;4.0;2.0;3.729;2.26;4.0;9.22;0.0;0.0;0;0;V38 > 1.00 AND V33 > 0.00;2;0.9865168539325843;0.0918;1.0;0.14035087719298245
4.77;3.0499;1.0;0.0;0.0;0.0;2.0;47.4;1.0;0.0;0.0;1.0659999999999998;3.375;1.185;9.882;0.0;0.986;1.106;0.0;0.0;0.0;1.348;1.0;0.0;1.0;0.0;2.236;0.013;0.0;0.0;1.74;0.0;1.0;0.0;0.0;3.881;2.211;0.0;8.62;0.0;1.0;0;0;V36 > 3.72 AND V25 > 0.00;2;0.9929922915206727;0.1379;1.0;0.20877192982456141
5.02;1.5772;2.0;2.0;14.0;0.0;8.0;45.7;2.0;4.0;20.0;-2.182;4.79;0.774;11.501;6.0;1.018;1.118;0.0;0.0;0.0;1.289;4.0;0.0;1.0;0.0;2.393;0.0;0.0;49.391000000000005;7.983;0.0;6.0;18.0;2.0;4.005;2.543;6.0;9.977;0.0;2.0;0;0;V38 > 1.00 AND V25 > 0.00;2;1.0;0.0312;1.0;0.04736842105263158
4.414;2.2808;0.0;0.0;0.0;0.0;0.0;35.3;0.0;1.0;0.0;0.4639999999999999;2.801;0.802;9.183;2.0;0.985;1.134;0.0;0.0;0.0;1.197;1.0;0.0;0.0;0.0;2.101;-0.069;0.0;10.463;0.975;0.0;0.0;0.0;0.0;3.344;2.31;0.0;7.446000000000001;0.0;0.0;1;1;V38 <= 0.00 AND V36 <= 3.48 AND V30 > 0.00;3;0.9787120808940926;0.0781;0.9701492537313433;0.23550724637681159
5.2;3.1674;0.0;0.0;6.0;0.0;4.0;45.5;0.0;4.0;6.0;0.0;3.793;1.125;10.598;8.0;1.058;1.121;0.0;2.0;0.0;1.262;3.0;0.0;0.0;0.0;2.441;0.0;0.0;42.927;1.832;0.0;2.0;4.0;0.0;4.033;3.167;2.0;9.15;0.0;0.0;0;0;V38 > 1.00 AND V20 > 0.00;2;1.0;0.0296;1.0;0.042105263157894736
4.56;4.4123;0.0;0.0;0.0;0.0;0.0;33.3;4.0;4.0;0.0;-0.945;3.979;3.022;10.432;10.0;0.987;1.139;0.0;0.0;0.0;1.183;0.0;0.0;0.0;0.0;2.156;0.0;0.0;23.321;6.935;0.0;0.0;0.0;0.0;3.542;2.25;0.0;8.631;0.0;0.0;1;1;V38 <= 0.00 AND V22 <= 1.24 AND V1 <= 4.84 AND V16 > 6.00;4;1.0;0.0191;1.0;0.057971014492753624
5.386;4.1216;0.0;0.0;9.0;1.0;4.0;33.3;3.0;4.0;8.0;0.0;4.091;1.7080000000000002;11.059;8.0;1.057;1.171;0.0;2.0;1.0;1.142;1.0;0.0;0.0;0.0;2.479;0.0;0.0;44.711000000000006;2.168;0.0;3.0;8.0;0.0;4.004;3.475;3.0;9.257;0.0;3.0;0;0;V38 > 1.00 AND V6 > 0.00;2;1.0;0.014;1.0;0.02456140350877193
4.235;3.3919;0.0;0.0;0.0;0.0;0.0;28.6;2.0;3.0;0.0;-0.255;3.039;1.975;9.118;1.0;1.014;1.149;0.0;0.0;0.0;1.124;0.0;0.0;0.0;0.0;1.962;0.048;0.0;10.129;3.449;0.0;0.0;0.0;0.0;3.35;2.685;0.0;7.677;0.0;0.0;1;1;V36 <= 3.48 AND V1 <= 4.44 AND V10 > 2.00;3;0.9811097992916175;0.0264;0.9629629629629629;0.09420289855072464
5.086;3.6943;0.0;0.0;0.0;1.0;0.0;25.0;3.0;2.0;0.0;0.0;2.62;0.918;9.771;3.0;1.005;1.156;0.0;0.0;0.0;1.104;0.0;0.0;0.0;0.0;2.074;-0.23;0.0;0.0;1.372;0.0;0.0;0.0;1.0;3.31;2.792;0.0;7.266;0.0;0.0;0;0;V6 > 0.00 AND V1 > 4.84 AND V30 <= 0.00;3;0.9728132387706856;0.0818;0.9726027397260274;0.12456140350877193
5.086;2.4664;1.0;0.0;0.0;1.0;0.0;30.8;2.0;1.0;0.0;0.0;2.929;1.39;9.812;0.0;1.014;1.14;0.0;0.0;0.0;1.169;1.0;0.0;1.0;0.0;2.38;0.126;0.0;0.0;1.372;1.0;0.0;0.0;0.0;3.699;2.31;0.0;8.193999999999999;0.0;1.0;0;0;V6 > 0.00 AND V25 > 0.00;2;0.9905741216795202;0.014;1.0;0.02280701754385965
4.214;2.9483;0.0;0.0;0.0;0.0;0.0;23.5;1.0;1.0;0.0;0.0;2.587;1.459;8.755;0.0;0.991;1.164;0.0;0.0;0.0;1.127;0.0;0.0;0.0;0.0;1.902;-0.223;0.0;0.0;2.052;0.0;0.0;1.0;1.0;3.077;2.5;1.0;6.954;0.0;0.0;1;1;V38 <= 1.00 AND V36 <= 3.48 AND V1 <= 4.44 AND V37 > 2.46;4;0.9574829931972789;0.0784;0.9577464788732394;0.2463768115942029
5.697;2.6497;0.0;0.0;6.0;1.0;1.0;41.4;1.0;3.0;6.0;-1.903;3.768;0.972;10.864;10.0;1.021;1.128;0.0;0.0;0.0;1.235;2.0;0.0;0.0;0.0;2.511;0.0;0.0;35.007;1.861;0.0;0.0;2.0;2.0;3.82;2.789;2.0;8.806000000000001;0.0;0.0;0;0;V38 > 1.00 AND V6 > 0.00;2;1.0;0.0162;1.0;0.02456140350877193
5.516;2.7057;1.0;0.0;2.0;0.0;4.0;41.4;0.0;2.0;4.0;0.0;3.872;0.732;10.806;8.0;1.012;1.118;0.0;0.0;0.0;1.29;2.0;0.0;0.0;0.0;2.426;0.0;0.0;24.454;2.676;0.0;4.0;4.0;4.0;4.738;2.681;2.0;9.664;0.0;0.0;0;0;V38 > 1.00 AND V7 > 3.00;2;0.9953488372093023;0.0612;1.0;0.09298245614035087
4.86;3.3466;1.0;0.0;0.0;0.0;3.0;40.0;0.0;2.0;0.0;0.0;3.4530000000000003;1.273;9.967;4.0;1.02;1.122;0.0;0.0;0.0;1.25;1.0;0.0;1.0;0.0;2.282;-0.008;0.0;0.0;1.634;0.0;3.0;0.0;0.0;3.932;2.374;0.0;8.641;0.0;1.0;0;0;V36 > 3.48 AND V33 > 2.00;2;0.991304347826087;0.1228;0.9905660377358491;0.18421052631578946
3.902;2.906;0.0;0.0;4.0;0.0;0.0;21.4;2.0;0.0;0.0;0.0;3.063;2.322;8.881;0.0;0.985;1.175;0.0;0.0;0.0;1.104;0.0;0.0;0.0;0.0;1.919;-0.024;0.0;0.0;4.086;0.0;0.0;6.0;6.0;2.995;2.2;4.0;7.275;0.0;0.0;0;0;V38 > 1.00 AND V10 <= 0.00;2;1.0;0.0774;0.984375;0.11052631578947368
4.802;2.3043;3.0;0.0;1.0;0.0;2.0;45.0;0.0;0.0;4.0;0.0;3.86;1.632;10.181;0.0;1.01;1.079;0.0;0.0;0.0;1.4380000000000002;3.0;0.0;0.0;0.0;2.38;-0.001;0.0;0.0;3.108;0.0;0.0;2.0;0.0;4.346;2.25;2.0;9.455;0.0;0.0;0;0;V38 > 1.00 AND V22 > 1.30;2;1.0;0.0319;1.0;0.0456140350877193
5.29;3.4786;2.0;0.0;1.0;0.0;0.0;30.0;5.0;3.0;6.0;0.0;3.963;1.958;10.77;8.0;1.002;1.136;0.0;0.0;0.0;1.263;1.0;0.0;0.0;0.0;2.36;0.0;0.0;0.0;3.196;0.0;0.0;5.0;0.0;4.699;2.227;2.0;9.633;0.0;0.0;0;0;V38 > 1.00 AND V22 > 1.24;2;0.990726429675425;0.0936;1.0;0.14035087719298245
4.414;3.1806;0.0;0.0;0.0;0.0;0.0;42.9;1.0;0.0;1.0;0.0;2.8680000000000003;0.802;9.183;0.0;0.982;1.125;0.0;0.0;0.0;1.295;1.0;0.0;0.0;0.0;2.101;-0.077;0.0;0.0;0.975;0.0;0.0;3.0;0.0;3.579;2.095;1.0;7.821000000000001;0.0;0.0;0;0;V38 > 0.00 AND V22 > 1.24 AND V34 > 2.00;3;0.990791896869245;0.1117;0.9801980198019802;0.1736842105263158
5.0680000000000005;3.3983;0.0;0.0;0.0;0.0;2.0;41.7;0.0;4.0;0.0;-1.1;3.571;1.59;10.257;10.0;1.03;1.121;0.0;0.0;0.0;1.202;1.0;0.0;0.0;0.0;2.343;0.001;0.0;22.449;2.147;0.0;0.0;0.0;0.0;3.793;2.833;0.0;8.593;2.0;0.0;1;1;V38 <= 0.00 AND V40 > 0.00 AND V15 <= 10.51;3;1.0;0.0112;1.0;0.03260869565217391
4.958;3.552;0.0;0.0;1.0;0.0;3.0;38.9;1.0;3.0;3.0;0.0;3.375;1.16;10.099;6.0;1.041;1.132;0.0;1.0;0.0;1.226;1.0;0.0;0.0;0.0;2.303;-0.008;0.0;20.514;1.602;0.0;2.0;2.0;1.0;3.876;3.182;1.0;8.601;0.0;0.0;0;0;V38 > 0.00 AND V20 > 0.00;2;0.9927007299270073;0.0607;0.9803921568627451;0.08771929824561403
4.214;3.3939;0.0;0.0;0.0;0.0;0.0;28.6;2.0;2.0;0.0;-0.211;2.662;1.459;8.755;1.0;1.014;1.149;0.0;0.0;0.0;1.138;0.0;0.0;0.0;0.0;1.902;-0.249;0.0;9.822;2.052;0.0;0.0;0.0;0.0;3.344;2.944;0.0;7.382000000000001;0.0;0.0;1;1;V37 > 2.87 AND V36 <= 3.48 AND V12 <= -0.18;3;0.9675376088677752;0.0325;0.9655172413793104;0.10144927536231885
4.562;3.8122;0.0;0.0;0.0;0.0;0.0;33.3;1.0;2.0;0.0;-0.759;2.7230000000000003;0.918;9.184;4.0;1.025;1.139;0.0;0.0;0.0;1.179;0.0;0.0;0.0;0.0;2.0;-0.258;0.0;9.6;1.521;0.0;0.0;0.0;1.0;3.511;3.556;0.0;7.676;0.0;0.0;1;1;V37 > 2.87 AND V39 <= 7.97 AND V12 <= -0.18;3;0.9552752293577982;0.035;0.9642857142857143;0.09782608695652174
4.895;3.5219;1.0;0.0;2.0;0.0;3.0;37.5;0.0;2.0;4.0;0.0;3.52;1.16;10.099;4.0;1.0590000000000002;1.137;0.0;1.0;0.0;1.252;1.0;0.0;1.0;0.0;2.292;-0.008;0.0;20.341;1.696;0.0;3.0;4.0;2.0;3.977;3.192;2.0;8.892000000000001;0.0;1.0;0;0;V38 > 1.00 AND V22 > 1.24;2;0.993322203672788;0.0891;1.0;0.14035087719298245
4.596;2.3621;0.0;0.0;0.0;0.0;0.0;30.4;2.0;0.0;1.0;0.0;2.867;0.875;9.54;0.0;0.969;1.148;0.0;0.0;0.0;1.2;1.0;0.0;0.0;0.0;2.175;0.037;0.0;0.0;1.069;0.0;0.0;4.0;1.0;3.247;1.7080000000000002;1.0;7.325;0.0;0.0;0;0;V38 > 0.00 AND V34 > 2.00 AND V39 <= 7.97;3;1.0;0.0346;1.0;0.05087719298245614
4.678999999999999;2.2806;0.0;0.0;4.0;0.0;0.0;28.6;2.0;0.0;4.0;0.0;3.084;1.261;9.715;0.0;0.974;1.154;0.0;0.0;0.0;1.159;1.0;0.0;0.0;0.0;2.222;0.012;0.0;0.0;1.695;2.0;0.0;2.0;4.0;3.245;1.967;2.0;7.476;0.0;0.0;0;0;V38 > 1.00 AND V10 <= 0.00;2;0.9787985865724381;0.0784;0.984375;0.11052631578947368
5.072;2.9677;0.0;0.0;0.0;0.0;2.0;38.1;2.0;4.0;0.0;-0.942;3.863;2.341;10.435;12.0;1.001;1.129;0.0;0.0;0.0;1.206;1.0;0.0;0.0;0.0;2.351;0.0;0.0;23.889;4.023;0.0;0.0;0.0;0.0;3.794;2.4330000000000003;0.0;8.737;2.0;0.0;1;1;V38 <= 0.00 AND V40 > 0.00 AND V15 <= 10.51;3;1.0;0.0114;1.0;0.03260869565217391
4.807;3.3179;1.0;0.0;0.0;0.0;3.0;43.8;1.0;1.0;0.0;0.0;3.297;0.8809999999999999;9.833;2.0;1.012;1.113;0.0;0.0;0.0;1.298;1.0;0.0;1.0;0.0;2.246;-0.025;0.0;0.0;1.06;0.0;2.0;0.0;1.0;3.926;2.568;0.0;8.562000000000001;0.0;1.0;0;0;V36 > 3.72 AND V22 > 1.30;2;0.9900173611111112;0.2045;1.0;0.29473684210526313
4.214;3.3376;0.0;0.0;0.0;0.0;0.0;33.3;0.0;2.0;1.0;-1.072;2.774;1.459;8.755;2.0;1.071;1.148;0.0;0.0;0.0;1.187;0.0;0.0;0.0;0.0;1.902;-0.2769999999999999;0.0;9.377;2.052;0.0;0.0;1.0;1.0;3.423;4.111000000000001;1.0;7.746;0.0;0.0;1;1;V36 <= 3.48 AND V1 <= 4.44 AND V16 > 0.00 AND V5 <= 1.00;4;0.9640657084188912;0.0913;0.9506172839506173;0.27898550724637683
4.802;1.7802;2.0;0.0;5.0;0.0;2.0;39.4;0.0;0.0;4.0;0.0;3.892;0.0;10.46;0.0;0.986;1.113;0.0;0.0;0.0;1.339;4.0;0.0;0.0;0.0;2.384;0.0;0.0;0.0;3.735;0.0;0.0;5.0;1.0;4.341;1.824;2.0;9.301;0.0;0.0;0;0;V38 > 1.00 AND V22 > 1.30;2;1.0;0.0354;1.0;0.0456140350877193
5.188;2.6152;3.0;0.0;2.0;1.0;2.0;45.0;0.0;2.0;2.0;-1.233;3.998;1.274;10.841;6.0;1.082;1.116;0.0;0.0;0.0;1.287;3.0;0.0;0.0;0.0;2.497;0.0;0.0;23.37;2.276;0.0;0.0;3.0;0.0;4.257;3.123;1.0;9.436;0.0;3.0;0;0;V38 > 0.00 AND V36 > 3.99;2;0.9917491749174917;0.1081;0.9777777777777777;0.1543859649122807
4.476;3.7418;0.0;0.0;0.0;0.0;0.0;30.0;3.0;2.0;0.0;-0.195;2.917;1.5;9.345;2.0;0.998;1.146;0.0;0.0;0.0;1.153;0.0;0.0;0.0;0.0;2.042;-0.079;0.0;10.191;2.34;0.0;0.0;0.0;0.0;3.389;2.625;0.0;7.627999999999999;0.0;0.0;1;1;V36 <= 3.48 AND V27 <= 2.10 AND V16 > 0.00 AND V38 <= 0.00;4;0.9867424242424242;0.0796;0.9696969696969697;0.2318840579710145
4.91;2.843;1.0;0.0;0.0;0.0;3.0;52.6;0.0;0.0;0.0;0.0;3.468;0.629;10.06;0.0;0.98;1.083;0.0;0.0;0.0;1.409;3.0;0.0;0.0;0.0;2.333;0.004;0.0;0.0;1.207;0.0;1.0;0.0;0.0;3.921;2.02;0.0;8.704;0.0;0.0;0;0;V36 > 3.72 AND V22 > 1.30;2;0.9886710239651416;0.2103;1.0;0.29473684210526313
4.414;2.2803;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;1.0;0.0;2.736;0.802;9.183;0.0;0.97;1.149;0.0;0.0;0.0;1.178;1.0;0.0;0.0;0.0;2.101;-0.065;0.0;0.0;0.975;0.0;0.0;2.0;0.0;3.178;1.643;1.0;7.138;0.0;0.0;0;0;V38 > 0.00 AND V14 <= 0.88 AND V11 > 0.00;3;0.9697428139183056;0.1069;0.9545454545454546;0.14736842105263157
5.096;3.1703;0.0;0.0;0.0;0.0;0.0;40.0;2.0;4.0;0.0;-1.5;3.4330000000000003;1.124;10.278;10.0;1.042;1.125;0.0;0.0;0.0;1.223;1.0;0.0;0.0;0.0;2.358;0.004;0.0;32.786;1.482;1.0;0.0;0.0;0.0;3.742;3.208;0.0;8.487;0.0;0.0;1;1;V38 <= 0.00 AND V12 <= -0.18 AND V39 <= 8.49 AND V37 > 2.87;4;1.0;0.0381;1.0;0.12681159420289856
4.523;3.4355;0.0;0.0;0.0;0.0;0.0;28.6;4.0;0.0;2.0;0.0;2.939;1.837;9.454;0.0;0.966;1.151;0.0;0.0;0.0;1.173;0.0;0.0;0.0;0.0;2.074;0.038;0.0;0.0;2.57;0.0;0.0;4.0;1.0;3.177;1.796;1.0;7.316;0.0;0.0;0;0;V38 > 0.00 AND V34 > 2.00 AND V10 <= 0.00;3;1.0;0.0782;1.0;0.11754385964912281
4.414;3.4137;0.0;0.0;0.0;0.0;0.0;33.3;2.0;2.0;0.0;-0.125;2.847;1.379;9.222;2.0;1.013;1.139;0.0;0.0;0.0;1.209;0.0;0.0;0.0;0.0;2.0;0.144;0.0;20.067;2.133;0.0;0.0;0.0;0.0;3.426;3.262;0.0;7.757999999999999;0.0;0.0;1;1;V37 > 2.87 AND V36 <= 3.48 AND V30 > 0.00 AND V15 <= 9.49;4;0.9765625;0.037;0.9393939393939394;0.11231884057971014
5.459;2.9274;0.0;0.0;0.0;2.0;2.0;37.8;5.0;1.0;0.0;0.0;3.547;1.571;10.843;2.0;0.974;1.129;0.0;0.0;0.0;1.265;1.0;0.0;0.0;0.0;2.378;-0.001;0.0;0.0;2.74;0.0;1.0;0.0;1.0;3.704;2.089;0.0;8.48;0.0;0.0;0;0;V6 > 0.00 AND V1 > 5.11;2;0.9643848288621647;0.1159;0.9405940594059405;0.16666666666666666
