region_centroid_col;region_centroid_row;region_pixel_count;short_line_density_5;short_line_density_2;vedge_mean;vegde_sd;hedge_mean;hedge_sd;intensity_mean;rawred_mean;rawblue_mean;rawgreen_mean;exred_mean;exblue_mean;exgreen_mean;value_mean;saturation_mean;hue_mean;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
202.0;21.0;9.0;0.0;0.0;0.333333;0.365148;5.22222;2.61336;40.7407;37.1111;49.3333;35.7778;-10.8889;25.7778;-14.8889;49.3333;0.274519;-1.99081;1;1;20.44 < rawgreen_mean <= 46.78 AND region_centroid_row <= 122.00 AND -2.05 < hue_mean <= -1.53 AND exgreen_mean <= -11.00 AND -18.78 < exred_mean <= -10.89 AND exblue_mean > 3.89 AND intensity_mean <= 53.68 AND region_pixel_count <= 9.00 AND rawblue_mean <= 65.50 AND value_mean <= 65.50 AND 19.78 < rawred_mean <= 47.69 AND region_centroid_col > 63.00 AND saturation_mean <= 0.28 AND hedge_mean > 2.61;14;0.9536423841059603;0.0046;1.0;0.03187250996015936
87.0;135.0;9.0;0.0;0.0;0.388889;0.240741;0.333333;0.177778;0.962963;0.0;2.77778;0.111111;-2.88889;5.44444;-2.55556;2.77778;1.0;-2.11755;2;2;exgreen_mean > -3.22 AND rawgreen_mean <= 20.44 AND saturation_mean > 0.54 AND hue_mean <= -2.05;4;0.9632034632034632;0.0544;0.9607843137254902;0.39357429718875503
52.0;196.0;9.0;0.0;0.0;1.44444;1.32777;6.77778;4.18817;46.0741;40.4444;57.1111;40.6667;-16.8889;33.1111;-16.2222;57.1111;0.294045;-2.10568;4;4;region_centroid_row > 176.00 AND rawblue_mean > 28.11 AND saturation_mean > 0.28;3;0.9876543209876543;0.0966;1.0;0.7195571955719557
202.0;140.0;9.0;0.0;0.0;0.722222;0.490653;0.444444;0.344265;1.03704;0.777778;1.88889;0.444444;-0.777778;2.55556;-1.77778;1.88889;0.814815;-1.83888;6;6;rawgreen_mean <= 20.44 AND hedge_mean <= 0.82 AND rawred_mean <= 47.69 AND region_pixel_count <= 9.00 AND exred_mean > -18.78 AND region_centroid_row <= 176.00 AND hedge_sd <= 1.00 AND region_centroid_col > 121.00 AND exgreen_mean > -3.22 AND value_mean <= 11.44 AND rawblue_mean <= 9.44 AND exblue_mean <= 3.89 AND intensity_mean <= 7.30 AND vegde_sd > 0.35 AND vedge_mean > 0.71 AND -2.19 < hue_mean <= -1.53;16;0.9592476489028213;0.0081;1.0;0.052830188679245285
6.0;81.0;9.0;0.0;0.111111;4.11111;8.74075;5.72222;28.5074;12.4815;7.66667;18.8889;10.8889;-14.4444;19.2222;-4.77778;18.8889;0.628156;-2.38856;2;2;exred_mean <= -10.89 AND saturation_mean > 0.54 AND hue_mean <= -1.53;3;0.9629629629629629;0.0404;0.7846153846153846;0.20481927710843373
37.0;196.0;9.0;0.0;0.0;1.27778;0.998146;1.33333;0.816497;13.3704;11.5556;10.4444;18.1111;-5.44444;-8.77778;14.2222;18.1111;0.430243;1.95677;3;3;region_centroid_row > 176.00 AND exblue_mean <= 3.89;2;0.9969325153374233;0.1189;1.0;0.825925925925926
103.0;64.0;9.0;0.0;0.0;0.666667;0.699205;1.33333;0.918936;108.778;96.3333;126.222;103.778;-37.3333;52.3333;-15.0;126.222;0.236797;-2.35544;5;5;region_centroid_col > 63.00 AND value_mean > 65.50 AND rawgreen_mean > 46.78 AND hue_mean <= -2.19 AND rawred_mean > 47.69;5;0.9910873440285205;0.1142;0.9903381642512077;0.7536764705882353
14.0;28.0;9.0;0.0;0.0;0.555553;0.0740745;1.22222;0.429626;110.481;97.8889;131.111;102.444;-37.7778;61.8889;-24.1111;131.111;0.253299;-2.23887;5;5;rawblue_mean > 65.50 AND rawgreen_mean > 46.78 AND hue_mean <= -2.19 AND rawred_mean > 47.69;4;0.9880952380952381;0.1328;0.988;0.9080882352941176
49.0;139.0;9.0;0.0;0.0;0.166667;0.0777778;0.333333;0.0888889;0.444444;0.0;1.33333;0.0;-1.33333;2.66667;-1.33333;1.33333;0.777778;-2.0944;2;2;exgreen_mean > -3.22 AND saturation_mean > 0.54 AND hue_mean <= -2.05;3;0.9791044776119403;0.0562;0.9607843137254902;0.39357429718875503
2.0;245.0;9.0;0.0;0.0;1.88889;2.16296;3.16667;3.27778;6.40741;6.22222;6.0;7.0;-0.555556;-1.22222;1.77778;7.22222;0.191049;1.75665;3;3;region_centroid_row > 176.00 AND exblue_mean <= 3.89;2;0.9918032786885246;0.12;1.0;0.825925925925926
54.0;126.0;9.0;0.0;0.0;0.666667;0.311111;0.5;0.166667;1.40741;0.0;3.66667;0.555556;-4.22222;6.77778;-2.55556;3.66667;1.0;-2.22994;2;2;exgreen_mean > -3.22 AND rawred_mean <= 19.78 AND saturation_mean > 0.54 AND hue_mean <= -2.19;4;0.9891304347826086;0.0222;1.0;0.18072289156626506
180.0;179.0;9.0;0.0;0.0;2.27778;2.50741;4.55556;7.27407;35.4815;31.3333;44.1111;31.0;-12.4444;25.8889;-13.4444;44.1111;0.301166;-2.0752;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -11.00 AND vedge_mean > 2.17;3;0.9925373134328358;0.0732;1.0;0.4833948339483395
98.0;144.0;9.0;0.0;0.0;0.222222;0.0296296;0.333333;0.0888889;1.0;0.0;3.0;0.0;-3.0;6.0;-3.0;3.0;1.0;-2.0944;2;2;exgreen_mean > -3.22 AND saturation_mean > 0.54 AND hue_mean <= -2.05;3;0.9866962305986696;0.0501;0.9607843137254902;0.39357429718875503
235.0;81.0;9.0;0.0;0.0;1.38889;0.418518;0.777778;0.296296;3.48148;1.0;7.44444;2.0;-7.44444;11.8889;-4.44444;7.44444;0.881217;-2.24813;2;2;rawblue_mean <= 9.44 AND saturation_mean > 0.54 AND region_centroid_row <= 81.00 AND vedge_mean > 1.22 AND exred_mean <= -4.22;5;0.9631901840490797;0.0022;1.0;0.01606425702811245
231.0;124.0;9.0;0.0;0.0;3.44444;14.963;1.83333;6.43334;3.0;1.44444;5.88889;1.66667;-4.66667;8.66667;-4.0;5.88889;0.895369;-2.11894;2;6;rawgreen_mean <= 20.44 AND rawred_mean <= 7.08 AND -2.19 < hue_mean <= -1.53 AND exred_mean > -18.78 AND region_centroid_row <= 176.00 AND intensity_mean <= 7.30 AND value_mean <= 11.44 AND short_line_density_2 <= 0.00 AND region_centroid_col > 121.00 AND exgreen_mean > -11.00 AND rawblue_mean <= 9.44 AND exblue_mean <= 19.67 AND hedge_sd > 2.16 AND vegde_sd > 0.35 AND hedge_mean <= 2.61;15;0.9756944444444444;0.002;0.75;0.011320754716981131
245.0;18.0;9.0;0.0;0.0;1.0;1.02222;1.16667;0.211111;137.889;131.444;147.889;134.333;-19.3333;30.0;-10.6667;147.889;0.111218;-2.27511;5;5;rawblue_mean > 65.50 AND value_mean > 65.50 AND hue_mean <= -2.19 AND saturation_mean <= 0.28;4;0.9915966386554622;0.118;0.9953271028037384;0.7830882352941176
79.0;57.0;9.0;0.0;0.0;1.72222;1.61852;1.94444;1.97407;26.8148;24.0;36.2222;20.2222;-8.44444;28.2222;-19.7778;36.2222;0.440509;-1.83767;0;0;exgreen_mean <= -17.00 AND rawgreen_mean <= 20.44 AND rawred_mean > 19.78;3;1.0;0.033;1.0;0.21660649819494585
117.0;137.0;9.0;0.0;0.0;0.222222;0.0740741;0.666667;0.177778;3.11111;1.55556;6.33333;1.44444;-4.66667;9.66667;-5.0;6.33333;0.772487;-2.07507;6;6;rawgreen_mean <= 6.22 AND hedge_mean <= 0.82 AND rawred_mean <= 7.08 AND -10.89 < exred_mean <= -4.22 AND 122.00 < region_centroid_row <= 176.00 AND -2.19 < hue_mean <= -1.53 AND intensity_mean <= 7.30 AND short_line_density_5 <= 0.00 AND value_mean <= 11.44 AND rawblue_mean <= 9.44 AND -11.00 < exgreen_mean <= -3.22 AND 3.89 < exblue_mean <= 19.67 AND 63.00 < region_centroid_col <= 121.00 AND short_line_density_2 <= 0.00 AND region_pixel_count <= 9.00 AND hedge_sd <= 2.16 AND vegde_sd <= 1.81 AND vedge_mean <= 1.22;18;0.9455445544554455;0.0022;1.0;0.018867924528301886
51.0;111.0;9.0;0.0;0.0;16.2222;16.4434;0.444445;0.344265;34.1111;30.3333;42.2222;29.7778;-11.3333;24.3333;-13.0;42.2222;0.290355;-2.00574;1;1;intensity_mean > 21.91 AND hedge_mean <= 0.82 AND 81.00 < region_centroid_row <= 176.00 AND value_mean <= 65.50 AND -2.19 < hue_mean <= -1.53 AND hedge_sd <= 0.42;6;0.9654320987654321;0.0046;0.8181818181818182;0.035856573705179286
238.0;86.0;9.0;0.0;0.0;0.444444;0.0296296;0.333333;0.0444444;12.0;7.55556;20.4444;8.0;-13.3333;25.3333;-12.0;20.4444;0.629503;-2.12836;6;6;rawgreen_mean <= 20.44 AND hedge_mean <= 0.82 AND region_centroid_col > 188.00 AND region_centroid_row <= 122.00 AND hedge_sd <= 0.42 AND hue_mean > -2.19 AND vegde_sd <= 0.35 AND value_mean <= 28.78 AND vedge_mean <= 0.71;9;0.7366702937976061;0.0146;0.6153846153846154;0.06037735849056604
49.0;240.0;9.0;0.0;0.111111;3.05556;1.63865;2.05556;1.74377;20.4444;15.2222;18.7778;27.3333;-15.6667;-5.0;20.6667;27.3333;0.445808;2.42079;3;3;region_centroid_row > 176.00 AND exblue_mean <= 3.89;2;0.9833836858006042;0.1168;1.0;0.825925925925926
163.0;133.0;9.0;0.0;0.0;0.111111;0.172133;0.222222;0.272166;1.55556;1.0;3.55556;0.111111;-1.66667;6.0;-4.33333;3.55556;0.972222;-1.82256;6;6;rawgreen_mean <= 6.22 AND rawred_mean <= 7.08 AND 122.00 < region_centroid_row <= 176.00 AND exred_mean > -4.22 AND hedge_mean <= 0.82 AND rawblue_mean <= 28.11 AND value_mean <= 28.78 AND short_line_density_5 <= 0.00 AND region_pixel_count <= 9.00 AND intensity_mean <= 7.30 AND 121.00 < region_centroid_col <= 188.00 AND -11.00 < exgreen_mean <= -3.22 AND 3.89 < exblue_mean <= 19.67 AND vedge_mean <= 0.71 AND -2.05 < hue_mean <= -1.53 AND short_line_density_2 <= 0.00 AND saturation_mean > 0.37 AND hedge_sd <= 0.42 AND vegde_sd <= 0.35;19;0.9596774193548387;0.0039;1.0;0.03018867924528302
5.0;92.0;9.0;0.0;0.0;1.33333;0.488889;2.16667;1.27778;18.7037;18.7778;23.7778;13.5556;0.222222;15.2222;-15.4444;23.7778;0.42886;-1.5483;0;0;exgreen_mean <= -11.00 AND exred_mean > -4.22 AND saturation_mean > 0.37;3;0.9592074592074592;0.0615;1.0;0.40794223826714804
190.0;136.0;9.0;0.0;0.0;2.27778;1.52963;2.83333;0.61111;4.85185;2.88889;8.55556;3.11111;-5.88889;11.1111;-5.22222;8.55556;0.709751;-2.1239;1;6;rawgreen_mean <= 20.44 AND rawred_mean <= 7.08 AND -2.19 < hue_mean <= -1.53 AND region_centroid_row <= 176.00 AND region_centroid_col > 188.00 AND exred_mean > -18.78 AND intensity_mean <= 7.30 AND value_mean <= 11.44 AND exgreen_mean > -17.00 AND rawblue_mean <= 9.44 AND 3.89 < exblue_mean <= 19.67 AND vedge_mean > 2.17 AND short_line_density_2 <= 0.00 AND hedge_sd > 0.42;14;0.9530201342281879;0.0028;0.8;0.01509433962264151
15.0;189.0;9.0;0.0;0.0;1.5;0.922221;2.0;2.88889;32.1111;28.3333;40.3333;27.6667;-11.3333;24.6667;-13.3333;40.3333;0.315363;-2.03798;4;4;region_centroid_row > 176.00 AND rawblue_mean > 28.11 AND hue_mean > -2.05;3;0.9920844327176781;0.0797;1.0;0.5682656826568265
86.0;197.0;9.0;0.111111;0.111111;1.61111;1.45169;1.27778;1.10386;63.2222;56.2222;77.7778;55.6667;-21.0;43.6667;-22.6667;77.7778;0.285333;-2.06802;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00;2;0.9622980251346499;0.0995;1.0;0.6678966789667896
166.0;65.0;9.0;0.0;0.0;0.777777;0.785188;0.722221;0.329629;97.3333;82.7778;121.111;88.1111;-43.6667;71.3333;-27.6667;121.111;0.316474;-2.23914;5;5;exgreen_mean <= -11.00 AND hue_mean <= -2.19 AND value_mean > 65.50 AND vedge_mean <= 1.22;4;0.9644549763033176;0.1033;1.0;0.7169117647058824
248.0;160.0;9.0;0.0;0.0;3.0;8.8889;2.16667;3.76667;43.9259;37.1111;57.1111;37.5556;-20.4444;39.5556;-19.1111;57.1111;0.354037;-2.11379;4;4;region_centroid_row > 122.00 AND exgreen_mean <= -17.00 AND rawblue_mean <= 65.50 AND exblue_mean > 36.14 AND value_mean > 28.78 AND exred_mean <= -18.78;6;0.8111587982832618;0.0072;0.3076923076923077;0.014760147601476014
22.0;114.0;9.0;0.111111;0.0;0.944444;1.16269;1.16667;0.408248;30.4815;24.4444;40.7778;26.2222;-18.1111;30.8889;-12.7778;40.7778;0.400536;-2.20716;6;6;region_centroid_row <= 122.00 AND hedge_sd <= 0.42 AND rawblue_mean <= 65.50 AND -18.78 < exred_mean <= -10.89 AND 0.82 < hedge_mean <= 1.44 AND intensity_mean <= 53.68 AND rawgreen_mean <= 46.78 AND 19.67 < exblue_mean <= 36.14 AND rawred_mean <= 47.69 AND exgreen_mean > -17.00 AND value_mean <= 65.50 AND 0.37 < saturation_mean <= 0.54 AND hue_mean <= -2.05 AND vedge_mean <= 1.22 AND vegde_sd <= 1.81;15;0.9864864864864865;0.0017;1.0;0.018867924528301886
222.0;62.0;9.0;0.0;0.0;0.277778;0.250924;0.666667;0.557773;6.40741;4.11111;11.4444;3.66667;-6.88889;15.1111;-8.22222;11.4444;0.680808;-2.03415;6;6;region_centroid_row <= 81.00 AND rawgreen_mean <= 6.22 AND hue_mean > -2.05 AND region_centroid_col > 188.00;4;1.0;0.0031;1.0;0.04905660377358491
160.0;41.0;9.0;0.0;0.0;0.833333;0.809664;0.222222;0.172133;0.703704;0.555556;1.22222;0.333333;-0.444444;1.55556;-1.11111;1.22222;0.537037;-1.84512;6;6;region_centroid_row <= 81.00 AND rawgreen_mean <= 6.22 AND hue_mean > -2.05 AND region_centroid_col > 121.00 AND rawred_mean <= 7.08;5;0.9823008849557522;0.0083;1.0;0.07924528301886792
156.0;181.0;9.0;0.0;0.0;0.5;0.349603;1.5;0.505525;11.6667;9.0;9.77778;16.2222;-8.0;-5.66667;13.6667;16.2222;0.445979;2.20664;3;3;region_centroid_row > 176.00 AND exblue_mean <= 3.89;2;0.9801762114537445;0.1161;1.0;0.825925925925926
16.0;128.0;9.0;0.0;0.0;0.5;0.0777778;0.666667;0.311111;5.55556;6.88889;6.66667;3.11111;4.0;3.33333;-7.33333;7.11111;0.561508;-0.985811;0;0;exgreen_mean <= -3.22 AND exred_mean > -4.22 AND rawgreen_mean <= 20.44 AND intensity_mean <= 7.30 AND vedge_mean <= 0.71 AND value_mean <= 11.44 AND 122.00 < region_centroid_row <= 176.00 AND region_centroid_col <= 121.00 AND vegde_sd <= 0.83 AND hedge_mean <= 2.61 AND hue_mean > -1.53 AND saturation_mean > 0.28 AND rawred_mean <= 47.69 AND rawblue_mean <= 65.50;14;0.9553264604810997;0.0182;1.0;0.11913357400722022
9.0;76.0;9.0;0.0;0.0;1.27778;1.42075;1.66667;1.8619;2.44444;0.888889;4.66667;1.77778;-4.66667;6.66667;-2.0;4.66667;0.872222;-2.3408;2;2;exgreen_mean > -3.22 AND region_centroid_row <= 122.00 AND vegde_sd > 0.83 AND saturation_mean > 0.54;4;1.0;0.0105;1.0;0.08433734939759036
227.0;118.0;9.0;0.0;0.0;0.0555555;0.0185185;1.05556;0.107407;5.62963;7.0;6.66667;3.22222;4.11111;3.11111;-7.22222;7.11111;0.545635;-0.960827;0;0;exgreen_mean <= -3.22 AND exred_mean > -4.22 AND vegde_sd <= 0.35 AND hue_mean > -1.53 AND region_centroid_row > 81.00 AND rawgreen_mean <= 46.78 AND intensity_mean <= 7.30;7;0.950259067357513;0.0578;1.0;0.3574007220216607
237.0;191.0;9.0;0.0;0.0;1.0;0.311111;1.5;1.01111;7.33333;5.33333;5.44444;11.2222;-6.0;-5.66667;11.6667;11.2222;0.53582;2.12242;3;3;region_centroid_row > 176.00 AND exblue_mean <= 3.89;2;0.9888268156424581;0.1205;1.0;0.825925925925926
236.0;193.0;9.0;0.0;0.0;2.66667;1.68655;4.05556;3.27561;49.1111;43.3333;61.2222;42.7778;-17.3333;36.3333;-19.0;61.2222;0.303144;-2.06542;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00;2;0.9644970414201184;0.1019;1.0;0.6678966789667896
29.0;100.0;9.0;0.0;0.0;2.22222;1.36296;2.66667;3.64444;20.6296;20.8889;25.5556;15.4444;0.777778;14.7778;-15.5556;25.5556;0.394331;-1.5197;0;0;exgreen_mean <= -11.00 AND exred_mean > -4.22 AND region_centroid_row <= 176.00;3;0.9790419161676647;0.0648;0.943089430894309;0.4187725631768953
28.0;112.0;9.0;0.0;0.0;0.722222;0.418518;0.555555;0.162963;5.92593;7.11111;7.22222;3.44444;3.55556;3.88889;-7.44444;7.55556;0.544092;-1.05828;0;0;rawred_mean > 7.08 AND exred_mean > -4.22 AND exgreen_mean <= -3.22 AND exblue_mean <= 3.89;4;1.0;0.0302;0.9803921568627451;0.18050541516245489
119.0;192.0;9.0;0.111111;0.0;2.5;2.08433;6.16667;2.32618;59.5556;52.5556;74.7778;51.3333;-21.0;45.6667;-24.6667;74.7778;0.312796;-2.03818;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00;2;0.9642857142857143;0.0936;1.0;0.6678966789667896
103.0;216.0;9.0;0.0;0.0;0.888889;0.651852;2.16667;1.14444;14.5556;10.8889;13.6667;19.1111;-11.0;-2.66667;13.6667;19.1111;0.431696;2.44755;3;3;region_centroid_row > 176.00 AND exblue_mean <= 3.89;2;0.9820627802690582;0.1261;1.0;0.825925925925926
37.0;76.0;9.0;0.0;0.0;1.77778;0.918519;1.83333;1.81111;8.25926;3.77778;13.3333;7.66667;-13.4444;15.2222;-1.77778;13.3333;0.723011;-2.52021;2;2;exgreen_mean > -3.22 AND region_centroid_row <= 122.00 AND rawred_mean <= 7.08 AND vedge_mean > 1.22;4;0.9747023809523809;0.0118;0.8571428571428571;0.07228915662650602
72.0;118.0;9.0;0.0;0.0;0.277778;0.0629629;0.555556;0.118518;5.48148;6.55556;6.66667;3.22222;3.22222;3.55556;-6.77778;7.11111;0.545855;-1.05335;0;0;exgreen_mean <= -3.22 AND exred_mean > -4.22 AND vegde_sd <= 0.35 AND region_centroid_col <= 121.00;4;0.9318181818181818;0.0408;0.8831168831168831;0.24548736462093862
69.0;139.0;9.0;0.0;0.0;2.83333;1.77326;2.11111;1.66889;18.0741;16.0;22.5556;15.6667;-6.22222;13.4444;-7.22222;23.8889;0.386612;-1.70283;2;6;6.22 < rawgreen_mean <= 20.44 AND rawred_mean <= 19.78 AND -2.19 < hue_mean <= -1.53 AND region_centroid_col > 63.00 AND -18.78 < exred_mean <= -4.22 AND intensity_mean <= 21.91 AND hedge_sd <= 2.16 AND region_centroid_row <= 176.00 AND value_mean <= 28.78 AND exgreen_mean > -17.00 AND rawblue_mean <= 28.11 AND exblue_mean > 3.89 AND vedge_mean > 2.17 AND vegde_sd <= 1.81;14;0.9623287671232876;0.0045;1.0;0.026415094339622643
113.0;128.0;9.0;0.0;0.0;0.222222;0.0740741;0.388889;0.151852;0.740741;0.0;2.22222;0.0;-2.22222;4.44444;-2.22222;2.22222;1.0;-2.0944;2;2;exgreen_mean > -3.22 AND saturation_mean > 0.37 AND rawgreen_mean <= 6.22 AND hue_mean <= -2.05;4;0.961764705882353;0.0512;0.9494949494949495;0.37751004016064255
77.0;199.0;9.0;0.0;0.0;2.66667;1.8619;4.66667;3.02582;57.0;50.5556;71.0;49.4444;-19.3333;42.0;-22.6667;71.0;0.303497;-2.04087;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00;2;0.9588299024918743;0.0981;1.0;0.6678966789667896
40.0;35.0;9.0;0.0;0.0;0.722223;0.250923;1.05555;0.646928;69.4444;61.7778;85.3333;61.2222;-23.0;47.6667;-24.6667;85.3333;0.287488;-2.0742;1;1;rawgreen_mean > 46.78 AND region_centroid_row <= 122.00 AND hue_mean > -2.19 AND saturation_mean > 0.28;4;1.0;0.0267;0.9583333333333334;0.18326693227091634
48.0;83.0;9.0;0.0;0.0;2.27778;4.01852;2.33333;1.68889;6.25926;2.22222;11.8889;4.66667;-12.1111;16.8889;-4.77778;11.8889;0.82735;-2.345;2;2;exred_mean <= -10.89 AND rawgreen_mean <= 6.22;2;0.9612121212121212;0.0057;1.0;0.040160642570281124
80.0;87.0;9.0;0.0;0.111111;24.3889;572.996;44.7222;1386.33;67.4444;58.7778;79.0;64.5556;-26.0;34.6667;-8.66667;79.0;0.306281;-2.42213;2;2;value_mean > 65.50 AND region_centroid_row <= 122.00 AND exgreen_mean > -11.00;3;0.9769230769230769;0.015;0.14285714285714285;0.01606425702811245
197.0;144.0;9.0;0.0;0.0;0.944444;0.712325;0.388889;0.490653;0.703704;0.333333;1.66667;0.111111;-1.11111;2.88889;-1.77778;1.66667;0.861111;-1.98694;6;6;rawgreen_mean <= 6.22 AND rawred_mean <= 7.08 AND region_centroid_col > 121.00 AND exred_mean > -4.22 AND value_mean <= 11.44 AND intensity_mean <= 21.91 AND hedge_mean <= 0.82 AND exgreen_mean > -3.22 AND rawblue_mean <= 9.44 AND saturation_mean > 0.54 AND exblue_mean <= 3.89 AND 122.00 < region_centroid_row <= 176.00 AND vedge_mean <= 1.22 AND hedge_sd <= 1.00 AND region_pixel_count <= 9.00 AND short_line_density_5 <= 0.00 AND vegde_sd <= 0.83;17;0.6964401294498382;0.0094;0.7333333333333333;0.04150943396226415
163.0;166.0;9.0;0.0;0.0;1.77778;1.0963;2.44444;1.05185;16.963;12.3333;16.3333;22.2222;-13.8889;-1.88889;15.7778;22.2222;0.446214;2.51583;3;3;region_centroid_row > 122.00 AND exgreen_mean > -3.22 AND 11.44 < value_mean <= 65.50 AND rawblue_mean <= 28.11 AND vegde_sd <= 1.81 AND hedge_sd <= 2.16 AND region_pixel_count <= 9.00 AND saturation_mean > 0.28 AND 20.44 < rawgreen_mean <= 46.78 AND exblue_mean <= 36.14 AND vedge_mean > 1.22;11;0.9633699633699634;0.0197;1.0;0.15925925925925927
196.0;100.0;9.0;0.0;0.0;7.27778;83.3518;5.77778;68.8741;8.14815;4.66667;13.3333;6.44444;-10.4444;15.5556;-5.11111;13.3333;0.738034;-2.28987;2;2;exgreen_mean > -11.00 AND saturation_mean > 0.54 AND 81.00 < region_centroid_row <= 122.00 AND exred_mean <= -4.22 AND rawred_mean <= 19.78 AND rawgreen_mean > 6.22 AND hedge_mean > 0.82;7;0.9565217391304348;0.0104;0.8888888888888888;0.0642570281124498
