region_centroid_col;region_centroid_row;region_pixel_count;short_line_density_5;short_line_density_2;vedge_mean;vegde_sd;hedge_mean;hedge_sd;intensity_mean;rawred_mean;rawblue_mean;rawgreen_mean;exred_mean;exblue_mean;exgreen_mean;value_mean;saturation_mean;hue_mean;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
202.0;21.0;9.0;0.0;0.0;0.333333;0.365148;5.22222;2.61336;40.7407;37.1111;49.3333;35.7778;-10.8889;25.7778;-14.8889;49.3333;0.274519;-1.99081;1;1;region_centroid_row <= 81.00 AND saturation_mean <= 0.37 AND hedge_mean > 2.61 AND exgreen_mean <= -11.00;4;0.9774774774774775;0.0084;0.8235294117647058;0.05511811023622047
87.0;135.0;9.0;0.0;0.0;0.388889;0.240741;0.333333;0.177778;0.962963;0.0;2.77778;0.111111;-2.88889;5.44444;-2.55556;2.77778;1.0;-2.11755;2;2;hue_mean <= -2.05 AND saturation_mean > 0.54 AND 63.00 < region_centroid_col <= 121.00 AND region_centroid_row <= 176.00 AND exgreen_mean > -3.22 AND rawred_mean <= 7.08;6;0.967741935483871;0.016;0.9655172413793104;0.109375
52.0;196.0;9.0;0.0;0.0;1.44444;1.32777;6.77778;4.18817;46.0741;40.4444;57.1111;40.6667;-16.8889;33.1111;-16.2222;57.1111;0.294045;-2.10568;4;4;region_centroid_row > 176.00 AND value_mean > 28.78 AND hedge_mean > 2.61 AND saturation_mean <= 0.37;4;0.983177570093458;0.0862;1.0;0.6162361623616236
202.0;140.0;9.0;0.0;0.0;0.722222;0.490653;0.444444;0.344265;1.03704;0.777778;1.88889;0.444444;-0.777778;2.55556;-1.77778;1.88889;0.814815;-1.83888;6;6;-2.05 < hue_mean <= -1.53 AND rawgreen_mean <= 6.22 AND region_centroid_col > 121.00 AND rawred_mean <= 47.69 AND exgreen_mean > -3.22 AND hedge_mean <= 0.82 AND exblue_mean <= 3.89 AND region_centroid_row <= 176.00;8;0.9720930232558139;0.0075;1.0;0.06589147286821706
6.0;81.0;9.0;0.0;0.111111;4.11111;8.74075;5.72222;28.5074;12.4815;7.66667;18.8889;10.8889;-14.4444;19.2222;-4.77778;18.8889;0.628156;-2.38856;2;2;hue_mean <= -2.19 AND saturation_mean > 0.54 AND hedge_mean > 2.61;3;0.9537037037037037;0.0241;0.9782608695652174;0.17578125
37.0;196.0;9.0;0.0;0.0;1.27778;0.998146;1.33333;0.816497;13.3704;11.5556;10.4444;18.1111;-5.44444;-8.77778;14.2222;18.1111;0.430243;1.95677;3;3;exgreen_mean > -3.22 AND hue_mean > -1.53 AND region_centroid_row > 176.00;3;1.0;0.1158;1.0;0.825925925925926
103.0;64.0;9.0;0.0;0.0;0.666667;0.699205;1.33333;0.918936;108.778;96.3333;126.222;103.778;-37.3333;52.3333;-15.0;126.222;0.236797;-2.35544;5;5;vedge_mean <= 0.71 AND value_mean > 65.50 AND hue_mean <= -2.19;3;0.984070796460177;0.0371;1.0;0.28308823529411764
14.0;28.0;9.0;0.0;0.0;0.555553;0.0740745;1.22222;0.429626;110.481;97.8889;131.111;102.444;-37.7778;61.8889;-24.1111;131.111;0.253299;-2.23887;5;5;rawred_mean > 47.69 AND intensity_mean > 53.68 AND hue_mean <= -2.19 AND exgreen_mean <= -17.00;4;0.9651741293532339;0.0399;1.0;0.2536764705882353
49.0;139.0;9.0;0.0;0.0;0.166667;0.0777778;0.333333;0.0888889;0.444444;0.0;1.33333;0.0;-1.33333;2.66667;-1.33333;1.33333;0.777778;-2.0944;2;2;hue_mean <= -2.05 AND saturation_mean > 0.54 AND 81.00 < region_centroid_row <= 176.00 AND exgreen_mean > -3.22 AND rawred_mean <= 7.08 AND region_centroid_col <= 121.00 AND hedge_mean <= 1.44 AND vedge_mean <= 2.17 AND short_line_density_5 <= 0.00 AND region_pixel_count <= 9.00;10;0.9357798165137615;0.0285;0.8909090909090909;0.19140625
2.0;245.0;9.0;0.0;0.0;1.88889;2.16296;3.16667;3.27778;6.40741;6.22222;6.0;7.0;-0.555556;-1.22222;1.77778;7.22222;0.191049;1.75665;3;3;exgreen_mean > -3.22 AND hue_mean > -1.53 AND region_centroid_row > 176.00;3;0.9975990396158463;0.119;1.0;0.825925925925926
54.0;126.0;9.0;0.0;0.0;0.666667;0.311111;0.5;0.166667;1.40741;0.0;3.66667;0.555556;-4.22222;6.77778;-2.55556;3.66667;1.0;-2.22994;2;2;hue_mean <= -2.19 AND saturation_mean > 0.54 AND region_centroid_col <= 121.00 AND exblue_mean > 3.89 AND exgreen_mean > -3.22;5;0.9586466165413534;0.0211;0.975;0.15234375
180.0;179.0;9.0;0.0;0.0;2.27778;2.50741;4.55556;7.27407;35.4815;31.3333;44.1111;31.0;-12.4444;25.8889;-13.4444;44.1111;0.301166;-2.0752;4;4;region_centroid_row > 176.00 AND hedge_mean > 2.61 AND rawblue_mean > 28.11 AND saturation_mean <= 0.37;4;0.9894982497082847;0.0901;1.0;0.6162361623616236
98.0;144.0;9.0;0.0;0.0;0.222222;0.0296296;0.333333;0.0888889;1.0;0.0;3.0;0.0;-3.0;6.0;-3.0;3.0;1.0;-2.0944;2;2;hue_mean <= -2.05 AND saturation_mean > 0.54 AND 63.00 < region_centroid_col <= 121.00 AND region_centroid_row <= 176.00 AND exgreen_mean > -3.22 AND rawred_mean <= 19.78 AND rawblue_mean <= 9.44;7;0.952513966480447;0.0142;0.9642857142857143;0.10546875
235.0;81.0;9.0;0.0;0.0;1.38889;0.418518;0.777778;0.296296;3.48148;1.0;7.44444;2.0;-7.44444;11.8889;-4.44444;7.44444;0.881217;-2.24813;2;2;hue_mean <= -2.19 AND saturation_mean > 0.54 AND region_centroid_row <= 122.00 AND vedge_mean > 0.71;4;0.9563492063492064;0.0487;1.0;0.35546875
231.0;124.0;9.0;0.0;0.0;3.44444;14.963;1.83333;6.43334;3.0;1.44444;5.88889;1.66667;-4.66667;8.66667;-4.0;5.88889;0.895369;-2.11894;2;2;hue_mean <= -2.05 AND saturation_mean > 0.54 AND region_centroid_row <= 176.00 AND hedge_sd > 1.00 AND intensity_mean <= 7.30 AND vedge_mean > 2.17 AND rawblue_mean <= 9.44 AND vegde_sd > 1.81 AND hedge_mean > 0.82 AND exblue_mean > 3.89 AND short_line_density_2 <= 0.00;11;0.955719557195572;0.005;1.0;0.03515625
245.0;18.0;9.0;0.0;0.0;1.0;1.02222;1.16667;0.211111;137.889;131.444;147.889;134.333;-19.3333;30.0;-10.6667;147.889;0.111218;-2.27511;5;5;hue_mean <= -2.19 AND rawred_mean > 47.69 AND region_centroid_row <= 81.00 AND saturation_mean <= 0.28 AND exred_mean <= -18.78;5;0.9767932489451476;0.1032;0.9946524064171123;0.6838235294117647
79.0;57.0;9.0;0.0;0.0;1.72222;1.61852;1.94444;1.97407;26.8148;24.0;36.2222;20.2222;-8.44444;28.2222;-19.7778;36.2222;0.440509;-1.83767;0;0;exgreen_mean <= -17.00 AND hue_mean > -2.05 AND saturation_mean > 0.37 AND rawblue_mean > 28.11;4;1.0;0.0334;1.0;0.22627737226277372
117.0;137.0;9.0;0.0;0.0;0.222222;0.0740741;0.666667;0.177778;3.11111;1.55556;6.33333;1.44444;-4.66667;9.66667;-5.0;6.33333;0.772487;-2.07507;6;6;-2.19 < hue_mean <= -2.05 AND rawgreen_mean <= 6.22 AND -11.00 < exgreen_mean <= -3.22 AND rawblue_mean <= 28.11 AND 63.00 < region_centroid_col <= 121.00 AND 122.00 < region_centroid_row <= 176.00 AND hedge_mean <= 0.82 AND -10.89 < exred_mean <= -4.22 AND rawred_mean <= 7.08 AND vedge_mean <= 0.71 AND short_line_density_2 <= 0.00 AND region_pixel_count <= 9.00 AND value_mean <= 28.78 AND intensity_mean <= 21.91 AND vegde_sd <= 0.35 AND 3.89 < exblue_mean <= 19.67 AND short_line_density_5 <= 0.00 AND hedge_sd <= 1.00;18;0.9861111111111112;0.0023;1.0;0.01937984496124031
51.0;111.0;9.0;0.0;0.0;16.2222;16.4434;0.444445;0.344265;34.1111;30.3333;42.2222;29.7778;-11.3333;24.3333;-13.0;42.2222;0.290355;-2.00574;1;1;region_centroid_row <= 122.00 AND value_mean > 28.78 AND hue_mean > -2.19 AND saturation_mean <= 0.37 AND vedge_mean > 2.17;5;0.9877149877149877;0.0364;0.96875;0.2440944881889764
238.0;86.0;9.0;0.0;0.0;0.444444;0.0296296;0.333333;0.0444444;12.0;7.55556;20.4444;8.0;-13.3333;25.3333;-12.0;20.4444;0.629503;-2.12836;6;6;hue_mean <= -2.05 AND 6.22 < rawgreen_mean <= 20.44 AND region_centroid_col > 121.00 AND rawred_mean <= 19.78 AND region_centroid_row <= 122.00 AND hedge_mean <= 0.82 AND vedge_mean <= 0.71 AND 9.44 < rawblue_mean <= 28.11;8;0.9588014981273408;0.004;1.0;0.03875968992248062
49.0;240.0;9.0;0.0;0.111111;3.05556;1.63865;2.05556;1.74377;20.4444;15.2222;18.7778;27.3333;-15.6667;-5.0;20.6667;27.3333;0.445808;2.42079;3;3;exgreen_mean > -3.22 AND hue_mean > -1.53 AND region_centroid_row > 176.00;3;1.0;0.1223;1.0;0.825925925925926
163.0;133.0;9.0;0.0;0.0;0.111111;0.172133;0.222222;0.272166;1.55556;1.0;3.55556;0.111111;-1.66667;6.0;-4.33333;3.55556;0.972222;-1.82256;6;6;-2.05 < hue_mean <= -1.53 AND rawgreen_mean <= 6.22 AND 121.00 < region_centroid_col <= 188.00 AND exgreen_mean > -17.00 AND exred_mean > -4.22 AND rawred_mean <= 7.08 AND vedge_mean <= 0.71 AND region_centroid_row <= 176.00 AND vegde_sd <= 0.35 AND value_mean <= 28.78;10;0.9565217391304348;0.0052;1.0;0.046511627906976744
5.0;92.0;9.0;0.0;0.0;1.33333;0.488889;2.16667;1.27778;18.7037;18.7778;23.7778;13.5556;0.222222;15.2222;-15.4444;23.7778;0.42886;-1.5483;0;0;exgreen_mean <= -11.00 AND exred_mean > -4.22 AND rawred_mean > 7.08 AND saturation_mean > 0.37;4;0.9960707269155207;0.0582;1.0;0.4124087591240876
190.0;136.0;9.0;0.0;0.0;2.27778;1.52963;2.83333;0.61111;4.85185;2.88889;8.55556;3.11111;-5.88889;11.1111;-5.22222;8.55556;0.709751;-2.1239;1;1;122.00 < region_centroid_row <= 176.00 AND vedge_mean > 2.17 AND -17.00 < exgreen_mean <= -3.22 AND -2.19 < hue_mean <= -2.05 AND hedge_mean > 2.61 AND intensity_mean <= 53.68 AND -10.89 < exred_mean <= -4.22 AND 3.89 < exblue_mean <= 36.14 AND 0.42 < hedge_sd <= 1.00 AND 0.83 < vegde_sd <= 1.81 AND region_centroid_col > 121.00 AND short_line_density_2 <= 0.00 AND region_pixel_count <= 9.00 AND saturation_mean > 0.28 AND rawblue_mean <= 65.50 AND rawgreen_mean <= 46.78 AND short_line_density_5 <= 0.00;17;0.881159420289855;0.0004;1.0;0.007874015748031496
15.0;189.0;9.0;0.0;0.0;1.5;0.922221;2.0;2.88889;32.1111;28.3333;40.3333;27.6667;-11.3333;24.6667;-13.3333;40.3333;0.315363;-2.03798;4;4;region_centroid_row > 176.00 AND value_mean > 28.78 AND hedge_sd > 2.16 AND saturation_mean <= 0.37;4;0.9751243781094527;0.0735;0.9927007299270073;0.5018450184501845
86.0;197.0;9.0;0.111111;0.111111;1.61111;1.45169;1.27778;1.10386;63.2222;56.2222;77.7778;55.6667;-21.0;43.6667;-22.6667;77.7778;0.285333;-2.06802;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00 AND vedge_mean > 1.22 AND rawgreen_mean > 20.44;4;0.9785969084423306;0.0891;1.0;0.6236162361623616
166.0;65.0;9.0;0.0;0.0;0.777777;0.785188;0.722221;0.329629;97.3333;82.7778;121.111;88.1111;-43.6667;71.3333;-27.6667;121.111;0.316474;-2.23914;5;5;value_mean > 28.78 AND intensity_mean > 53.68 AND hue_mean <= -2.19 AND exgreen_mean <= -17.00;4;0.9938271604938271;0.0391;1.0;0.2536764705882353
248.0;160.0;9.0;0.0;0.0;3.0;8.8889;2.16667;3.76667;43.9259;37.1111;57.1111;37.5556;-20.4444;39.5556;-19.1111;57.1111;0.354037;-2.11379;4;4;region_centroid_row > 122.00 AND exgreen_mean <= -17.00 AND rawred_mean <= 47.69 AND hue_mean <= -2.05 AND hedge_mean > 1.44 AND 20.44 < rawgreen_mean <= 46.78 AND region_centroid_col > 121.00 AND hedge_sd > 2.16 AND saturation_mean <= 0.37 AND short_line_density_5 <= 0.00 AND exblue_mean > 36.14 AND 28.11 < rawblue_mean <= 65.50;12;0.950381679389313;0.0033;1.0;0.02214022140221402
22.0;114.0;9.0;0.111111;0.0;0.944444;1.16269;1.16667;0.408248;30.4815;24.4444;40.7778;26.2222;-18.1111;30.8889;-12.7778;40.7778;0.400536;-2.20716;6;6;hue_mean <= -2.05 AND hedge_sd <= 0.42 AND rawgreen_mean <= 46.78 AND rawblue_mean <= 65.50 AND exgreen_mean > -17.00 AND region_centroid_row <= 122.00 AND intensity_mean > 7.30 AND 0.37 < saturation_mean <= 0.54 AND exblue_mean > 19.67 AND exred_mean <= -10.89;10;0.9802371541501976;0.0121;1.0;0.08914728682170543
222.0;62.0;9.0;0.0;0.0;0.277778;0.250924;0.666667;0.557773;6.40741;4.11111;11.4444;3.66667;-6.88889;15.1111;-8.22222;11.4444;0.680808;-2.03415;6;6;-2.19 < hue_mean <= -1.53 AND rawgreen_mean <= 20.44 AND region_centroid_col > 188.00 AND rawred_mean <= 7.08 AND region_centroid_row <= 81.00 AND 9.44 < rawblue_mean <= 28.11 AND vegde_sd <= 0.83;7;0.9705882352941176;0.008;1.0;0.05813953488372093
160.0;41.0;9.0;0.0;0.0;0.833333;0.809664;0.222222;0.172133;0.703704;0.555556;1.22222;0.333333;-0.444444;1.55556;-1.11111;1.22222;0.537037;-1.84512;6;6;hue_mean > -2.19 AND rawred_mean <= 7.08 AND region_centroid_row <= 81.00 AND hedge_mean <= 0.82;4;1.0;0.0119;1.0;0.08914728682170543
156.0;181.0;9.0;0.0;0.0;0.5;0.349603;1.5;0.505525;11.6667;9.0;9.77778;16.2222;-8.0;-5.66667;13.6667;16.2222;0.445979;2.20664;3;3;exgreen_mean > -3.22 AND hue_mean > -1.53 AND region_centroid_row > 176.00;3;1.0;0.1264;1.0;0.825925925925926
16.0;128.0;9.0;0.0;0.0;0.5;0.0777778;0.666667;0.311111;5.55556;6.88889;6.66667;3.11111;4.0;3.33333;-7.33333;7.11111;0.561508;-0.985811;0;0;exgreen_mean <= -3.22 AND hue_mean > -1.53 AND saturation_mean > 0.54 AND rawgreen_mean <= 6.22;4;1.0;0.0498;0.989247311827957;0.3357664233576642
9.0;76.0;9.0;0.0;0.0;1.27778;1.42075;1.66667;1.8619;2.44444;0.888889;4.66667;1.77778;-4.66667;6.66667;-2.0;4.66667;0.872222;-2.3408;2;2;hue_mean <= -2.19 AND saturation_mean > 0.54 AND region_centroid_col <= 121.00 AND region_centroid_row <= 122.00;4;0.9609375;0.042;1.0;0.31640625
227.0;118.0;9.0;0.0;0.0;0.0555555;0.0185185;1.05556;0.107407;5.62963;7.0;6.66667;3.22222;4.11111;3.11111;-7.22222;7.11111;0.545635;-0.960827;0;0;exgreen_mean <= -3.22 AND hue_mean > -1.53 AND saturation_mean > 0.54 AND vedge_mean <= 0.71;4;1.0;0.0458;1.0;0.3029197080291971
237.0;191.0;9.0;0.0;0.0;1.0;0.311111;1.5;1.01111;7.33333;5.33333;5.44444;11.2222;-6.0;-5.66667;11.6667;11.2222;0.53582;2.12242;3;3;exgreen_mean > -3.22 AND hue_mean > -1.53 AND region_centroid_row > 176.00;3;0.997920997920998;0.1188;1.0;0.825925925925926
236.0;193.0;9.0;0.0;0.0;2.66667;1.68655;4.05556;3.27561;49.1111;43.3333;61.2222;42.7778;-17.3333;36.3333;-19.0;61.2222;0.303144;-2.06542;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00 AND hedge_mean > 2.61 AND exblue_mean > 36.14;4;1.0;0.0438;1.0;0.3025830258302583
29.0;100.0;9.0;0.0;0.0;2.22222;1.36296;2.66667;3.64444;20.6296;20.8889;25.5556;15.4444;0.777778;14.7778;-15.5556;25.5556;0.394331;-1.5197;0;0;exgreen_mean <= -11.00 AND hue_mean > -1.53 AND exblue_mean > 3.89;3;0.9941520467836257;0.0168;1.0;0.12408759124087591
28.0;112.0;9.0;0.0;0.0;0.722222;0.418518;0.555555;0.162963;5.92593;7.11111;7.22222;3.44444;3.55556;3.88889;-7.44444;7.55556;0.544092;-1.05828;0;0;exgreen_mean <= -3.22 AND hue_mean > -1.53 AND saturation_mean > 0.28 AND rawgreen_mean <= 6.22;4;0.997289972899729;0.0678;0.9915966386554622;0.4306569343065693
119.0;192.0;9.0;0.111111;0.0;2.5;2.08433;6.16667;2.32618;59.5556;52.5556;74.7778;51.3333;-21.0;45.6667;-24.6667;74.7778;0.312796;-2.03818;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00 AND vedge_mean > 2.17 AND intensity_mean > 53.68;4;1.0;0.0375;1.0;0.24354243542435425
103.0;216.0;9.0;0.0;0.0;0.888889;0.651852;2.16667;1.14444;14.5556;10.8889;13.6667;19.1111;-11.0;-2.66667;13.6667;19.1111;0.431696;2.44755;3;3;exgreen_mean > -3.22 AND hue_mean > -1.53 AND region_centroid_row > 176.00;3;0.9988023952095808;0.1197;1.0;0.825925925925926
37.0;76.0;9.0;0.0;0.0;1.77778;0.918519;1.83333;1.81111;8.25926;3.77778;13.3333;7.66667;-13.4444;15.2222;-1.77778;13.3333;0.723011;-2.52021;2;2;hue_mean <= -2.19 AND saturation_mean > 0.54 AND hedge_mean > 1.44 AND exred_mean <= -10.89;4;0.9897435897435898;0.0246;1.0;0.1640625
72.0;118.0;9.0;0.0;0.0;0.277778;0.0629629;0.555556;0.118518;5.48148;6.55556;6.66667;3.22222;3.22222;3.55556;-6.77778;7.11111;0.545855;-1.05335;0;0;exgreen_mean <= -3.22 AND hue_mean > -1.53 AND region_centroid_row <= 122.00 AND saturation_mean > 0.54;4;0.9927007299270073;0.0195;1.0;0.11678832116788321
69.0;139.0;9.0;0.0;0.0;2.83333;1.77326;2.11111;1.66889;18.0741;16.0;22.5556;15.6667;-6.22222;13.4444;-7.22222;23.8889;0.386612;-1.70283;2;2;exgreen_mean > -11.00 AND saturation_mean > 0.37 AND hue_mean <= -1.53 AND region_centroid_col <= 121.00 AND rawred_mean <= 19.78 AND exblue_mean <= 19.67 AND region_centroid_row <= 176.00 AND vedge_mean > 2.17 AND rawblue_mean <= 28.11 AND vegde_sd > 0.83 AND exred_mean <= -4.22;11;0.9577039274924471;0.0165;1.0;0.11328125
113.0;128.0;9.0;0.0;0.0;0.222222;0.0740741;0.388889;0.151852;0.740741;0.0;2.22222;0.0;-2.22222;4.44444;-2.22222;2.22222;1.0;-2.0944;2;2;hue_mean <= -2.05 AND saturation_mean > 0.54 AND rawred_mean <= 7.08 AND region_centroid_row <= 176.00 AND region_centroid_col <= 121.00 AND exgreen_mean > -3.22 AND hedge_mean <= 0.82 AND exblue_mean > 3.89;8;0.9571865443425076;0.0103;0.9523809523809523;0.078125
77.0;199.0;9.0;0.0;0.0;2.66667;1.8619;4.66667;3.02582;57.0;50.5556;71.0;49.4444;-19.3333;42.0;-22.6667;71.0;0.303497;-2.04087;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00 AND hedge_mean > 2.61 AND exblue_mean > 36.14;4;1.0;0.0458;1.0;0.3025830258302583
40.0;35.0;9.0;0.0;0.0;0.722223;0.250923;1.05555;0.646928;69.4444;61.7778;85.3333;61.2222;-23.0;47.6667;-24.6667;85.3333;0.287488;-2.0742;1;1;region_centroid_row <= 81.00 AND exgreen_mean <= -17.00 AND hue_mean > -2.19 AND saturation_mean <= 0.37;4;0.9511754068716094;0.0317;0.7692307692307693;0.1968503937007874
48.0;83.0;9.0;0.0;0.0;2.27778;4.01852;2.33333;1.68889;6.25926;2.22222;11.8889;4.66667;-12.1111;16.8889;-4.77778;11.8889;0.82735;-2.345;2;2;hue_mean <= -2.19 AND saturation_mean > 0.54 AND region_centroid_col <= 121.00 AND region_centroid_row <= 122.00;4;0.9874551971326165;0.0414;1.0;0.31640625
80.0;87.0;9.0;0.0;0.111111;24.3889;572.996;44.7222;1386.33;67.4444;58.7778;79.0;64.5556;-26.0;34.6667;-8.66667;79.0;0.306281;-2.42213;2;2;hue_mean <= -2.19 AND exgreen_mean > -11.00 AND region_centroid_row <= 122.00 AND region_centroid_col <= 121.00 AND saturation_mean > 0.28 AND vegde_sd > 1.81;6;0.9571865443425076;0.0251;1.0;0.18359375
197.0;144.0;9.0;0.0;0.0;0.944444;0.712325;0.388889;0.490653;0.703704;0.333333;1.66667;0.111111;-1.11111;2.88889;-1.77778;1.66667;0.861111;-1.98694;6;6;-2.05 < hue_mean <= -1.53 AND rawred_mean <= 7.08 AND region_centroid_col > 121.00 AND rawgreen_mean <= 20.44 AND hedge_mean <= 0.82 AND exgreen_mean > -3.22 AND region_centroid_row <= 176.00 AND intensity_mean <= 7.30;8;0.950530035335689;0.0083;1.0;0.06589147286821706
163.0;166.0;9.0;0.0;0.0;1.77778;1.0963;2.44444;1.05185;16.963;12.3333;16.3333;22.2222;-13.8889;-1.88889;15.7778;22.2222;0.446214;2.51583;3;3;exgreen_mean > -3.22 AND hue_mean > -1.53 AND exred_mean <= -4.22;3;0.9957698815566836;0.1305;1.0;0.9185185185185185
196.0;100.0;9.0;0.0;0.0;7.27778;83.3518;5.77778;68.8741;8.14815;4.66667;13.3333;6.44444;-10.4444;15.5556;-5.11111;13.3333;0.738034;-2.28987;2;2;hue_mean <= -2.19 AND saturation_mean > 0.54 AND hedge_mean > 2.61;3;0.9554455445544554;0.0219;0.9782608695652174;0.17578125
77.0;177.0;9.0;0.0;0.0;1.33333;1.33333;2.16667;1.97484;48.4074;44.2222;59.3333;41.6667;-12.5556;32.7778;-20.2222;59.3333;0.297431;-1.94042;4;4;region_centroid_row > 176.00 AND exgreen_mean <= -17.00 AND vegde_sd > 0.83 AND rawgreen_mean > 20.44;4;0.9759036144578314;0.0869;1.0;0.6199261992619927
1.0;81.0;9.0;0.0;0.0;12.1667;267.456;9.22222;205.363;21.3333;14.0;30.5556;19.4444;-22.0;27.6667;-5.66667;30.5556;0.595282;-2.43841;2;2;hue_mean <= -2.19 AND saturation_mean > 0.54 AND region_centroid_col <= 121.00 AND region_centroid_row <= 122.00;4;0.9774266365688488;0.0413;1.0;0.31640625
190.0;162.0;9.0;0.0;0.0;2.11111;3.98518;13.9444;155.13;41.3333;35.0;51.1111;37.8889;-19.0;29.3333;-10.3333;51.3333;0.298471;-2.49461;4;4;region_centroid_row > 122.00 AND rawblue_mean > 28.11 AND hedge_mean > 2.61 AND hue_mean <= -2.19 AND rawred_mean > 19.78 AND -11.00 < exgreen_mean <= -3.22 AND region_centroid_col > 188.00;7;0.9506172839506173;0.0014;1.0;0.01107011070110701
