top_left_square_b;top_left_square_o;top_left_square_x;top_middle_square_b;top_middle_square_o;top_middle_square_x;top_right_square_b;top_right_square_o;top_right_square_x;middle_left_square_b;middle_left_square_o;middle_left_square_x;middle_middle_square_b;middle_middle_square_o;middle_middle_square_x;middle_right_square_b;middle_right_square_o;middle_right_square_x;bottom_left_square_b;bottom_left_square_o;bottom_left_square_x;bottom_middle_square_b;bottom_middle_square_o;bottom_middle_square_x;bottom_right_square_b;bottom_right_square_o;bottom_right_square_x;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;top_left_square_o <= 0.00 AND bottom_right_square_o <= 0.00 AND middle_left_square_b > 0.00 AND top_left_square_x <= 0.00 AND bottom_right_square_b <= 0.00 AND top_middle_square_b <= 0.00 AND bottom_left_square_x <= 0.00;7;1.0;0.0094;1.0;0.01593625498007968
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND 0.00 < top_right_square_x <= 1.00 AND middle_right_square_x <= 0.00 AND bottom_left_square_o <= 1.00 AND bottom_right_square_x <= 1.00 AND middle_left_square_x <= 0.00 AND middle_middle_square_x > 0.00 AND middle_left_square_b > 0.00 AND top_right_square_o <= 0.00;9;0.9737991266375546;0.0327;0.9615384615384616;0.049800796812749
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;bottom_right_square_o <= 0.00 AND middle_right_square_o > 0.00 AND middle_left_square_o <= 0.00 AND bottom_left_square_x > 0.00 AND bottom_right_square_x > 0.00 AND bottom_middle_square_x > 0.00;6;1.0;0.0278;1.0;0.04183266932270916
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_o <= 0.00 AND top_right_square_b > 0.00 AND middle_left_square_o <= 0.00;4;1.0;0.045;1.0;0.07171314741035857
0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00 AND bottom_left_square_x > 0.00;3;0.9555325749741469;0.0877;0.9117647058823529;0.12350597609561753
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_o <= 0.00 AND bottom_middle_square_o > 0.00 AND bottom_right_square_b > 0.00;3;0.974304068522484;0.0595;0.9777777777777777;0.08764940239043825
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;top_right_square_o <= 0.00 AND middle_right_square_o > 0.00 AND bottom_middle_square_o > 0.00 AND top_left_square_x > 0.00 AND top_middle_square_x > 0.00;5;1.0;0.0262;1.0;0.043824701195219126
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;bottom_right_square_o <= 0.00 AND top_left_square_x > 0.00 AND bottom_left_square_x > 0.00 AND middle_left_square_x > 0.00;4;1.0;0.0456;1.0;0.0697211155378486
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND bottom_left_square_b > 0.00 AND middle_left_square_o > 0.00;3;0.9839679358717435;0.0544;0.9777777777777777;0.08764940239043825
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND bottom_left_square_x > 0.00 AND top_right_square_x > 0.00 AND middle_middle_square_x > 0.00;4;1.0;0.0888;1.0;0.13745019920318724
0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;top_left_square_o <= 0.00 AND bottom_right_square_o <= 0.00 AND top_middle_square_b > 0.00 AND bottom_middle_square_o > 0.00;4;0.9705014749262537;0.0491;0.9714285714285714;0.06772908366533864
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00 AND top_left_square_x > 0.00;3;0.9757207890743551;0.106;1.0;0.17131474103585656
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;top_right_square_o <= 0.00 AND bottom_left_square_o <= 0.00 AND top_left_square_x > 0.00 AND bottom_middle_square_b > 0.00 AND middle_left_square_x > 0.00;5;1.0;0.0184;1.0;0.027888446215139442
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;top_left_square_o <= 0.00 AND bottom_middle_square_b > 0.00 AND top_right_square_x > 0.00 AND bottom_left_square_o > 0.00;4;0.9625468164794008;0.0277;1.0;0.04183266932270916
0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0;0;middle_middle_square_x <= 0.00 AND middle_middle_square_o > 0.00 AND top_right_square_o > 0.00 AND bottom_left_square_o > 0.00;4;0.964509394572025;0.0489;1.0;0.14285714285714285
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0;0;top_left_square_o > 0.00 AND bottom_right_square_o > 0.00 AND top_right_square_o > 0.00 AND bottom_middle_square_x > 0.00 AND bottom_right_square_x <= 0.00 AND top_middle_square_x <= 0.00 AND bottom_middle_square_o <= 0.00 AND middle_right_square_b <= 0.00 AND middle_left_square_b > 0.00 AND middle_middle_square_x <= 1.00 AND top_middle_square_o > 0.00 AND top_right_square_x <= 0.00 AND bottom_left_square_x > 0.00;13;0.9828326180257511;0.0008;1.0;0.007518796992481203
1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND top_left_square_o <= 0.00 AND bottom_middle_square_b > 0.00 AND top_middle_square_x <= 0.00;4;0.9851973684210527;0.0692;0.9821428571428571;0.10956175298804781
0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0;0;middle_middle_square_x <= 0.00 AND middle_middle_square_o > 0.00 AND bottom_right_square_o > 0.00 AND top_left_square_o > 0.00;4;1.0;0.0544;1.0;0.16541353383458646
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND top_left_square_x > 0.00 AND bottom_right_square_x > 0.00;3;0.9791271347248577;0.1104;1.0;0.17131474103585656
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0;0;bottom_right_square_o > 0.00 AND bottom_left_square_o > 0.00 AND top_right_square_o > 0.00 AND middle_right_square_o <= 0.00 AND bottom_right_square_b <= 0.00 AND bottom_middle_square_b <= 0.00 AND bottom_left_square_x <= 0.00 AND bottom_left_square_b <= 0.00 AND bottom_middle_square_o > 0.00 AND bottom_right_square_x <= 0.00 AND bottom_middle_square_x <= 0.00 AND top_middle_square_x > 0.00 AND middle_left_square_o <= 0.00 AND top_left_square_x > 0.00;14;0.9962264150943396;0.0051;1.0;0.015037593984962405
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_o <= 0.00 AND top_left_square_x > 0.00 AND bottom_right_square_o <= 0.00 AND top_right_square_o <= 0.00;4;1.0;0.0852;1.0;0.1294820717131474
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00 AND bottom_left_square_o <= 0.00 AND top_middle_square_o <= 0.00;4;0.9828897338403042;0.0604;0.9791666666666666;0.09362549800796813
0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0;0;middle_middle_square_x <= 0.00 AND middle_middle_square_o > 0.00 AND bottom_left_square_o > 0.00 AND top_right_square_o > 0.00;4;1.0;0.0473;1.0;0.14285714285714285
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0;middle_middle_square_x <= 0.00 AND middle_middle_square_o > 0.00 AND top_left_square_x <= 0.00 AND middle_left_square_x > 0.00 AND bottom_left_square_x <= 0.00 AND middle_right_square_b > 0.00 AND middle_middle_square_b <= 0.00;7;0.9653679653679653;0.0092;1.0;0.03383458646616541
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1;1;middle_middle_square_o <= 0.00 AND top_left_square_o <= 0.00 AND bottom_right_square_o <= 0.00 AND bottom_left_square_b > 0.00;4;1.0;0.0571;1.0;0.08764940239043825
0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;bottom_left_square_o <= 0.00 AND middle_middle_square_o <= 0.00 AND top_middle_square_b > 0.00 AND bottom_right_square_o <= 0.00;4;1.0;0.0562;1.0;0.08764940239043825
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;top_left_square_x <= 1.00 AND top_right_square_o > 0.00 AND top_left_square_o > 0.00 AND top_middle_square_o > 0.00;4;1.0;0.0432;1.0;0.11654135338345864
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;bottom_left_square_o <= 0.00 AND top_right_square_x > 0.00 AND top_left_square_x > 0.00 AND top_middle_square_x > 0.00;4;1.0;0.0429;1.0;0.06772908366533864
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_o <= 0.00 AND bottom_middle_square_o > 0.00 AND bottom_right_square_o <= 0.00;3;0.9593613933236574;0.1607;0.9512195121951219;0.23306772908366533
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND top_left_square_x > 0.00 AND bottom_middle_square_b > 0.00 AND top_right_square_x > 0.00;4;1.0;0.0289;1.0;0.04183266932270916
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 1.00 AND bottom_right_square_x > 0.00 AND top_right_square_x > 0.00 AND middle_right_square_x > 0.00;4;1.0;0.0898;1.0;0.12749003984063745
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND bottom_middle_square_o > 0.00 AND bottom_left_square_o <= 0.00;3;0.9507545671167593;0.1621;0.9576271186440678;0.2250996015936255
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;top_left_square_o <= 0.00 AND middle_middle_square_x > 0.00 AND top_middle_square_o > 0.00 AND bottom_middle_square_b > 0.00;4;1.0;0.0382;1.0;0.05976095617529881
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND top_left_square_o <= 0.00 AND bottom_middle_square_b > 0.00 AND middle_right_square_o <= 0.00;4;0.9595070422535211;0.0504;1.0;0.0796812749003984
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00 AND top_left_square_o <= 0.00;3;0.9591426657736102;0.1495;1.0;0.23107569721115537
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;bottom_right_square_o <= 0.00 AND middle_left_square_b > 0.00 AND bottom_right_square_x > 0.00 AND top_right_square_x > 0.00 AND top_middle_square_b > 0.00;5;1.0;0.0149;1.0;0.021912350597609563
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_o <= 0.00 AND top_left_square_x > 0.00 AND bottom_right_square_o <= 0.00;3;0.9603072983354674;0.1577;1.0;0.2410358565737052
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND bottom_middle_square_x <= 0.00 AND top_right_square_o <= 0.00 AND bottom_middle_square_o <= 0.00 AND middle_right_square_b <= 0.00 AND middle_middle_square_x > 0.00 AND middle_left_square_x > 0.00;7;0.9875776397515528;0.016;1.0;0.027888446215139442
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00 AND bottom_left_square_x > 0.00 AND bottom_middle_square_x > 0.00;4;1.0;0.0427;1.0;0.06772908366533864
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1;1;middle_middle_square_o <= 1.00 AND top_left_square_x > 0.00 AND bottom_right_square_o <= 0.00 AND top_right_square_x > 0.00 AND top_middle_square_x > 0.00;5;1.0;0.0434;1.0;0.06374501992031872
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1;1;top_right_square_o <= 0.00 AND middle_left_square_b > 0.00 AND bottom_left_square_o <= 0.00 AND top_right_square_b <= 0.00 AND bottom_middle_square_x <= 0.00 AND top_middle_square_o <= 0.00;6;0.9574468085106383;0.0296;0.9130434782608695;0.04183266932270916
0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00 AND bottom_left_square_x > 0.00;3;0.9506172839506173;0.0884;0.9117647058823529;0.12350597609561753
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00 AND bottom_left_square_x > 0.00 AND bottom_middle_square_x > 0.00;4;1.0;0.0455;1.0;0.06772908366533864
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0;0;middle_middle_square_x <= 0.00 AND middle_middle_square_o > 0.00 AND top_right_square_o > 0.00 AND bottom_left_square_x <= 0.00;4;0.9644549763033176;0.0526;1.0;0.16165413533834586
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;middle_middle_square_x <= 0.00 AND top_right_square_o > 0.00 AND top_left_square_o > 0.00 AND top_middle_square_o > 0.00;4;1.0;0.0168;1.0;0.04887218045112782
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;top_left_square_o <= 0.00 AND bottom_middle_square_b > 0.00 AND top_middle_square_o > 0.00 AND top_right_square_b > 0.00;4;1.0;0.0144;1.0;0.02390438247011952
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_o <= 0.00 AND bottom_middle_square_o > 0.00 AND bottom_right_square_b > 0.00;3;0.9621380846325167;0.0584;0.9777777777777777;0.08764940239043825
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;top_left_square_o <= 0.00 AND bottom_middle_square_b > 0.00 AND bottom_right_square_b > 0.00 AND middle_left_square_b <= 0.00;4;0.9525423728813559;0.0308;0.875;0.04183266932270916
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;middle_middle_square_o <= 0.00 AND middle_right_square_o > 0.00 AND top_right_square_o <= 0.00 AND bottom_left_square_o <= 0.00;4;0.9691991786447639;0.1041;1.0;0.16135458167330677
1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0;0;bottom_left_square_x <= 0.00 AND bottom_left_square_o > 0.00 AND bottom_right_square_o > 0.00 AND top_left_square_x <= 0.00 AND bottom_middle_square_o > 0.00 AND bottom_right_square_x <= 0.00 AND bottom_right_square_b <= 0.00 AND bottom_left_square_b <= 0.00 AND bottom_middle_square_x <= 0.00 AND bottom_middle_square_b <= 0.00 AND top_right_square_x > 0.00;11;0.9764705882352941;0.0132;1.0;0.045112781954887216
1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00 AND top_left_square_o <= 0.00;3;0.9641148325358851;0.1493;1.0;0.23107569721115537
