press;unit_number;plating_tank;proof_cut;viscosity;caliper;ink_temperature;humifity;roughness;blade_pressure;varnish_pct;press_speed;ink_pct;solvent_pct;esa_voltage;esa_amperage;wax;hardener;roller_durometer;current_density;anode_space_ratio;chrome_content;grain_screened_no;grain_screened_yes;ink_color_key;proof_on_ctd_ink_no;proof_on_ctd_ink_yes;blade_mfg_benton;blade_mfg_uddeholm;cylinder_division_gallatin;paper_type_coated;paper_type_super;paper_type_uncoated;ink_type_coated;ink_type_cover;ink_type_uncoated;direct_steam_no;direct_steam_yes;solvent_type_line;solvent_type_naptha;solvent_type_xylol;type_on_cylinder_no;type_on_cylinder_yes;press_type_albert70;press_type_motter70;press_type_motter94;press_type_woodhoe70;cylinder_size_catalog;cylinder_size_spiegel;cylinder_size_tabloid;paper_mill_location_canadian;paper_mill_location_mideuropean;paper_mill_location_northus;paper_mill_location_scandanavian;paper_mill_location_southus;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
813.0;10.0;1911.0;55.0;47.0;0.233;15.5;74.0;0.75;30.0;0.0;1600.0;62.5;37.5;0.0;0.0;2.5;1.0;40.0;35.0;106.25;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;unit_number > 9.00 AND press_type_motter70 > 0.00 AND plating_tank > 1910.00;3;1.0;0.0036;1.0;0.007905138339920948
821.0;2.0;1911.0;45.0;47.0;0.2;14.0;80.0;0.75;20.0;18.0;1800.0;45.0;37.0;0.0;0.0;2.5;0.8;40.0;40.0;96.9;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;blade_pressure <= 25.00 AND ink_pct <= 52.60 AND press_type_woodhoe70 <= 0.00 AND hardener <= 0.80 AND varnish_pct > 9.72 AND solvent_pct > 36.88 AND roller_durometer > 34.00;7;0.9551282051282052;0.0048;1.0;0.011857707509881422
815.0;1.0;1910.0;45.0;50.0;0.2;16.1;76.0;0.5;34.0;3.4;2100.0;56.75;38.5;0.0;0.0;0.0;0.0;34.0;40.0;110.0;100.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;blade_pressure > 30.00 AND paper_type_super > 0.00;2;1.0;0.0197;1.0;0.049723756906077346
824.0;9.0;1910.0;35.0;42.0;0.2;15.0;78.0;0.5625;40.0;3.4;1750.0;56.75;38.5;0.0;0.0;2.3;1.0;34.0;40.0;103.0;100.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;blade_pressure > 32.00 AND roughness <= 0.62 AND wax <= 2.40 AND caliper <= 0.20;4;1.0;0.0045;1.0;0.016574585635359115
815.0;2.0;1910.0;32.5;45.0;0.233;14.0;94.0;0.625;25.0;0.0;1800.0;66.7;33.3;0.0;0.0;2.1;1.0;30.0;40.0;100.0;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;press_type_woodhoe70 > 0.00 AND varnish_pct <= 3.40 AND solvent_pct <= 36.88 AND blade_pressure <= 25.00;4;1.0;0.0058;1.0;0.022099447513812154
813.0;9.0;1910.0;35.0;45.0;0.3;14.1;65.0;1.0;30.0;0.0;1500.0;59.5;40.5;0.0;0.0;2.6;1.0;40.0;40.0;109.67;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;press_type_woodhoe70 <= 0.00 AND press_type_motter70 > 0.00 AND grain_screened_no > 0.00;3;1.0;0.0198;1.0;0.043478260869565216
816.0;9.0;1910.0;70.0;43.0;0.233;16.0;77.0;0.8175;28.0;15.9;2125.0;46.5;37.6;3.0;0.0;1.75;0.6;33.0;40.0;100.0;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;press_speed > 2027.50 AND varnish_pct > 9.72 AND ink_type_coated > 0.00;3;0.9661016949152542;0.0346;1.0;0.05928853754940711
815.0;1.0;1910.0;40.0;49.0;0.267;14.0;82.0;0.625;30.0;0.0;2150.0;65.2;34.8;1.0;0.0;2.5;0.9;30.0;40.0;93.75;90.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;press_type_woodhoe70 > 0.00 AND type_on_cylinder_yes <= 0.00 AND varnish_pct <= 3.40 AND ink_temperature <= 15.10 AND anode_space_ratio <= 100.00;5;0.9550128534704371;0.0231;0.9166666666666666;0.06077348066298342
816.0;2.0;1911.0;40.0;50.0;0.3;13.0;74.0;0.25;25.0;0.0;2500.0;58.8;41.2;2.0;0.0;2.5;0.5;30.0;40.0;114.29;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;press_speed > 2027.50 AND roller_durometer <= 30.00 AND blade_pressure <= 25.00;3;0.9557956777996071;0.0282;1.0;0.05138339920948617
828.0;2.0;1910.0;65.0;42.0;0.2;17.0;80.0;1.0;22.0;15.0;2250.0;50.0;35.0;1.0;0.0;2.5;1.0;40.0;40.0;100.0;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;press_speed > 2027.50 AND varnish_pct > 9.72 AND proof_cut > 50.00 AND ink_pct <= 52.60 AND humifity > 78.00 AND viscosity <= 44.00 AND blade_pressure <= 25.00;7;0.9658119658119658;0.0049;1.0;0.011857707509881422
816.0;9.0;1910.0;32.5;56.0;0.367;15.03;79.0;0.3125;28.0;5.3;2244.0;52.6;42.1;0.0;0.0;1.8;0.5;30.0;40.0;106.45;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;press_speed > 2027.50 AND ink_pct <= 52.60 AND ink_type_coated > 0.00;3;0.988456865127582;0.0563;1.0;0.09881422924901186
827.0;2.0;1911.0;45.0;55.0;0.2;14.0;73.0;0.75;30.0;0.0;2100.0;61.1;38.9;0.0;0.0;2.5;0.8;33.0;40.0;96.8;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;press > 816.00 AND ink_temperature <= 14.57 AND ink_pct > 58.80 AND viscosity > 50.00;4;1.0;0.0024;1.0;0.011049723756906077
802.0;2.0;1910.0;50.0;50.0;0.2;15.7;90.0;0.75;50.0;0.0;1420.0;62.5;37.5;0.0;0.0;3.0;1.35;40.0;40.0;106.45;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;press_type_woodhoe70 <= 0.00 AND wax > 2.60 AND anode_space_ratio > 100.00 AND humifity > 82.00 AND caliper <= 0.20;5;1.0;0.0034;1.0;0.007905138339920948
816.0;2.0;1910.0;70.0;43.0;0.3;18.1;78.0;0.5;28.0;14.4;2125.0;48.1;37.5;5.0;0.0;3.0;0.9;33.0;40.0;100.0;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;press_speed > 2027.50 AND ink_pct <= 52.60 AND ink_type_coated > 0.00;3;0.9906629318394025;0.0565;1.0;0.09881422924901186
824.0;2.0;1910.0;50.0;48.0;0.233;15.5;68.0;0.8125;30.0;0.0;1900.0;57.4;42.6;10.0;0.0;1.5;1.0;30.0;33.0;100.0;100.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;press_speed > 1800.00 AND proof_on_ctd_ink_no > 0.00 AND press_type_woodhoe70 <= 0.00;3;1.0;0.02;1.0;0.039525691699604744
813.0;10.0;1910.0;50.0;64.0;0.2;16.0;86.0;0.75;30.0;0.0;1300.0;58.8;41.1;0.0;0.0;2.5;1.0;40.0;40.0;106.45;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;viscosity > 56.00 AND grain_screened_no <= 0.00 AND paper_type_uncoated <= 0.00 AND proof_cut <= 50.00 AND varnish_pct <= 9.72;5;1.0;0.0156;1.0;0.04419889502762431
813.0;6.0;1911.0;47.5;62.0;0.333;15.0;84.0;0.75;30.0;5.6;1800.0;56.2;38.2;0.0;0.0;2.5;1.0;35.0;40.0;96.7;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;1;press_type_woodhoe70 <= 0.00 AND press_type_motter70 > 0.00 AND press <= 815.00 AND varnish_pct > 3.40 AND ink_temperature > 14.57 AND roughness <= 0.75 AND cylinder_size_catalog > 0.00;7;0.959493670886076;0.0287;1.0;0.05533596837944664
821.0;2.0;1910.0;50.0;42.0;0.367;15.5;73.0;0.625;20.0;3.6;1800.0;60.2;36.2;0.0;0.0;2.5;0.9;34.0;40.0;106.25;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;wax > 2.40 AND varnish_pct > 3.40 AND press_type_woodhoe70 <= 0.00 AND ink_pct > 58.80;4;1.0;0.011;1.0;0.023715415019762844
821.0;7.0;1910.0;45.0;56.0;0.3;14.1;82.0;0.625;40.0;3.4;1800.0;56.75;38.5;0.0;0.0;2.5;0.9;34.0;40.0;96.9;100.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;blade_pressure > 32.00 AND paper_type_super > 0.00;2;1.0;0.0149;1.0;0.04419889502762431
824.0;2.0;1910.0;30.0;50.0;0.3;17.0;78.0;0.8125;30.0;0.0;1700.0;58.8;41.2;0.0;0.0;2.5;1.2;30.0;40.0;106.25;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;blade_pressure > 25.00 AND varnish_pct <= 3.40 AND press_speed <= 1800.00 AND caliper > 0.27 AND press > 815.00 AND roller_durometer <= 34.00;6;1.0;0.0255;1.0;0.06629834254143646
802.0;2.0;1910.0;50.0;56.0;0.2;14.3;105.0;0.75;70.0;0.0;1600.0;55.5;44.5;0.0;0.0;3.0;1.0;45.0;35.0;100.0;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;press_speed <= 1600.00 AND grain_screened_no <= 0.00 AND varnish_pct <= 3.40 AND ink_pct <= 56.75 AND humifity > 82.00;5;1.0;0.0171;1.0;0.04419889502762431
815.0;1.0;1911.0;47.5;49.0;0.367;15.0;84.0;0.75;28.0;2.2;1600.0;54.3;43.5;0.0;0.0;3.0;0.9;34.0;30.0;108.1;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;press_speed <= 1600.00 AND press_type_woodhoe70 > 0.00 AND type_on_cylinder_yes <= 0.00 AND proof_cut <= 50.00 AND viscosity <= 50.00;5;0.977491961414791;0.0115;1.0;0.03867403314917127
828.0;9.0;1910.0;50.0;41.0;0.2;15.7;80.0;1.0;43.0;0.0;1800.0;62.5;37.5;1.0;0.0;2.5;1.5;30.0;40.0;106.45;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1;1;press_speed > 1600.00 AND press > 824.00 AND unit_number > 2.00 AND roller_durometer <= 30.00;4;1.0;0.0209;1.0;0.039525691699604744
813.0;1.0;1911.0;60.0;38.0;0.333;16.5;66.0;0.75;30.0;6.7;1400.0;56.2;37.1;0.0;0.0;1.1;1.4;32.0;40.0;103.22;100.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;1;grain_screened_yes > 0.00 AND press_type_motter70 > 0.00 AND roller_durometer <= 34.00;3;1.0;0.0097;1.0;0.023715415019762844
815.0;1.0;1910.0;32.5;43.0;0.2;13.0;80.0;0.75;28.0;0.0;1500.0;62.5;37.5;0.0;0.0;0.0;0.0;30.0;40.0;100.0;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;press_type_woodhoe70 > 0.00 AND type_on_cylinder_yes <= 0.00 AND caliper <= 0.20 AND hardener <= 0.80;4;1.0;0.003;1.0;0.011049723756906077
802.0;7.0;1911.0;35.0;38.0;0.4;12.0;62.0;0.75;46.0;4.7;1400.0;58.8;36.5;0.0;0.0;2.0;1.0;28.0;40.0;103.125;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;unit_number > 2.00 AND roller_durometer <= 30.00 AND press_type_albert70 > 0.00;3;1.0;0.0043;1.0;0.011857707509881422
827.0;2.0;1910.0;30.0;58.0;0.467;15.0;96.0;0.75;30.0;0.0;2300.0;58.8;41.2;6.0;0.0;3.0;0.75;30.0;35.0;100.0;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1;1;press_speed > 2027.50 AND press > 824.00 AND viscosity > 56.00;3;0.970193740685544;0.0303;1.0;0.05138339920948617
824.0;9.0;1910.0;45.0;57.0;0.233;15.0;88.0;0.5625;30.0;10.4;1900.0;52.1;37.5;0.0;0.0;2.5;1.8;30.0;40.0;100.0;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;press_speed > 1800.00 AND varnish_pct > 9.72 AND ink_type_coated > 0.00 AND humifity > 82.00;4;1.0;0.0123;1.0;0.023715415019762844
816.0;2.0;1910.0;40.0;62.0;0.2;14.9;80.0;0.5;28.0;3.4;2303.0;56.8;39.8;2.0;0.0;2.5;0.6;33.0;40.0;100.0;100.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;press_speed > 2027.50 AND grain_screened_no > 0.00 AND solvent_pct > 38.50 AND cylinder_size_spiegel > 0.00;4;0.9679245283018868;0.0234;0.9;0.03557312252964427
828.0;2.0;1911.0;45.0;50.0;0.267;16.0;83.0;0.75;28.0;3.4;2400.0;56.75;38.5;0.0;0.0;2.5;1.0;34.0;40.0;112.5;100.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;press > 815.00 AND grain_screened_no <= 0.00 AND grain_screened_yes <= 0.00;3;0.9576901086335049;0.0624;1.0;0.16022099447513813
816.0;2.0;1910.0;45.0;62.0;0.333;14.5;84.0;0.75;23.0;3.4;1200.0;56.75;38.5;0.0;0.0;2.5;1.0;34.0;40.0;103.22;100.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;viscosity > 56.00 AND grain_screened_no <= 0.00 AND grain_screened_yes <= 0.00 AND caliper > 0.27;4;1.0;0.0092;1.0;0.027624309392265192
