V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
0.5710000000000001;1.359;1.367;1.4069999999999998;2.607;1.4409999999999998;2.593;3.2230000000000003;3.2430000000000003;5.0;5.0;5.0;5.0;0.8540000000000001;0.855;5.0;5.0;0.53;0.492;0.4679999999999999;0.473;0.496;0.515;0.56;1;1;V15 <= 0.86;1;1.0;0.244;1.0;0.6503537735849056
1.127;5.0;5.0;2.8080000000000003;2.789;2.363;2.45;1.764;5.0;1.044;1.025;1.026;1.078;1.264;0.879;0.633;0.617;0.635;0.654;5.0;1.025;1.047;1.09;1.099;1;1;V15 <= 1.32 AND V13 <= 1.19 AND V12 <= 1.30 AND V5 > 2.67 AND V16 <= 0.69 AND V20 > 0.86;6;0.9781420765027322;0.0066;0.967741935483871;0.01768867924528302
0.514;1.426;1.418;1.4240000000000002;1.445;2.676;2.66;2.678;3.278;3.289;5.0;3.917;1.108;0.8420000000000001;0.831;0.84;0.858;1.042;0.5539999999999999;0.4429999999999999;0.435;0.441;0.46;0.49;1;1;V15 <= 0.86;1;1.0;0.2449;1.0;0.6503537735849056
1.202;1.3530000000000002;1.346;1.357;4.79;4.207;5.0;5.0;2.863;2.405;1.665;5.0;0.813;0.7759999999999999;0.765;0.775;0.7959999999999999;1.028;0.5920000000000001;0.551;0.54;0.556;0.588;0.618;1;1;V15 <= 0.86;1;1.0;0.2515;1.0;0.6503537735849056
0.746;0.7759999999999999;1.386;1.396;1.452;1.455;5.0;4.137;5.0;5.0;5.0;2.188;1.459;1.452;5.0;0.67;0.654;0.6659999999999999;0.685;0.799;1.073;0.754;0.7240000000000001;0.728;0;0;V15 > 1.32 AND V24 <= 0.88 AND V21 > 1.00;3;0.9590163934426229;0.009;0.9487179487179487;0.02115494568324757
1.011;1.043;1.611;1.62;1.591;3.124;5.0;4.025;5.0;5.0;5.0;1.928;1.858;1.1909999999999998;5.0;0.623;0.581;0.58;0.595;0.901;1.048;1.249;1.011;0.999;0;0;V15 > 1.32 AND V5 <= 1.77 AND V16 <= 0.69;3;0.9794952681388013;0.0562;1.0;0.1400800457404231
1.36;1.3869999999999998;5.0;1.926;3.249;3.23;3.23;3.2510000000000003;3.914;5.0;1.629;1.5730000000000002;1.554;1.543;0.846;5.0;0.545;0.479;0.479;0.523;0.516;1.065;1.422;1.367;1;1;V15 <= 0.86;1;1.0;0.2485;1.0;0.6503537735849056
1.261;1.521;1.769;1.744;1.737;1.746;1.981;1.785;2.687;2.467;2.455;2.467;2.805;5.0;5.0;0.5529999999999999;0.537;0.545;0.574;0.585;1.286;1.243;1.233;1.308;0;0;V15 > 1.32 AND V13 > 2.37 AND V16 <= 0.69 AND V6 <= 1.78;4;1.0;0.0279;1.0;0.07432818753573471
1.123;5.0;3.255;4.242;5.0;5.0;1.87;2.597;1.78;3.898;1.734;1.725;1.734;1.7519999999999998;0.7659999999999999;0.512;0.485;0.478;0.486;0.619;0.545;1.07;1.082;1.751;1;1;V15 <= 0.86;1;1.0;0.2566;1.0;0.6503537735849056
0.482;0.525;0.524;3.665;2.9530000000000003;2.94;2.94;2.63;1.709;2.311;1.66;1.64;1.635;1.654;1.756;0.563;0.542;0.475;0.476;0.488;0.4639999999999999;0.4589999999999999;0.4679999999999999;0.478;3;3;V19 <= 0.52 AND V15 > 1.32 AND V20 <= 0.54 AND V13 > 1.61;4;0.9641873278236914;0.0488;0.9296482412060302;0.2820121951219512
1.606;1.132;1.803;3.209;5.0;5.0;5.0;2.005;2.594;2.597;1.768;1.754;1.755;1.545;2.052;0.5479999999999999;0.503;0.49;0.492;0.537;0.53;0.584;1.046;1.073;3;3;V18 <= 0.53 AND V15 > 1.32 AND V14 > 1.49 AND V19 <= 0.52 AND V12 > 1.30;5;0.9513422818791947;0.0711;0.9514563106796117;0.4481707317073171
1.379;1.401;1.43;2.567;3.221;3.198;3.215;3.9;5.0;5.0;0.875;0.866;0.877;0.899;1.128;0.526;0.502;0.496;0.504;1.586;0.568;1.481;1.384;1.372;1;1;V14 <= 1.01 AND V12 <= 1.30 AND V19 <= 0.52;3;0.9902912621359223;0.0258;1.0;0.06780660377358491
1.388;1.41;1.4409999999999998;2.844;3.443;4.414;1.798;1.778;1.788;1.807;1.837;1.422;1.4069999999999998;1.398;1.409;1.426;0.569;0.55;0.523;0.517;0.526;4.42;0.861;1.382;0;0;V15 > 1.32 AND V23 <= 1.07 AND 0.53 < V18 <= 0.68;3;0.955291454442558;0.1093;0.9502164502164502;0.2510005717552887
1.327;1.4340000000000002;4.765;4.154;5.0;2.83;2.408;1.658;1.636;2.411;0.8109999999999999;0.7929999999999999;0.784;0.792;0.969;1.0659999999999998;0.61;0.5920000000000001;0.584;0.605;0.792;5.0;5.0;5.0;1;1;V14 <= 1.01 AND V12 <= 1.30 AND V2 <= 1.90 AND V24 > 1.28;4;0.968;0.0481;0.9767441860465116;0.12382075471698113
0.757;5.0;3.626;2.702;2.292;2.741;2.648;1.4409999999999998;1.948;1.394;1.379;1.386;1.408;1.619;5.0;0.748;0.735;0.741;5.0;0.8170000000000001;0.764;0.838;0.732;0.736;0;0;V15 > 4.42 AND V24 <= 0.88 AND V17 <= 0.74 AND V20 > 0.69;4;1.0;0.0396;1.0;0.1069182389937107
2.527;2.314;2.213;2.225;2.229;1.725;1.713;1.4780000000000002;1.432;1.4409999999999998;1.696;1.601;1.344;1.252;1.21;1.222;2.595;5.0;2.31;1.3119999999999998;2.266;2.278;2.301;2.327;2;2;V23 > 1.56 AND V20 > 0.86 AND V19 > 0.86 AND V18 > 0.83 AND V16 > 1.16 AND V15 > 0.86 AND V17 > 0.91 AND V14 > 1.01 AND V12 > 1.30 AND V6 <= 1.78;10;0.9658703071672355;0.0088;0.9459459459459459;0.13108614232209737
0.778;2.515;2.713;1.879;5.0;1.65;1.629;1.6130000000000002;1.621;1.651;1.6769999999999998;1.039;1.018;1.006;1.021;1.3019999999999998;1.052;0.695;0.6729999999999999;0.662;0.667;5.0;0.7190000000000001;1.803;0;0;V15 > 0.86 AND V1 <= 0.92 AND 0.54 < V20 <= 0.86 AND V2 <= 2.69 AND 1.64 < V10 <= 3.57 AND 1.53 < V3 <= 2.76 AND V4 <= 2.46 AND V21 <= 0.76 AND V8 <= 2.18 AND V6 <= 1.78 AND V7 <= 5.00 AND V9 <= 2.81 AND 0.52 < V19 <= 0.86 AND V11 > 1.58 AND 0.53 < V18 <= 0.83 AND V17 > 0.58 AND V23 <= 1.07 AND V16 > 1.16;18;0.9545454545454546;0.0002;1.0;0.0011435105774728416
1.147;4.017;4.0360000000000005;2.545;2.793;2.366;1.788;1.068;5.0;1.022;0.999;1.004;1.253;1.246;0.8640000000000001;0.633;0.616;0.627;0.7290000000000001;5.0;1.04;1.067;1.114;1.122;1;1;V12 <= 1.30 AND V15 <= 1.32 AND V16 <= 0.69 AND V8 <= 1.62;4;0.9767441860465116;0.0138;0.9803921568627451;0.0294811320754717
0.75;0.777;1.495;2.065;2.9160000000000004;5.0;5.0;1.6;1.588;1.5490000000000002;1.5319999999999998;1.543;1.791;1.852;1.82;0.758;0.746;0.753;0.775;1.096;0.7490000000000001;0.733;0.722;0.731;0;0;V15 > 1.32 AND V24 <= 0.88 AND V20 > 0.86;3;0.9827357237715804;0.0432;0.9945652173913043;0.10463121783876501
1.719;1.767;1.78;1.93;1.918;1.926;1.941;1.958;2.289;2.007;1.983;1.98;1.997;2.5340000000000003;5.0;1.602;1.4880000000000002;4.218999999999999;5.0;0.546;0.735;1.7180000000000002;1.703;1.707;0;0;V15 > 1.32 AND V19 > 0.52 AND V14 > 1.01 AND V1 <= 1.80 AND V20 > 0.54 AND V4 <= 2.46;6;0.9786245353159851;0.1549;0.9729323308270676;0.3699256718124643
1.226;1.217;1.228;4.7330000000000005;4.093999999999999;2.73;2.885;2.862;2.615;1.756;5.0;0.927;0.902;0.892;0.903;0.925;1.116;0.5660000000000001;0.547;0.5379999999999999;0.5529999999999999;0.6970000000000001;5.0;1.094;1;1;V14 <= 1.01 AND V15 <= 1.32 AND V12 <= 1.30;3;0.9508196721311475;0.1146;0.9110251450676983;0.2777122641509434
1.594;1.846;1.856;2.845;2.845;1.896;3.253;3.111;4.32;3.556;5.0;1.78;1.597;1.082;1.223;1.165;0.821;0.631;0.607;0.6;0.607;0.768;0.969;1.582;0;0;V15 > 0.86 AND V23 <= 1.07 AND V20 > 0.54 AND V3 <= 2.06 AND V16 > 1.16 AND V14 > 1.01 AND V19 > 0.52 AND V12 > 1.30 AND V13 <= 1.61;9;0.9762308998302207;0.0026;1.0;0.010291595197255575
0.6759999999999999;5.0;5.0;5.0;1.346;1.357;5.0;1.406;5.0;2.8710000000000004;2.306;1.6030000000000002;1.59;1.602;0.88;0.789;0.764;0.7759999999999999;0.802;0.831;0.65;0.735;0.632;0.67;1;1;V15 <= 1.32 AND V12 <= 1.70 AND V5 <= 1.77 AND V2 > 2.69 AND V6 <= 1.78 AND V4 > 4.12;6;0.9753521126760564;0.0037;1.0;0.015919811320754717
2.027;5.0;3.111;4.152;2.9;1.94;1.947;3.184;1.937;1.909;1.897;1.906;1.676;0.913;3.193;0.512;0.499;0.505;0.527;0.5489999999999999;0.921;0.929;1.5659999999999998;1.634;0;0;V15 > 1.32 AND V19 > 0.52 AND V16 <= 0.69 AND V22 <= 1.03;4;0.9818799546998868;0.0674;0.9934426229508196;0.1732418524871355
1.571;1.589;1.626;5.0;5.0;5.0;1.692;1.683;1.694;2.161;2.165;5.0;5.0;1.225;1.237;1.257;1.288;0.616;0.601;0.595;0.604;5.0;1.035;1.564;0;0;V15 > 0.86 AND V13 > 2.37 AND V4 > 4.12 AND V14 > 1.01 AND V12 > 1.30;5;0.9508670520231214;0.0193;0.9887640449438202;0.050314465408805034
1.054;1.078;1.658;5.0;1.622;3.141;5.0;4.007;5.0;5.0;5.0;1.884;1.803;1.14;1.893;4.678;0.561;0.556;0.569;1.65;0.906;1.276;1.062;1.043;0;0;V15 > 1.32 AND V5 <= 1.77 AND V17 <= 0.74 AND V21 > 0.76;4;1.0;0.0614;1.0;0.15551743853630645
1.113;1.161;5.0;4.246;5.0;5.0;1.864;2.6060000000000003;2.59;1.802;1.749;1.742;1.759;1.768;0.789;0.525;0.497;0.49;0.497;0.626;0.5529999999999999;1.064;1.0759999999999998;1.106;1;1;V15 <= 0.86;1;1.0;0.251;1.0;0.6503537735849056
1.865;5.0;2.389;5.0;5.0;3.289;3.269;2.938;2.9330000000000003;3.162;2.041;4.86;5.0;1.014;1.551;0.91;0.894;0.735;0.747;0.731;0.743;0.76;1.704;5.0;0;0;V15 > 1.32 AND V13 > 2.37 AND V4 > 4.12 AND V19 > 0.52 AND V12 > 2.29 AND V20 > 0.54 AND V9 > 2.81;7;0.9713467048710601;0.0076;1.0;0.022298456260720412
1.268;1.633;1.629;1.649;1.5730000000000002;4.472;5.0;3.962;5.0;5.0;1.875;1.82;1.519;1.156;5.0;0.612;0.6;0.607;0.629;0.652;1.304;1.071;1.052;1.073;0;0;V15 > 4.42 AND V5 <= 1.77 AND V16 <= 0.69;3;0.984472049689441;0.0481;1.0;0.1183533447684391
1.7990000000000002;5.0;5.0;3.253;5.0;2.228;1.873;2.003;3.062;5.0;1.719;1.702;1.703;1.496;2.033;3.062;0.498;0.485;0.487;0.536;0.526;0.58;1.09;1.116;3;3;V18 <= 0.53 AND V15 > 1.32 AND V20 <= 0.54 AND V12 > 1.30 AND V14 > 1.49;5;0.9549071618037135;0.0587;0.977859778597786;0.40396341463414637
2.431;2.589;2.5810000000000004;2.599;5.0;2.891;2.358;2.652;2.644;2.655;1.7;3.724;0.865;0.929;0.823;0.835;0.509;0.893;1.007;1.021;1.044;1.067;5.0;1.6880000000000002;1;1;V15 <= 0.86;1;1.0;0.257;1.0;0.6503537735849056
1.17;2.157;2.094;1.724;1.714;1.721;2.016;1.763;2.784;2.599;2.585;5.0;2.929;5.0;5.0;0.5760000000000001;0.564;0.574;0.5870000000000001;0.614;1.139;1.129;1.111;1.13;0;0;V15 > 4.42 AND V5 <= 1.77 AND V16 <= 0.69;3;0.963020030816641;0.0462;1.0;0.1183533447684391
1.203;1.196;2.335;4.669;4.017;5.0;5.0;2.7710000000000004;2.536;2.052;1.693;0.948;0.925;0.914;0.927;0.945;1.19;0.665;0.6409999999999999;0.632;0.642;0.8029999999999999;1.124;1.123;0;0;V15 > 0.86 AND V24 <= 1.28 AND V20 > 0.54 AND V2 <= 1.90 AND V3 > 1.53 AND V18 <= 0.68 AND V7 > 3.23 AND V11 <= 2.00;8;0.9574468085106383;0.0157;1.0;0.037164093767867355
2.653;2.644;2.57;1.86;1.845;1.858;1.3030000000000002;1.284;1.2990000000000002;1.561;1.17;0.84;0.7879999999999999;0.7859999999999999;0.805;0.932;0.8490000000000001;0.858;0.843;0.831;0.8490000000000001;4.856;3.676;2.705;1;1;V15 <= 0.86;1;1.0;0.2504;1.0;0.6503537735849056
2.603;2.613;1.843;1.822;4.835;1.321;1.287;1.296;1.591;1.594;0.848;0.83;0.821;0.8320000000000001;0.958;0.946;0.953;0.835;0.8270000000000001;5.0;4.402;3.635;5.0;5.0;1;1;V14 <= 1.01 AND V13 <= 1.19 AND V15 <= 1.32;3;0.9595959595959596;0.155;0.9131075110456554;0.36556603773584906
0.918;1.555;0.991;1.554;1.569;1.602;5.0;4.069;5.0;5.0;5.0;2.013;1.584;1.269;1.293;0.642;0.593;0.593;0.607;0.647;1.055;1.18;0.915;0.906;0;0;V15 > 0.86 AND V1 <= 0.92 AND V20 > 0.54 AND V5 <= 1.77 AND V16 <= 0.69;5;0.9567099567099567;0.0268;0.9203539823008849;0.05946255002858777
2.675;2.687;2.651;2.662;1.877;1.692;1.596;1.347;1.304;1.315;1.579;1.173;0.8959999999999999;0.7829999999999999;0.778;0.7909999999999999;0.91;0.9;0.92;0.825;0.8140000000000001;0.828;4.857;3.667;1;1;V15 <= 0.86;1;1.0;0.2533;1.0;0.6503537735849056
1.108;1.699;1.171;1.6969999999999998;1.604;3.147;5.0;3.982;5.0;5.0;1.88;1.836;1.761;1.1;5.0;0.653;0.557;0.557;0.575;0.597;0.945;1.3219999999999998;1.102;1.097;0;0;V15 > 4.42 AND V5 <= 1.77 AND V16 <= 0.69;3;0.9754350051177073;0.0466;1.0;0.1183533447684391
1.203;1.721;1.717;1.734;3.133;5.0;5.0;5.0;5.0;5.0;1.774;1.7990000000000002;1.411;1.058;5.0;0.5760000000000001;0.561;0.57;0.603;0.617;1.186;1.172;1.15;1.168;0;0;V15 > 4.42 AND V24 <= 1.28 AND V20 > 0.54 AND V16 <= 0.69;4;0.963963963963964;0.0702;1.0;0.17381360777587193
0.527;0.569;1.366;1.3730000000000002;1.398;1.421;2.624;3.2460000000000004;3.264;5.0;5.0;5.0;0.911;0.888;0.879;0.889;0.911;1.085;0.481;0.446;0.436;0.446;0.471;0.499;1;1;V14 <= 1.01 AND V15 <= 1.32 AND V13 <= 1.19;3;0.9751243781094527;0.1531;0.9131075110456554;0.36556603773584906
0.974;1.008;1.717;2.241;3.006;3.053;5.0;1.364;1.3430000000000002;1.319;1.304;1.337;1.556;1.565;1.5759999999999998;0.6709999999999999;0.659;0.6659999999999999;0.691;0.711;0.975;0.958;0.947;0.995;0;0;V15 > 1.32 AND V24 <= 1.28 AND V20 > 0.54 AND V16 <= 0.69;4;0.9649122807017544;0.0985;0.9839816933638444;0.24585477415666096
1.418;1.4169999999999998;1.436;1.928;1.744;3.199;3.212;3.882;5.0;5.0;1.597;1.5419999999999998;1.525;1.5219999999999998;0.8340000000000001;0.546;0.503;0.494;0.503;0.531;0.55;1.131;1.401;1.386;1;1;V15 <= 0.86;1;1.0;0.2476;1.0;0.6503537735849056
2.141;5.0;2.052;2.036;2.047;2.073;2.088;1.635;1.62;1.61;1.62;1.635;2.193;1.5830000000000002;1.413;1.374;1.384;1.416;2.168;0.805;1.557;2.087;2.097;2.123;0;0;V15 > 1.32 AND V19 > 0.52 AND V14 > 1.01 AND V20 <= 0.86 AND V22 > 2.06;5;0.9835390946502057;0.0203;1.0;0.05889079473985134
1.4169999999999998;1.4380000000000002;1.477;2.607;3.221;3.215;3.229;5.0;0.903;1.162;0.851;0.84;0.846;1.077;0.897;0.539;0.5;0.492;0.498;0.52;0.55;1.466;1.422;1.412;1;1;V12 <= 1.30 AND V15 <= 1.32 AND V16 <= 0.69 AND V24 > 1.28;4;0.9772727272727273;0.0346;0.9808917197452229;0.09080188679245282
2.643;2.635;2.6460000000000004;1.892;1.878;1.584;1.339;1.327;1.339;1.598;1.196;0.878;0.813;0.78;0.81;0.818;0.88;0.813;0.79;0.778;0.7909999999999999;4.846;3.622;5.0;1;1;V15 <= 0.86;1;1.0;0.2492;1.0;0.6503537735849056
1.3530000000000002;1.379;1.908;1.911;3.2260000000000004;3.213;3.222;4.5280000000000005;5.0;5.0;5.0;1.587;1.4980000000000002;1.203;0.851;0.525;0.479;0.471;0.479;0.497;0.52;1.079;1.3530000000000002;1.338;1;1;V15 <= 0.86;1;1.0;0.2551;1.0;0.6503537735849056
1.766;1.145;1.836;3.257;5.0;5.0;5.0;2.009;1.7819999999999998;2.585;1.722;1.7080000000000002;1.707;1.723;1.853;0.508;0.473;0.456;0.456;0.48;0.49;1.081;1.065;1.081;3;3;V18 <= 0.53 AND V15 > 1.32 AND V20 <= 0.54 AND V14 > 1.49 AND V24 <= 1.28;5;0.9581673306772909;0.0466;0.9857142857142858;0.3155487804878049
2.219;2.26;2.172;1.626;1.611;1.272;1.261;1.2819999999999998;1.51;1.77;1.781;1.142;1.132;5.0;5.0;1.172;5.0;1.601;2.438;2.446;4.184;2.351;2.3280000000000003;2.299;2;2;V9 <= 2.81 AND V24 > 1.66 AND V1 > 1.80 AND V23 > 1.07 AND V20 > 0.86 AND V18 > 0.83 AND V19 > 0.86 AND V16 > 1.16 AND V15 > 1.32 AND V14 > 1.01 AND V11 > 1.58;11;0.9569209039548022;0.025;0.9915254237288136;0.43820224719101125
2.35;2.349;2.01;1.978;1.717;1.368;1.355;1.36;1.556;1.797;1.4469999999999998;1.088;1.0759999999999998;1.074;5.0;5.0;1.054;2.35;0.828;2.336;2.36;3.405;3.405;5.0;0;0;V15 > 4.42 AND V5 <= 1.77 AND V14 > 1.01 AND V19 <= 0.86 AND V21 > 0.57;5;0.9989539748953975;0.0592;1.0;0.15837621497998858
1.077;2.093;2.015;1.675;1.666;1.6769999999999998;1.695;1.714;2.806;2.653;2.639;2.654;5.0;5.0;5.0;0.613;0.6;0.627;0.63;1.298;1.08;1.064;1.05;1.104;0;0;V15 > 4.42 AND V13 > 2.37 AND V16 <= 0.69 AND V23 <= 1.07;4;1.0;0.0266;1.0;0.0686106346483705
2.105;2.092;2.069;2.064;2.08;1.781;1.947;1.5759999999999998;1.567;1.5530000000000002;1.564;1.873;2.13;1.523;1.4169999999999998;1.341;1.355;1.376;5.0;0.7979999999999999;2.137;2.129;2.141;2.168;0;0;V15 > 1.32 AND V19 > 0.52 AND V14 > 1.01 AND V20 <= 0.86 AND V22 > 2.06;5;0.976083707025411;0.0263;1.0;0.05889079473985134
1.3869999999999998;1.453;1.4340000000000002;2.567;2.5860000000000003;3.194;5.0;5.0;2.6660000000000004;5.0;0.8740000000000001;0.8640000000000001;0.882;1.094;5.0;0.617;0.506;0.502;0.515;5.0;0.589;1.413;1.378;1.3769999999999998;1;1;V12 <= 1.30 AND V13 <= 1.19 AND V19 <= 0.52 AND V20 > 0.69;4;0.9580645161290322;0.0054;1.0;0.01650943396226415
0.6779999999999999;5.0;1.335;1.352;1.436;1.477;5.0;4.169;5.0;5.0;2.755;2.263;1.524;1.527;4.896;0.688;0.675;0.684;0.708;1.039;0.6940000000000001;0.672;0.6559999999999999;0.669;0;0;V15 > 1.32 AND V1 <= 0.92 AND V20 > 0.86;3;0.9789029535864979;0.0422;0.9948186528497409;0.1097770154373928
1.831;2.063;2.077;2.9930000000000003;5.0;3.218;3.064;3.005;3.367;3.36;5.0;1.531;5.0;0.856;1.117;1.055;1.052;0.7170000000000001;0.6890000000000001;0.6890000000000001;0.706;5.0;5.0;1.64;1;1;V14 <= 1.01 AND V15 <= 1.32 AND V7 <= 3.23 AND V3 > 2.06 AND V12 <= 1.70 AND V4 > 2.46;6;0.9567901234567902;0.057;0.9425287356321839;0.14504716981132076
1.264;1.831;1.82;1.83;1.856;3.188;5.0;3.932;5.0;5.0;1.722;1.6740000000000002;1.595;0.958;5.0;4.59;0.521;0.516;0.532;0.685;1.029;1.287;1.264;1.256;0;0;V15 > 1.32 AND V24 <= 1.28 AND V20 > 0.54 AND V10 > 3.57 AND V4 <= 2.46;5;1.0;0.0473;1.0;0.12006861063464837
0.8220000000000001;5.0;1.445;1.452;1.477;1.489;5.0;4.11;5.0;5.0;5.0;2.129;1.6980000000000002;1.391;1.412;0.6579999999999999;0.638;0.643;0.6609999999999999;0.8140000000000001;1.118;1.142;0.797;0.8009999999999999;0;0;V15 > 1.32 AND V1 <= 0.92 AND V17 <= 0.74 AND V5 <= 2.67;4;1.0;0.0441;0.9902439024390244;0.11606632361349342
0.979;5.0;1.856;2.535;2.707;2.715;5.0;5.0;3.741;2.6910000000000003;2.67;2.67;2.841;5.0;5.0;0.7240000000000001;0.6990000000000001;0.7;0.718;0.944;0.927;0.924;0.937;0.964;0;0;V15 > 4.42 AND V13 > 2.37 AND V17 <= 0.74 AND V20 > 0.86;4;1.0;0.0219;1.0;0.05431675242995998
0.497;1.391;1.374;1.374;1.395;5.0;2.649;2.635;3.2710000000000004;3.275;5.0;5.0;5.0;0.901;0.878;0.865;1.072;1.068;5.0;0.475;0.434;0.434;0.447;0.5760000000000001;1;1;V14 <= 1.01 AND V15 <= 1.32 AND V1 <= 1.33;3;0.9666666666666667;0.0788;0.9273743016759777;0.1957547169811321
1.237;1.27;2.444;2.465;3.1460000000000004;5.0;5.0;5.0;1.281;1.052;1.042;1.048;1.277;1.294;5.0;0.5670000000000001;0.5589999999999999;0.5660000000000001;1.442;0.614;1.236;1.221;1.208;1.221;0;0;V15 > 1.32 AND V24 <= 1.28 AND V20 > 0.54 AND V16 <= 0.69;4;0.9727520435967303;0.0956;0.9839816933638444;0.24585477415666096
1.634;1.653;1.6909999999999998;2.654;2.035;1.932;2.018;1.989;1.996;2.503;2.182;2.074;2.109;2.105;3.784;1.726;5.0;5.0;3.12;0.457;0.664;1.716;1.632;1.626;3;3;V20 <= 0.54 AND V15 > 1.32 AND V14 > 1.49 AND V12 > 1.30 AND V4 > 2.46 AND V17 > 0.91 AND V24 <= 1.66 AND V19 > 0.86;8;0.9676258992805755;0.0017;1.0;0.01524390243902439
0.939;1.671;1.6469999999999998;1.618;1.611;1.618;5.0;1.672;2.334;2.792;2.777;5.0;5.0;5.0;5.0;0.662;0.65;0.655;0.677;0.703;0.938;0.922;0.912;0.921;0;0;V15 > 4.42 AND V5 <= 1.77 AND V16 <= 0.69;3;0.9698924731182795;0.0465;1.0;0.1183533447684391
