att1;att2;att3;att4;att5;att6;att7;att8;att9;att10;att11;att12;att13;att14;att15;att16;att17;att18;att19;att20;att21;att22;att23;att24;att25;att26;att27;att28;att29;att30;att31;att32;att33;att34;att35;att36;att37;att38;att39;att40;att41;att42;att43;att44;att45;att46;att47;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
0.12650518;0.96515011;34.63625934;76.29445108;170.57933778;212.08888468;86.99876461;0.23337773;4.88508735;14.93077453;69.71085475;156.79689225;116.21509759;0.1211347;10.26569967;51.61600661;155.80082371;41.39860302;38.59957394;0.658562;4.49497692;56.50789459;53.1697926;217.83592992;1.45660273;20.03394838;94.50895169;211.21363432;101.85647252;0.67001404;25.19721074;46.54539812;247.29476833;3.5730659;36.31996984;296.31021899;71.35317245;5.04955122;40.5810867;187.85695707;6.81757946;200.52469886;377.76615822;12.20174488;99.54663636;58.57282858;493.94850659;3;3;att18 <= 97.21 AND att24 > 174.77 AND att11 <= 77.24 AND att33 > 163.38 AND att17 > 134.68 AND att6 > 166.52 AND att42 > 184.41 AND att28 <= 252.34;8;0.9705882352941176;0.0082;1.0;0.07926829268292683
0.0413137;1.00072232;13.75987036;82.50173451;117.72771603;419.00530265;197.76596311;0.07222723;1.54714234;13.67275879;32.7677083;76.30973114;136.39877674;0.11915922;3.8586583;40.8638198;57.61932581;170.87802978;414.77653693;0.1948979;4.14949787;15.74229104;23.79630794;99.8698661;0.52356652;13.1276992;36.88502083;116.25506586;401.76045954;0.61236199;5.19514744;18.05521857;52.37703099;2.07008777;18.14724889;223.52422283;65.44920249;0.86921046;13.23366061;21.0470675;4.09214267;158.91198038;367.53833419;3.67568888;32.23264318;46.84125063;525.03411957;0;0;att19 > 177.56 AND att40 <= 56.78 AND att29 > 185.45 AND att28 <= 141.25 AND att7 > 131.51;5;0.9808510638297873;0.0649;0.9903846153846154;0.6645161290322581
0.0510369;1.07431626;8.88457695;29.42490352;44.37605911;136.50000033;127.84905903;0.07019215;3.80459798;45.96583297;158.51176001;153.97309036;131.62583945;0.12645473;2.74392868;15.22424256;43.91585098;99.70333101;21.02152646;0.48277938;13.9154321;86.23096208;97.35835581;123.93753857;0.40071234;5.14763794;40.68847324;239.68345978;21.48569382;2.04632032;30.53570271;50.45255096;130.51513271;0.85040759;19.94957154;281.11511649;144.11386764;5.31601097;20.53292902;188.72851387;4.35240159;179.62801446;405.09256389;4.58272934;159.57871802;51.14403354;478.71843481;9;9;att40 > 162.08 AND att29 <= 58.48 AND att17 <= 134.68 AND att37 > 91.67 AND att12 > 120.63 AND att19 <= 96.50 AND att36 <= 316.55 AND att38 <= 5.33 AND att45 > 128.56 AND att25 <= 0.50;10;0.9878542510121457;0.0082;1.0;0.08633093525179857
0.00800241;1.21193998;19.60438643;35.84669304;74.79858252;159.64879373;125.00281613;0.09297942;1.18922957;21.05808753;143.79244844;70.39181474;132.34458119;0.1477643;5.7096046;23.04306878;77.46824207;156.66428908;215.93255587;0.14099502;6.67198167;93.69628599;159.891962;197.24641422;0.79608738;8.58621318;53.85900446;280.92484152;137.10051001;1.01011256;36.91677378;158.11760637;245.41263663;1.48444029;22.97772815;301.99767486;172.12995058;6.86281714;86.15215498;233.73695177;4.65662198;186.50702995;522.46939263;21.18659508;152.29521369;52.2664175;598.25972034;1;1;att32 > 97.16 AND att37 > 163.43 AND att43 > 458.17 AND att6 <= 166.52 AND att28 > 252.34 AND att42 > 184.41 AND att7 <= 131.51;7;0.9684813753581661;0.0137;1.0;0.1402439024390244
0.13283396;1.93513203;34.50983423;111.5738544;45.54498448;506.5947424;182.29850884;0.20053849;0.72233744;30.24350311;92.67904325;81.50081036;88.82919673;0.23870417;10.26937242;66.3619301;64.85875914;339.43512116;0.64229494;0.07133056;9.78546644;66.18788103;33.83076808;49.54823856;1.46039075;24.14731739;60.61101014;192.12595862;114.09118275;1.50595606;27.63876116;36.47046796;42.6820989;4.15115799;30.59558446;246.05848197;61.38437221;5.33820685;25.87808979;49.49910804;6.8790314;182.89103565;409.70649986;7.23981165;39.23981954;56.04907982;551.00555163;5;5;att18 > 201.25 AND att23 <= 58.35 AND att5 <= 106.54 AND att28 > 141.25 AND att6 > 357.98 AND att40 <= 109.67 AND att3 > 29.63 AND att27 > 46.47;8;0.9705093833780161;0.0095;1.0;0.10666666666666667
0.16909161;4.4225701;40.46716532;137.11576487;238.1395114;277.50967284;247.24199746;0.22486695;4.12947993;26.43241428;68.99012463;97.36785707;114.31644229;0.54481323;12.12675092;83.61981598;247.43956659;226.62251172;158.55398979;0.55958629;8.67103224;39.154407;83.20482354;70.82818995;1.7369658;30.79009756;180.39494176;148.41442797;22.79870072;1.37042537;15.19774888;54.77011141;26.88389828;5.32963768;81.62036403;167.08903254;209.41663642;2.90204123;25.40188866;1.96746588;17.39377032;124.97980841;448.42955867;5.96388965;10.24217516;39.02992455;484.97800419;4;4;att36 <= 223.19 AND att46 <= 46.49 AND att27 > 97.95 AND att3 > 29.63;4;1.0;0.0104;1.0;0.10404624277456648
0.17104984;4.77490229;43.84172493;152.58978061;157.16192424;54.41831779;224.78297852;0.03227499;0.59499987;2.56918963;15.70738738;36.47442002;34.61611653;0.60892324;13.88740253;99.89017154;249.17951236;147.72041395;150.64902687;0.07625417;0.83307083;7.82804201;36.06544664;27.35252987;2.05933932;38.23985129;209.41040105;319.80889109;76.19383527;0.13114194;2.52913521;24.1124925;26.33433836;6.7788997;100.93000414;374.67681911;166.37129342;0.40853354;10.37745024;23.43208893;22.22070562;247.21755763;379.7783463;2.19986279;14.65068458;72.39438658;453.97302914;8;1;att37 > 163.43 AND att6 <= 166.52 AND att10 <= 32.59 AND att24 <= 72.89 AND att43 > 329.72 AND att28 > 252.34 AND att13 <= 74.79 AND att36 > 265.39 AND att5 > 106.54 AND att35 > 32.25 AND att29 > 58.48 AND att21 <= 6.59;12;0.9710144927536232;0.0084;1.0;0.09146341463414634
0.04505375;3.00711438;32.76515606;72.71741937;16.8658781;85.61303844;135.03880748;0.18334356;1.72876298;32.16767566;211.57583152;192.80643591;113.91344887;0.3605526;9.57166932;43.78219389;26.97025985;71.61273469;117.46150236;0.25598792;10.30675896;128.99661904;198.15488109;75.2297878;1.34582243;16.07943086;34.10221915;133.41294624;10.96454249;1.58733162;49.44183278;170.89501401;107.5062607;2.78366871;19.12814682;168.25469282;228.31763912;9.09067487;91.4250997;154.90070776;4.53311278;114.08519981;479.18024815;22.55260008;126.28391453;33.71050732;512.31817721;4;4;att6 <= 166.52 AND att46 <= 46.49 AND att2 > 2.33 AND att29 <= 58.48 AND att19 > 43.63;5;0.9863387978142076;0.0124;1.0;0.12716763005780346
0.10895636;1.87014225;3.33641042;8.2841106;17.85382658;35.34630517;94.54959961;0.09074989;4.58173097;49.35791994;192.60659099;110.91829415;123.64103018;0.22066637;1.18617213;3.30008137;31.38315134;178.27875367;39.63215613;0.568547;15.02935094;109.91504165;126.50799752;84.56474486;0.18561608;0.9446345;28.47401277;296.84334341;51.12267392;2.21905977;40.30254895;104.1242287;130.59637263;0.14951653;14.29026468;290.0539632;142.40897804;7.18943994;53.20633798;161.44785268;3.21243826;170.92603643;400.00674648;12.74339459;116.67123452;46.82918149;461.10370552;4;4;att6 <= 166.52 AND att46 <= 54.07 AND att30 > 1.62 AND att45 <= 128.56 AND att3 <= 12.42;5;0.9585253456221198;0.0124;1.0;0.1329479768786127
0.02348306;2.37718138;38.06636159;103.98727834;188.92247771;123.84249045;18.13755022;0.12121187;1.17470188;29.47194237;92.70989118;52.92678152;187.85544767;0.27999225;10.86321537;57.52760887;170.14197488;46.65914758;71.96457826;0.1713887;8.99873273;62.368303;27.86206447;272.84842784;1.49738983;19.95095174;105.43234507;222.09862719;80.05694862;1.3354072;25.11269339;56.82113473;260.16851855;3.31819876;41.80900233;283.31289598;106.41103452;4.74152329;37.90057939;200.0778622;8.09202047;187.01232857;389.72952686;10.20001038;125.49501454;54.12307245;481.71161209;3;3;att18 <= 97.21 AND att24 > 174.77 AND att31 <= 28.64 AND att2 > 2.33 AND att1 <= 0.06;5;0.9619047619047619;0.0053;1.0;0.04878048780487805
0.03780265;0.53602483;5.87519608;28.67139556;65.7454138;313.32681664;58.7987766;0.05965424;1.39786815;3.62242609;60.57860536;114.847743;126.46171078;0.06614023;1.85279642;19.24961956;36.91175096;53.41591088;122.67784215;0.17453592;1.27811499;31.4084746;100.73024141;112.96139836;0.27035628;7.4267746;52.70131327;208.4310512;116.13944556;0.21896844;10.94375309;71.79704601;84.66264692;1.306958;28.74476997;293.04421489;179.16471887;1.90103202;33.86504146;77.6602159;6.55754595;193.81696794;550.45621856;7.74164207;57.29170549;55.61503296;636.93171896;8;8;att18 <= 97.21 AND att38 <= 1.96 AND att43 > 458.17 AND att40 <= 109.67 AND att6 > 257.17 AND att29 <= 185.45 AND att47 > 556.73 AND att30 <= 0.59;8;0.9950738916256158;0.0072;1.0;0.07432432432432433
0.09107607;2.60451816;29.85862638;58.94917183;95.82466241;457.48760562;267.24507618;0.09006251;1.91797873;9.71624994;50.52758256;45.06918351;51.44959588;0.31870092;8.83071513;37.04540531;139.33940292;306.49883391;71.94449713;0.23797539;2.38263464;36.04494617;66.43063733;76.43242908;1.2501432;14.12058693;113.36222335;286.61998875;86.46656224;0.29016486;15.09275238;68.73001457;73.23841007;2.50576582;53.06294294;354.71223078;46.31376991;2.92753333;39.44764912;52.90125407;11.41789966;243.08885418;376.18201018;10.05506984;30.81110759;71.88519855;522.73167758;5;5;att18 > 201.25 AND att12 <= 71.17 AND att5 <= 106.54 AND att28 > 192.68 AND att6 > 357.98 AND att36 > 316.55;6;0.9934640522875817;0.0043;1.0;0.06666666666666667
0.00992892;1.51828379;20.98784148;46.30861584;98.73001777;221.80620366;133.03650719;0.07395516;2.65358173;14.77596583;21.19671673;173.64301394;141.52539886;0.17931332;5.90503649;26.82922909;124.98381311;64.17935163;49.10727363;0.33496829;4.70490996;7.95580705;122.8192123;45.41842505;0.80695276;9.67514415;102.31647728;241.75625797;137.16839174;0.71588276;2.46693114;75.79883953;67.52170717;1.65209194;47.7401655;326.38169877;46.17290604;0.42018832;34.25561554;48.00908964;10.19987207;218.17475544;370.72326975;7.83005667;14.42163234;63.33146756;494.9803611;2;2;att6 <= 257.17 AND att36 > 316.55 AND att37 <= 163.43 AND att45 <= 84.60 AND att43 <= 396.06 AND att28 > 192.68 AND att24 <= 72.89 AND att12 > 120.63;8;0.9831223628691983;0.0165;1.0;0.15527950310559005
0.01420852;1.0724522;13.56098199;28.58804626;103.28863452;188.04447747;38.43231383;0.02956587;1.23629461;33.04484173;160.841893;149.44811956;37.60442993;0.12948439;3.80211474;14.69688884;114.98216101;198.6305282;31.75478467;0.15191742;10.20867368;101.87970976;208.05100373;99.38505598;0.51848916;5.03690389;82.64275241;284.58709502;110.50806269;1.52322696;39.44570503;177.6947444;92.07629132;0.84591873;36.40047613;293.51794973;343.87425492;7.25335956;91.14464085;54.34518597;7.57661551;180.70322771;595.35092306;21.77873986;35.50993364;50.78144658;605.57766301;1;1;att29 > 58.48 AND att37 > 163.43 AND att28 > 252.34 AND att43 > 458.17 AND att6 <= 257.17 AND att32 > 97.16 AND att47 > 556.73 AND att11 > 122.14;8;1.0;0.0058;1.0;0.06707317073170732
0.01496397;0.43445049;0.58809741;21.54468551;96.16456368;374.21254755;193.0668205;0.01308534;0.293234;6.69240406;53.03636682;42.68729971;165.98279104;0.04979139;0.41369538;4.11347166;14.48476353;134.46751725;361.53027925;0.03144299;1.93269043;28.05702331;26.94972758;111.86156283;0.07879864;1.25997856;36.25005064;132.27253779;283.76092626;0.27541335;9.75672641;19.59092661;64.42876423;0.33354487;22.21135815;238.67154891;100.81021099;1.67788857;10.64555053;39.37782264;5.27736947;166.978899;538.11592323;2.68651645;24.80125084;48.92368708;650.60312503;8;0;att19 > 177.56 AND att40 <= 56.78 AND att29 > 185.45 AND att23 <= 58.35 AND att7 > 131.51;5;0.9836829836829837;0.0681;0.9910714285714286;0.7161290322580646
0.04967338;1.71391515;19.30397485;69.11584835;103.08283873;409.82694287;104.75787552;0.10730953;2.48975305;21.33326534;71.41888785;33.42181601;39.2591308;0.20715069;5.47751369;35.21208755;82.38341782;165.51456051;91.0877782;0.32352107;7.06312657;50.41483935;75.87136484;67.29967443;0.75362744;11.74340294;72.64896512;153.42982629;139.04328555;1.10855953;20.96145324;76.63102304;59.49422798;1.91804907;36.18612745;279.59232227;124.18104949;4.04040428;42.7562309;34.84237416;8.03678965;200.44209684;515.01108627;10.70727332;20.63877805;59.70301661;637.01765863;8;8;att19 <= 96.50 AND att40 <= 56.78 AND att43 > 458.17 AND att17 <= 91.68 AND att4 > 63.01;5;1.0;0.0056;1.0;0.08108108108108109
0.06790388;1.64507564;19.20648332;90.4998409;213.15789571;251.14680783;254.70928721;0.27949381;6.35172139;47.61643343;131.37293884;84.7394103;116.10911365;0.21015656;5.87895213;55.03561961;216.84846883;198.1964787;175.2405771;0.8293358;15.18924142;79.76908396;113.17050264;88.12570586;0.85407184;20.20444769;154.60491889;151.37692658;24.13641543;2.32805104;30.96187377;98.04327821;52.1641578;3.48815647;68.76209043;179.10861543;237.60563388;5.77178653;51.13903011;18.07156744;14.47923944;128.37148061;495.30749352;12.39523983;8.22864186;39.10443147;526.10258057;4;4;att36 <= 223.19 AND att46 <= 46.49 AND att6 <= 257.17 AND att37 > 91.67 AND att11 > 122.14 AND att42 <= 158.96 AND att27 > 97.95 AND att19 > 96.50 AND att17 > 134.68 AND att28 <= 192.68;10;0.9595959595959596;0.0072;1.0;0.057803468208092484
0.04791964;1.55957358;19.09519504;97.22734467;146.45258223;98.13110516;22.47644414;0.00695083;0.19090387;1.7795083;8.90454514;33.65781137;178.51509399;0.17312333;5.00616975;48.21785543;154.72909882;180.61570014;34.94282087;0.0224913;0.51976936;4.74568423;15.26263774;170.97625873;0.64738608;15.37516448;104.03227334;269.26466918;26.6273252;0.07399669;1.66608013;6.06943647;136.99056503;2.40209993;43.31896533;248.70553974;208.23685649;0.28783793;2.4781841;89.08860288;8.6484631;141.05894054;383.45251383;0.5992573;43.09387047;37.71377581;386.81547788;3;4;att6 <= 166.52 AND att46 <= 46.49 AND att27 > 97.95;3;0.9571678321678322;0.0281;0.9777777777777777;0.2543352601156069
0.07162359;1.93711134;16.81189257;65.91844933;178.44366945;282.11870805;42.05207015;0.01841944;1.76671812;27.44632847;107.05044245;168.16890573;95.92368547;0.22505322;4.68002374;32.41373286;110.58794323;163.52672741;101.59929435;0.21971824;8.37767909;61.29211871;125.04793669;133.91245019;0.63245467;10.251958;62.70220239;131.33044702;150.3053446;1.23868492;22.38071442;77.55332541;169.09895857;1.59055221;26.1331077;202.14927234;42.97289795;3.97131769;34.90975215;210.02707722;5.42247048;145.05208603;348.24623315;7.96572508;164.90412865;43.42463972;458.30363859;6;6;att6 > 257.17 AND att40 > 162.08 AND att18 > 145.75 AND att37 <= 91.67 AND att36 <= 223.19;5;0.9820466786355476;0.0203;1.0;0.18421052631578946
0.03492148;1.24133134;15.25545408;71.0700564;34.20717849;250.29402632;123.36190793;0.03866185;1.13848067;12.29165871;69.56698585;249.55067757;183.2498035;0.13871531;4.09253997;37.57926315;78.84304003;88.65764529;1.61480889;0.12951812;3.23227811;31.08058429;154.49689503;108.88113542;0.53835383;12.51818621;68.69902675;102.75438796;9.55642025;0.42730803;9.36799241;71.80071169;26.92651245;2.01539534;32.415456;168.4274304;198.92494845;1.44022543;22.9335921;97.25032232;6.9338419;116.09730521;423.75392945;3.8397746;89.68401884;33.85812769;454.05101158;9;9;att18 <= 97.21 AND att12 > 175.19 AND att44 <= 4.43 AND att37 > 163.43;4;1.0;0.0081;1.0;0.1079136690647482
0.0795002;2.2507198;22.22726186;90.31643294;200.40481472;274.99191718;200.68652248;0.14543461;3.26873826;24.57084832;76.43550752;93.09190723;136.60992905;0.26553857;6.3198762;49.98811289;189.55667664;232.41991097;159.75170873;0.42030289;7.77328071;42.39953949;71.01512223;54.92816421;0.87049325;17.27511893;125.51580209;187.82952178;7.04370413;1.18780721;16.23310445;54.73355361;38.86529955;2.86338717;52.88940982;162.19261919;244.77799571;3.04913838;29.77880677;72.96602965;10.7400533;99.55434683;462.23347653;7.56453723;63.77730576;28.44803268;466.01469548;4;4;att47 <= 503.37 AND att46 <= 46.49 AND att42 <= 184.41 AND att6 <= 357.98 AND att37 > 163.43 AND att36 <= 223.19 AND att17 > 134.68 AND att27 > 97.95 AND att43 > 396.06 AND att5 > 143.83;10;0.9509536784741145;0.016;1.0;0.16184971098265896
0.04214281;0.8630299;6.0249745;39.34729094;121.23596934;370.32343968;26.42322145;0.05172767;1.95463613;29.44823235;96.17738437;96.20978539;100.07814052;0.11027436;2.06961867;20.61616023;30.82023101;216.53558701;221.60555511;0.26256971;9.46172004;61.24659201;78.00979249;132.19498415;0.31885886;7.01922612;13.83820301;158.34605678;322.88255286;1.45300258;24.38072755;74.27933459;197.71668079;1.16443988;13.15453819;248.78072046;79.31299298;4.60079145;42.97873951;224.66025505;3.58630481;180.26213766;337.67958622;11.03499628;164.13754091;54.18847638;520.35178204;6;6;att6 > 357.98 AND att40 > 162.08 AND att18 > 201.25 AND att27 <= 46.47;4;0.966824644549763;0.0079;1.0;0.06842105263157895
0.02201935;0.92470478;13.2918766;53.38888113;67.81002662;228.76684842;241.5993195;0.07537518;1.62651762;7.5871614;51.11548331;202.7820599;152.62231091;0.10662262;3.70892243;26.16093804;35.70174841;194.50383244;44.09472672;0.19905033;2.18097365;23.98782792;131.66860967;99.85864539;0.50131594;8.33116128;34.22653716;337.73743541;170.52434116;0.31046293;8.50482487;63.90118424;47.28853261;1.30587508;18.01034155;369.81361738;42.01006584;1.56518122;23.41947091;63.51135733;4.08094267;229.98104065;411.59690109;4.95779674;58.6566713;64.57635378;548.49939249;2;2;att29 > 113.19 AND att36 > 316.55 AND att43 <= 458.17 AND att42 > 213.99 AND att24 <= 124.00 AND att37 <= 91.67 AND att28 > 252.34 AND att45 <= 84.60 AND att12 > 175.19 AND att33 <= 58.49;10;1.0;0.0037;1.0;0.043478260869565216
0.00814934;0.46638091;4.58257065;21.28468282;17.78629491;430.91651808;54.33936238;0.05151217;0.46164418;9.83886213;62.12495985;156.70215227;23.37951737;0.05566592;1.47672518;15.90878084;68.70725289;230.45883011;167.43332564;0.06309064;2.77252913;33.02687771;124.72229123;79.68086144;0.21787647;6.30512342;70.84804393;181.14360312;164.8281376;0.38993735;11.45726763;76.61965855;134.83085736;1.12332508;35.45864957;252.45998688;151.22639251;1.96260168;32.26985289;143.72221343;7.80640449;174.19290669;547.59968342;6.86740863;97.0662559;51.0824977;646.69003656;9;6;att43 > 458.17 AND att5 <= 69.73 AND att45 > 84.60 AND att38 <= 5.33 AND att37 > 91.67 AND att26 <= 8.02;6;0.9621928166351607;0.0106;0.2222222222222222;0.021052631578947368
