GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,class
107.919118,251.176471,129.882353,518.1176469999999,27.478082,0
119.359177,195.65,84.925,292.925,17.222369,0
130.684181,182.491071,75.098214,237.598214,20.158176,0
133.61805800000002,160.982196,66.878338,156.913947,8.763332,0
135.843818,214.241379,102.103448,638.1034480000001,24.826389,0
139.740158,217.625,103.5,640.0,33.561278,0
128.797595,188.380952,78.809524,405.15873,13.805874,0
123.596379,364.983051,271.915254,429.745763,18.591683,0
109.925,216.4,88.4,506.6,25.701362,0
131.26935,239.885246,116.901639,685.139344,20.813696,0
125.727177,306.988764,196.477528,418.494382,32.298968,0
139.536458,212.25,92.833333,392.0,29.30965,0
103.890777,259.538461,119.346154,701.692308,7.265567,0
117.782675,233.421687,113.650602,522.445783,21.379517,0
128.695313,197.1875,86.1875,608.4375,20.65755,0
118.553903,195.529412,85.70588199999999,505.117647,36.01672,0
90.346154,258.0,159.2,425.6,21.775215,0
127.652284,229.16,101.12,677.08,19.671136,0
129.94221000000002,176.625,74.1875,210.455357,9.849793,0
111.613636,297.363636,200.818182,418.757576,30.864585,0
118.703125,211.25,96.083333,328.791667,17.058671,0
131.102757,206.16,90.08,497.12,35.326274,0
128.548035,222.364146,100.467787,653.120448,26.957586,0
147.677215,228.7,105.8,605.3,17.522842,0
124.8223,292.967033,177.483517,313.67033,19.489029,0
135.630682,201.090909,79.545455,464.818182,28.867323,0
132.270115,226.090909,100.818182,677.181818,31.208443,0
119.168487,231.135803,107.209877,741.283951,19.672195,0
130.48256899999998,204.628571,97.542857,111.542857,4.246487,0
131.736308,250.851613,117.754839,679.212903,26.746386,0
124.283465,210.75,124.5,556.25,18.388069,1
116.423591,203.917647,88.682353,531.447059,31.058053,0
131.142558,195.1,88.366667,461.4,24.221868,0
133.766375,227.369963,105.512821,658.6337,35.947871,0
123.313316,330.125,267.541667,723.895833,59.422043,0
104.931035,239.090909,116.181818,731.636364,17.560756,0
137.643204,204.923077,111.076923,512.9230769999999,21.09604,1
113.65618,213.107143,129.78571399999998,480.857143,29.237766,1
111.6875,392.538462,208.230769,377.076923,54.770095,0
137.322917,238.666667,113.333333,790.5,34.134131,0
112.125,209.44,93.4,637.08,31.039433,0
109.226191,321.4375,232.90625,449.8125,10.574097,0
119.244792,240.25,143.916667,424.0,16.44245,0
124.885417,240.25,118.388889,485.25,17.847347,0
128.52518,198.857924,87.928962,487.333333,31.099763,0
117.945355,226.956522,106.130435,611.956522,11.331906,0
139.738636,219.090909,98.227273,612.5,27.844425,0
130.50310100000002,174.443018,72.14285699999999,282.81701400000003,20.10002,0
129.30625,261.35,154.55,339.95,31.705835,0
148.4375,233.705882,100.235294,694.4117650000001,27.028372,0
130.334601,222.636364,104.333333,426.090909,12.533445,0
129.784114,261.290323,161.645161,405.16129,12.148406,0
121.536957,233.689655,110.172414,708.758621,23.374936,0
109.039931,248.527778,125.861111,582.583333,24.240691,0
122.021259,201.272727,89.766234,427.363636,20.578585,0
117.0033,214.342105,94.526316,560.210526,24.346486,0
133.343701,247.02521,132.747899,450.747899,22.827718,0
120.776078,229.287293,107.469613,682.259669,36.641069,0
139.94773500000002,206.666667,111.277778,523.888889,21.204672,1
137.165049,205.769231,91.961538,375.038462,25.824081,0
113.848131,249.0,116.185185,672.962963,25.477228,0
116.47391299999998,206.482759,91.62069,408.310345,16.613963000000002,0
122.513906,181.75,77.923077,266.519231,15.912331,0
104.375,236.923077,123.076923,603.461539,18.087885,0
126.313005,201.714286,90.471429,596.571429,26.085734,0
120.898389,205.372549,97.666667,533.27451,16.165831,0
128.635823,181.213333,81.16,294.76,17.601798000000002,0
105.421875,250.5,122.25,706.0,13.864861,0
89.0875,230.0,99.8,739.2,10.244999,0
122.150877,307.72222200000004,200.0,360.0,36.228058,0
145.072816,208.307692,93.923077,493.076923,24.709436,0
113.591346,216.153846,90.0,474.538462,27.013256,0
110.95749,212.774194,93.612903,475.903226,28.233897,0
153.027778,225.777778,103.444444,699.111111,13.984118,0
136.458333,214.0,104.0,436.0,11.671428,0
107.145833,243.0,111.166667,683.75,18.840707,0
113.182292,222.416667,112.25,565.25,37.940377000000005,0
88.40625,264.0,142.0,502.0,3.561952,0
133.969626,216.648148,104.592593,323.740741,24.614845000000003,0
119.799145,211.0,96.933333,384.733333,22.320295,0
116.632143,243.257143,111.057143,705.171429,23.630212,0
110.069264,264.103448,123.448276,719.448276,15.937377,0
117.773762,235.489362,132.212766,396.574468,31.208248,0
128.624771,187.440678,80.789346,347.10411600000003,29.997974,0
123.514934,221.72381,103.714286,736.438095,27.495890000000003,0
136.190476,211.2,93.88,589.88,28.056914000000003,0
131.24812,209.72,143.64,410.16,15.312335,1
140.115964,185.595238,78.85714300000001,299.071429,13.861663,0
138.92101100000002,200.655462,85.97479,391.563025,24.977258,0
124.324533,216.385965,122.350877,458.824561,21.003774,1
127.84489,183.826087,78.18323000000001,198.60559,10.579647,0
137.100216,212.844828,95.87931,600.5862070000001,29.689635,0
121.142857,192.882353,81.735294,363.558824,19.111311,0
142.143498,237.214286,109.71428600000002,502.928571,28.588633,0
134.806533,193.32,86.546667,357.666667,23.801386,0
128.959807,200.974359,86.179487,369.461539,23.227288,0
114.195,217.76,93.8,604.56,32.555184000000004,0
115.206536,251.729167,120.5,763.166667,15.326935,0
137.4525,195.24,84.96,387.56,25.091002,0
129.991961,264.282051,147.97435900000002,472.0,21.022795,0
117.990991,502.0,335.0,560.0,22.568716,0
118.470468,228.935484,102.290323,657.032258,29.561133,0
126.228142,462.80434800000006,261.673913,397.652174,18.984971,0
125.357629,169.70769199999998,69.676923,223.015385,21.033982,0
125.390524,243.433071,116.299213,757.188976,21.073567,0
116.946483,199.853659,85.243902,422.585366,38.553161,0
117.530242,237.129032,107.612903,786.096774,58.593558,0
128.984668,208.594595,96.513514,715.324324,18.387398,0
115.696335,227.666667,100.666667,694.166667,15.297739000000002,0
122.488108,222.459016,99.606557,650.42623,27.468787,0
137.107407,221.411765,96.705882,519.470588,30.348723,0
132.55655,220.142857,99.701299,679.623377,27.595059000000003,0
127.701031,195.131148,88.52459,414.229508,44.672056,0
129.819172,229.448276,104.344828,691.8965519999999,21.742248,0
131.83,244.4,146.48,471.8,19.885512,0
143.19407900000002,226.631579,99.526316,562.684211,20.435697,0
120.456728,209.672566,92.575221,402.557522,25.389086,0
118.842995,331.03846200000004,198.884615,311.5,27.020374,0
132.70916,172.43790900000002,69.738562,144.87581699999998,5.7724,0
138.12053600000002,183.571429,87.57142900000001,505.571429,27.494712,0
127.129518,309.865079,188.515873,315.214286,19.579074,0
95.429688,215.5,95.875,516.75,29.049258,0
127.608029,176.0,73.689655,275.632184,12.686635,0
151.375,297.909091,210.818182,353.727273,31.167635,0
157.895833,233.0,104.666667,519.666667,23.25224,0
130.576177,196.456522,82.61956500000001,318.315217,21.411518,0
122.452321,226.034608,110.783242,506.95082,33.628114000000004,0
132.515758,204.595238,91.809524,431.825397,20.494911,0
112.902153,244.875,114.0,612.0,27.769542,0
126.225225,209.428571,92.357143,590.142857,16.179636,0
134.226191,207.333333,97.52381,542.380952,23.30455,0
116.400524,235.729167,108.6875,729.958333,33.734846999999995,0
138.584416,205.586207,91.310345,395.275862,14.183778,0
130.979167,221.0,100.0,601.0,19.815819,0
131.164773,206.681818,114.727273,483.045455,22.903544,1
119.357692,215.571429,128.367347,476.632653,14.331036,1
112.457143,226.136364,109.318182,742.2272730000001,25.228378,0
132.708609,219.089069,101.676113,476.210526,22.635529,0
108.59375,209.1,99.3,415.6,25.722558,0
129.053977,340.820225,215.179775,337.269663,25.549598,0
115.900154,248.560976,131.268293,519.195122,24.763486,0
125.911306,208.184615,94.646154,615.369231,17.962262,0
123.830544,250.933333,119.85,793.516667,19.287669,0
146.428571,192.5,88.0,593.571429,28.328341,0
132.26666699999998,194.766667,84.5,318.2,19.10032,0
125.171928,559.048,365.968,439.272,15.392322,0
125.074803,254.8125,147.5,388.25,20.224424,1
130.420063,204.6,90.4,405.1,33.130047,0
136.360236,220.697917,94.416667,518.291667,36.83437,0
127.779324,199.5,91.34375,427.15625,17.853571,0
124.794504,319.258687,207.482626,508.80695,27.295886,0
131.03493,197.825397,88.93650799999999,332.587302,24.435486,0
160.0625,237.666667,107.0,771.333333,18.660713,0
117.206044,288.82608700000003,182.73913,438.565217,11.965293,0
129.60376200000002,198.64486,88.0,371.738318,42.908615000000005,0
121.203125,209.0625,92.75,594.25,31.926613,0
119.027561,523.716129,305.445161,443.529032,15.304058,0
138.808338,190.482759,81.767241,345.689655,22.146045,0
135.218659,194.895349,84.372093,393.593023,22.919348,0
132.372596,229.307692,109.692308,584.153846,24.574034,0
124.358396,197.7,86.86,439.02,20.117654,0
156.645833,250.0,116.0,717.0,19.779338,0
132.116667,450.6,306.8,374.0,82.218787,0
106.407407,204.058824,91.411765,571.8823530000001,24.026658,0
136.38843,187.0,83.521739,372.043478,13.335854,0
131.376175,222.35,102.8,621.75,41.419681,0
120.90137,212.826087,100.608696,584.3478259999999,33.808199,0
130.857939,201.777778,88.06666700000001,471.84444400000007,16.218508,0
124.72628799999998,212.696552,99.503448,507.862069,26.124702,0
145.818182,251.333333,118.777778,442.0,23.862776,0
95.818182,220.555556,106.777778,715.5555559999999,10.318388,0
122.331126,314.473684,253.789474,737.894737,30.336433000000003,0
133.851429,236.409091,107.681818,796.2272730000001,28.97163,0
126.867868,218.238095,102.0,663.571429,32.206181,0
87.3125,236.5,114.0,503.0,11.453711,0
126.03906299999998,232.5,105.0,715.5,35.811791,0
135.6875,208.428571,92.857143,584.142857,15.211435,0
131.139373,321.277778,251.277778,581.0185190000001,56.129397,0
133.787368,212.566667,96.366667,632.166667,34.412675,0
126.989583,214.4,98.566667,563.1,31.169429,0
123.436275,219.153846,97.769231,594.0,26.898670000000003,0
117.686164,205.446429,89.80357099999999,640.196429,27.031061,0
142.48803,203.088235,91.044118,414.911765,19.867397,0
142.492188,229.1875,98.625,571.625,19.624204,0
129.152052,190.014925,82.626866,450.059702,22.462116,0
129.287,250.763867,115.939778,718.908082,9.627593,0
133.171908,237.9,119.566667,505.033333,19.853043,0
136.09,221.31579,98.473684,507.052632,13.461343,0
122.132716,263.590164,142.508197,585.786885,26.537394,0
137.091667,229.666667,106.333333,724.333333,29.475112,0
136.776952,211.529412,90.5,465.26470599999993,16.437914000000003,0
128.752717,175.765957,73.329787,229.851064,10.86739,0
116.550481,251.615385,112.923077,883.5384619999999,14.976313,0
123.114643,265.743802,147.826446,488.264463,13.185214000000002,0
130.147143,197.5,81.113636,257.931818,20.414038,0
131.64285700000002,192.660377,80.79245300000001,386.509434,19.536221,0
135.781421,201.652174,91.478261,475.913044,33.888118,0
132.319444,226.722222,101.555556,564.833333,27.81381,0
119.251931,278.138462,170.06153899999998,405.876923,19.065629,0
126.836634,206.973684,94.657895,560.763158,38.665490000000005,0
124.428984,256.934343,166.020202,435.68686900000006,13.408575,0
131.759697,238.768519,121.314815,491.171296,31.891378000000003,0
136.304348,236.347826,110.347826,605.826087,36.13721,0
159.517046,223.636364,98.909091,556.454546,23.853548,0
136.759563,195.695652,89.521739,511.26087,15.833251999999998,0
116.432432,224.405229,100.24183,710.5032679999999,29.044634,0
135.788657,216.520202,99.338384,561.015152,31.950665,0
117.124122,253.537037,116.851852,715.037037,19.086188,0
109.98301,239.961539,106.346154,834.9230769999999,9.364733,0
129.280434,250.238938,118.00885,791.185841,32.836884999999995,0
122.087167,284.0,176.076923,303.78846200000004,24.543849,0
126.675325,230.724138,104.465517,720.0862070000001,18.333165,0
105.962185,187.533333,82.466667,347.866667,13.65707,0
142.81076399999998,187.361111,80.166667,442.944444,16.44482,0
124.633929,274.857143,162.0,511.571429,26.591390000000004,0
140.850694,205.138889,90.25,472.6111110000001,22.23458,0
140.590909,203.75,90.710526,455.0657900000001,19.953738,0
116.291667,222.0,89.0,509.0,25.746629,0
130.725962,239.846154,131.076923,529.384615,40.263334,0
124.294118,204.352941,91.882353,544.7647059999999,24.36743,0
129.940972,244.148148,121.888889,561.388889,20.907571,0
134.849088,194.06579,82.394737,383.407895,23.901731,0
128.123943,178.46007600000002,74.34980999999999,270.243346,15.54336,0
127.807551,254.397541,118.385246,718.086066,7.973375,0
140.675393,227.833333,103.416667,524.416667,24.750281,0
110.47526,211.541667,91.333333,485.833333,23.060006,0
126.955199,249.733333,115.853333,728.8,37.174816,0
126.412337,444.827451,229.20784300000005,378.819608,7.115902,0
139.400568,230.863636,128.409091,420.954546,39.059395,0
117.725705,404.3,282.8,451.75,34.156981,0
96.101563,843.0,662.0,742.0,9.218697,0
90.625,287.666667,154.666667,485.0,80.43838199999999,0
140.805158,242.954546,145.590909,341.0,21.936234,0
128.045738,224.824176,135.901099,507.197802,18.507171,1
119.276403,240.116883,116.038961,554.402597,19.652213,0
115.460526,220.842105,93.0,632.31579,35.273683,0
141.554688,195.4375,86.0,492.5625,25.685523,0
138.954286,211.272727,91.363636,549.636364,24.553534,0
131.947993,228.275362,111.391304,544.942029,23.774672,0
135.887123,190.373913,82.843478,295.93913,21.303407,0
130.358844,200.27027,89.94594599999999,444.162162,34.098941,0
153.746094,251.0625,133.625,499.375,12.572136,0
131.313253,277.361702,167.191489,331.29787200000004,21.846495,0
132.648459,213.377778,98.177778,656.4,23.447172,0
135.851813,225.823529,108.378151,598.689076,29.074484,0
118.507389,214.615385,92.692308,390.538462,17.349522,0
106.355814,218.62963,99.481481,719.592593,19.924205,0
119.796053,499.3157900000001,351.368421,574.368421,42.308654,0
136.53125,214.125,94.875,625.5,14.87395,0
133.212865,176.148148,71.40740699999999,237.666667,10.489266,0
126.99661,216.810811,99.540541,692.4324320000001,27.661842,0
115.288328,218.722222,95.638889,620.833333,21.98014,0
139.790476,255.333333,121.333333,722.363636,16.805537,0
137.492593,231.529412,106.941177,676.647059,36.431953,0
120.144599,205.583333,89.94444399999999,522.527778,23.361673,0
115.87681200000002,209.028571,100.142857,605.7428570000001,25.98392,0
100.6875,234.142857,113.28571399999998,591.857143,27.655313,0
135.118885,184.446602,81.359223,266.38835,10.91921,0
139.218519,256.058824,119.705882,781.0,33.274365,0
111.707407,198.235294,89.470588,632.470588,32.167813,0
136.250617,191.686275,87.17647099999999,441.76470599999993,20.390781,0
133.359375,166.0,84.0,247.0,14.101751,0
137.474432,262.636364,122.863636,920.5,11.521898,0
112.103053,215.773913,95.669565,581.8,29.360576,0
134.822076,235.57894700000003,112.789474,553.210526,25.775842,0
97.854167,224.333333,93.0,658.583333,14.570709,0
122.048,223.375,99.75,707.125,8.569567999999999,0
127.656064,209.349206,91.571429,568.984127,31.433581,0
131.170649,214.081081,113.567568,573.054054,25.018766,1
125.255435,208.057143,103.685714,328.685714,14.940043,0
110.488281,230.0625,103.875,543.8125,26.564706,0
126.136912,264.807692,141.461539,544.153846,20.709851,0
131.673077,229.307692,109.717949,458.666667,23.428209,0
140.521739,204.807692,90.692308,593.538462,20.188168,0
159.666667,225.333333,98.666667,596.666667,21.582529,0
99.8125,167.4375,84.4375,196.9375,10.517656,1
115.763099,261.424779,129.46017700000002,771.0353980000001,27.342366,0
116.696017,218.5,105.233333,427.0,28.421119,0
117.650655,236.486111,155.458333,541.541667,18.511821,1
113.21428600000002,440.857143,271.428571,579.428571,66.103197,0
132.58281599999998,178.606557,75.42623,262.344262,16.20684,0
125.631746,230.082569,105.513762,667.082569,30.671622,0
119.003514,360.976,323.688,784.584,60.34081,0
108.821875,213.8,95.05,571.9,16.152708999999998,0
146.392046,232.545455,99.272727,639.636364,21.960144,0
114.331731,199.384615,82.307692,413.846154,42.000986,0
124.233096,222.508108,100.243243,653.594595,29.598581,0
135.572917,202.041667,84.291667,338.75,26.428625,0
102.916667,208.666667,89.666667,501.333333,26.297444,0
124.934955,233.414414,108.68468500000002,789.207207,24.144716,0
134.25466799999998,213.833333,96.642857,488.452381,18.878625,0
110.086539,211.0,93.0,420.615385,31.143303000000003,0
101.275,273.0,124.0,924.2,22.675096,0
121.403409,230.363636,104.636364,760.2727269999999,25.804414,0
129.463956,204.75,90.867647,455.397059,41.654764,0
138.334056,166.931035,67.103448,317.517241,14.91474,0
129.30303,212.130435,96.695652,455.5434780000001,47.588446000000005,0
123.662021,203.916667,98.361111,604.4444440000001,42.016715000000005,0
119.506522,224.241379,131.586207,592.241379,27.410822,1
124.026356,218.910569,105.487805,594.939024,28.089855,0
129.295455,236.0,127.0,339.0,24.406678,0
130.003103,216.950617,103.358025,414.703704,14.148385,0
117.109948,286.416667,163.833333,430.666667,25.084718,0
144.960227,226.0,101.0,611.0,21.400162,0
139.73224,266.086957,119.565217,851.0,19.335658,0
127.078125,592.333333,429.0,470.333333,33.283713,0
141.20416699999998,220.0,101.6,643.666667,37.417999,0
127.77831299999998,222.538462,106.384615,648.0769230000001,32.668651000000004,0
122.041254,237.394737,140.89473700000002,415.578947,19.679707,0
134.582956,264.571429,151.485714,418.442857,22.977207,0
113.99768,214.857143,135.78571399999998,452.5,11.775699,1
143.20625,207.2,87.4,413.4,15.286923000000002,0
137.166052,217.11764700000003,97.323529,456.705882,24.368353,0
121.169643,197.785714,91.607143,525.75,22.500879,0
149.716216,253.071429,135.428571,319.142857,26.842796000000003,0
174.32638899999998,263.888889,154.88888899999998,316.555556,8.061492,0
114.752101,186.866667,81.866667,518.333333,20.558345000000003,0
136.005988,218.904762,96.52381,582.333333,21.49524,0
118.36468700000002,221.631579,112.684211,617.0,34.036002,0
152.21381599999998,280.736842,156.05263200000002,309.210526,22.275908,0
132.157895,212.213115,99.52459,532.786885,29.276128000000003,0
131.31178300000002,160.010753,68.026882,174.102151,8.570950999999999,0
120.573113,219.962963,98.407407,634.5555559999999,21.600246,0
125.676568,183.578947,79.73684200000001,334.94736800000004,23.425724,0
128.32103700000002,250.4,136.76363600000002,186.5,22.341534,0
126.981584,201.647059,89.38235300000001,487.23529400000007,19.787889,0
112.572864,217.28,103.08,651.0,29.190519,0
107.745833,204.133333,83.466667,479.866667,22.956965,0
144.63839299999998,215.5,87.42857099999999,590.928571,23.116828,0
138.164179,230.619048,103.190476,662.619048,35.33667,0
125.393701,427.1875,409.5,704.90625,55.92905,0
142.496241,224.68,99.92,661.4,31.102694,0
127.354059,366.855346,280.660377,546.7735849999999,24.476522,0
122.665428,218.267717,136.586614,498.633858,26.649676,1
130.264095,203.964706,99.552941,300.435294,50.290896,0
130.27957,190.028571,82.285714,445.971429,20.054131,0
137.22231399999998,194.828947,84.315789,387.697368,25.988291,0
113.153543,217.875,99.125,452.0,13.068181,0
128.02037,256.676471,121.803922,676.4117650000001,21.061553,0
127.910835,223.821429,102.053571,520.803571,31.726505,0
122.988235,206.418605,91.790698,590.790698,25.471455,0
123.554348,202.826087,106.391304,364.565217,17.314068,0
131.520179,192.714286,75.42857099999999,393.0,27.044182,0
133.59112199999998,238.481482,121.740741,637.5185190000001,29.443396000000003,0
109.5625,236.8,110.3,647.2,16.306134,0
135.895288,192.305556,90.694444,339.263889,17.432802,1
129.872072,209.557143,96.742857,425.885714,27.757702,0
127.00781299999998,206.0,89.25,444.75,19.406426,0
122.006993,239.0,139.777778,542.166667,23.846733,1
130.859599,175.0,81.363636,241.863636,13.459459,0
145.681548,216.47619100000003,98.52381,524.5238099999999,20.293873,0
117.874074,205.823529,88.235294,478.823529,23.938936,0
135.342857,247.26277400000004,121.518248,485.992701,29.126936,0
117.156146,206.368421,93.842105,555.684211,33.503049,0
135.106393,244.227273,114.905303,634.700758,23.539084,0
120.321906,217.133333,98.266667,665.96,24.361354,0
124.377261,228.534247,110.027397,556.260274,26.876137,0
115.761798,228.635714,107.578571,623.792857,37.007181,0
153.735119,259.23809500000004,133.380952,432.190476,21.091422,0
128.05031499999998,211.25,99.25,588.25,27.458878,0
117.843836,256.195652,117.108696,901.195652,22.053767,0
150.53571399999998,223.142857,101.285714,655.428571,27.776807,0
141.197,273.777778,169.333333,448.777778,20.619665,0
103.493056,198.222222,87.111111,410.777778,40.252291,0
116.419643,180.571429,75.285714,389.571429,17.295747,0
168.760417,228.5,104.666667,769.833333,9.441339,0
109.497024,223.571429,101.952381,645.571429,18.035113,0
136.35943500000002,210.30581,118.422018,462.5688070000001,21.609575,1
124.860892,252.416667,124.25,595.166667,26.561217,0
136.00954199999998,213.181818,97.0,593.484849,37.998937,0
136.492126,179.0,86.25,499.75,26.543596,1
115.420833,209.4,88.866667,551.9333330000001,22.948251000000003,0
116.884868,208.210526,97.368421,591.631579,32.469120000000004,0
123.673077,193.153846,88.538462,554.461539,21.40287,0
114.588697,198.95,91.1,495.75,23.416821,0
133.230663,235.758242,118.494506,445.681319,22.454527,0
129.767717,213.5,94.5,794.75,28.439629,0
132.840876,221.418605,97.093023,617.0,28.609586,0
122.793651,263.25,125.0,862.25,25.000547,0
125.042832,214.75,95.305556,444.902778,23.274591,0
116.573864,226.787879,143.939394,582.0,30.482981,1
119.017964,188.333333,82.47619,354.666667,21.717836,0
126.404839,224.474359,106.153846,565.75641,24.249714,0
130.711775,169.526738,69.40106999999999,187.684492,8.875741,0
156.242188,240.0,110.5,726.0,29.626582,0
126.019886,186.181818,79.909091,359.590909,16.30165,0
122.298378,213.55172400000004,127.12069,527.258621,22.926737,1
117.76801299999998,215.8,94.925,456.05,16.846805,0
131.795563,211.45,111.45,598.5,31.472121,1
131.419704,182.036036,76.684685,276.936937,18.710269,0
140.338631,202.884615,90.346154,310.692308,15.21595,0
123.166667,249.083333,116.5,930.5,17.787909,0
126.664032,229.5625,112.65625,652.75,20.14903,0
119.801932,229.538462,104.384615,655.0769230000001,36.684264,0
127.877551,222.864865,97.918919,652.297297,24.115318,0
129.716854,265.178571,147.5,231.928571,14.862765,0
135.4375,234.947368,108.526316,570.684211,19.241719,0
145.32589299999998,207.285714,96.428571,571.571429,25.814487,0
136.434426,193.456522,93.543478,467.5434780000001,25.1669,0
136.77043999999998,200.3,91.6,570.6,31.802358,0
115.805276,237.04,112.88,627.32,23.559194,0
129.186757,224.040541,101.824324,591.9594599999999,16.801097,0
140.572093,216.814815,92.592593,556.148148,17.941224,0
147.765823,211.8,99.1,439.6,21.434785,0
114.269517,194.088235,86.79411800000001,483.058824,24.357701,0
113.713877,251.954546,118.840909,801.681818,32.625821,0
142.714844,248.65625,120.375,669.125,27.505397,0
125.693922,227.363636,109.5,750.545455,21.576598,0
137.029056,261.307692,159.442308,406.461539,19.448565,0
132.819765,253.198718,139.923077,454.98718,14.901864000000002,0
160.447917,260.0,136.0,607.0,14.715827,0
133.66076,190.546667,80.693333,329.026667,18.435733,0
113.969907,250.296296,128.777778,656.962963,24.152351,0
137.104167,249.111111,110.444444,788.111111,35.048466999999995,0
136.96428600000002,215.0,100.285714,676.428571,24.674204,0
128.8125,236.454546,110.454546,663.2727269999999,35.974279,0
119.330898,250.116667,119.716667,665.383333,33.613324,0
118.110354,365.608696,268.086957,448.021739,16.949567000000002,0
123.825719,218.297297,99.837838,650.783784,24.95527,0
141.195313,229.0,109.5,708.5,15.524175,0
104.027859,265.534884,121.232558,829.162791,14.900209,0
139.325137,195.782609,80.608696,441.434783,21.784474,0
146.625,208.588235,88.70588199999999,454.0,15.857715,0
139.744792,236.875,107.5,532.25,25.705835,0
127.7,242.85,112.6,755.5,28.687279,0
110.207824,215.615385,99.230769,562.730769,24.653006,0
