V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
3.732;2.4553;2.0;0.0;0.0;0.0;0.0;28.6;2.0;0.0;0.0;0.0;3.09;1.585;8.16;0.0;1.005;1.14;0.0;0.0;0.0;1.258;0.0;0.0;1.0;0.0;1.802;-0.211;0.0;0.0;2.488;0.0;0.0;0.0;0.0;3.5780000000000003;2.37;0.0;8.315;0.0;2.0;0;0;V36 > 3.48 AND V25 > 0.00;2;0.9738430583501007;0.1514;0.9612403100775194;0.22142857142857142
5.994;2.4353;7.0;0.0;0.0;3.0;0.0;45.5;0.0;0.0;0.0;0.425;4.296;0.768;11.48;0.0;1.071;1.095;0.0;0.0;0.0;1.384;6.0;0.0;1.0;0.0;2.799;0.0;0.0;0.0;0.955;4.0;0.0;0.0;0.0;4.407;2.58;0.0;9.865;0.0;7.0;0;0;V36 > 3.99 AND V25 > 0.00;2;0.9842249657064472;0.1038;0.9879518072289156;0.14642857142857144
4.412;3.4435;0.0;0.0;0.0;0.0;0.0;33.9;2.0;4.0;0.0;-0.268;4.587;4.437;10.757;8.0;0.974;1.137;0.0;0.0;0.0;1.208;0.0;0.0;0.0;0.0;2.086;0.0;0.0;23.892;17.114;0.0;0.0;0.0;0.0;3.395;1.899;0.0;9.075;0.0;0.0;1;1;V33 <= 2.00 AND V36 <= 3.48 AND V12 <= -0.18 AND V37 <= 2.46;4;1.0;0.0112;1.0;0.04195804195804196
5.461;2.7306;0.0;0.0;7.0;2.0;0.0;29.4;4.0;0.0;5.0;0.0;3.2710000000000004;1.124;10.724;0.0;0.972;1.151;0.0;0.0;0.0;1.2;1.0;0.0;0.0;0.0;2.412;0.003;0.0;0.0;1.306;0.0;0.0;3.0;4.0;3.487;1.986;2.0;7.935;0.0;0.0;0;0;V27 > 2.36 AND V38 > 1.00 AND V22 > 1.18;3;1.0;0.0617;1.0;0.08392857142857142
4.412;3.7308;0.0;0.0;0.0;0.0;0.0;30.6;2.0;8.0;0.0;-0.5539999999999999;4.2010000000000005;3.774;10.379;8.0;1.002;1.144;0.0;0.0;0.0;1.146;0.0;0.0;0.0;0.0;2.085;0.0;0.0;23.21;10.723;0.0;0.0;0.0;0.0;3.397;2.311;0.0;8.752;0.0;0.0;1;1;V12 <= -0.18 AND V36 <= 3.48 AND V1 <= 4.44 AND V38 <= 0.00 AND V16 > 0.00;5;0.9887387387387387;0.0347;1.0;0.1048951048951049
5.13;3.5144;0.0;0.0;0.0;1.0;0.0;30.0;5.0;1.0;0.0;0.0;3.0610000000000004;1.761;10.106;1.0;0.972;1.145;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;2.175;-0.021;0.0;0.0;2.729;0.0;0.0;0.0;1.0;3.292;2.108;0.0;7.587000000000001;0.0;0.0;0;0;V31 > 1.43 AND V6 > 0.00 AND V28 <= 0.00;3;0.9764705882352941;0.0825;0.9583333333333334;0.12321428571428572
5.175;3.9016;0.0;0.0;0.0;1.0;0.0;29.6;3.0;3.0;0.0;-0.239;3.227;1.859;10.165;3.0;1.002;1.146;0.0;0.0;0.0;1.146;0.0;0.0;0.0;0.0;2.175;0.0139999999999999;0.0;10.355;3.341;0.0;0.0;0.0;0.0;3.389;2.5380000000000003;0.0;7.979;0.0;0.0;1;1;V28 > 0.00 AND V36 <= 3.48 AND V12 <= -0.18;3;0.9735849056603774;0.0195;0.9523809523809523;0.06993006993006994
4.856;3.0864;2.0;0.0;0.0;0.0;3.0;42.1;0.0;3.0;0.0;-1.05;3.735;1.662;10.15;2.0;1.061;1.115;0.0;0.0;0.0;1.249;1.0;0.0;1.0;0.0;2.281;-0.002;0.0;10.157;2.83;0.0;3.0;0.0;1.0;4.009;2.991;0.0;9.053;0.0;2.0;0;0;V36 > 3.99 AND V33 > 2.00;2;0.980497646267653;0.0961;0.9879518072289156;0.14642857142857144
4.828;3.3085;0.0;0.0;6.0;0.0;2.0;57.1;0.0;0.0;4.0;0.0;3.292;1.261;9.749;0.0;1.006;1.101;0.0;0.0;0.0;1.35;1.0;0.0;0.0;0.0;2.247;0.015;0.0;0.0;1.436;0.0;0.0;2.0;0.0;3.761;2.833;2.0;8.437000000000001;0.0;0.0;0;0;V36 > 3.72 AND V11 > 2.00;2;0.951974386339381;0.156;0.9666666666666667;0.20714285714285716
5.665;2.2521;1.0;0.0;0.0;1.0;3.0;54.3;0.0;0.0;0.0;0.0;4.0;0.432;10.89;0.0;0.983;1.093;0.0;0.0;0.0;1.345;3.0;0.0;1.0;0.0;2.49;0.0;0.0;0.0;1.839;0.0;0.0;0.0;0.0;4.0;2.018;0.0;9.166;0.0;1.0;0;0;V36 > 3.99 AND V25 > 0.00;2;0.9788583509513742;0.0979;0.9879518072289156;0.14642857142857144
5.311;3.9327;0.0;0.0;0.0;1.0;0.0;29.0;4.0;2.0;0.0;0.0;3.168;1.823;10.13;6.0;0.984;1.147;0.0;0.0;0.0;1.137;0.0;0.0;0.0;0.0;2.255;0.012;0.0;0.0;2.301;0.0;0.0;0.0;2.0;3.3160000000000003;2.386;0.0;7.569;0.0;0.0;0;0;V34 <= 2.00 AND V6 > 0.00 AND V12 <= 0.00;3;0.9758454106280193;0.0941;0.9615384615384616;0.13392857142857142
4.499;2.8945;1.0;0.0;0.0;0.0;1.0;46.7;1.0;0.0;0.0;0.0;3.185;1.125;9.311;0.0;0.991;1.107;0.0;0.0;0.0;1.3230000000000002;1.0;0.0;1.0;0.0;2.136;0.043;0.0;0.0;1.481;0.0;0.0;0.0;0.0;3.692;2.16;0.0;8.337;0.0;1.0;1;1;V33 <= 0.00 AND V15 <= 9.49 AND V36 <= 3.99 AND V38 <= 0.00 AND V39 <= 8.49 AND V37 > 2.11 AND V1 <= 5.11 AND V27 <= 2.26 AND V3 <= 1.00 AND V34 <= 0.00 AND V9 > 0.00 AND V2 <= 3.05;12;0.9607843137254902;0.0308;1.0;0.0944055944055944
4.803;1.403;0.0;0.0;6.0;0.0;4.0;42.2;0.0;2.0;10.0;-0.069;4.134;0.477;10.907;6.0;1.003;1.127;0.0;0.0;0.0;1.215;4.0;0.0;0.0;0.0;2.356;0.0;0.0;23.374;5.207000000000001;0.0;2.0;4.0;2.0;3.729;2.26;4.0;9.22;0.0;0.0;0;0;V36 > 3.72 AND V7 > 3.00;2;0.9721518987341772;0.1534;0.9703703703703703;0.23392857142857143
4.77;3.0499;1.0;0.0;0.0;0.0;2.0;47.4;1.0;0.0;0.0;1.0659999999999998;3.375;1.185;9.882;0.0;0.986;1.106;0.0;0.0;0.0;1.348;1.0;0.0;1.0;0.0;2.236;0.013;0.0;0.0;1.74;0.0;1.0;0.0;0.0;3.881;2.211;0.0;8.62;0.0;1.0;0;0;V36 > 3.72 AND V25 > 0.00;2;0.9721496953872933;0.1482;0.9831932773109243;0.20892857142857144
5.02;1.5772;2.0;2.0;14.0;0.0;8.0;45.7;2.0;4.0;20.0;-2.182;4.79;0.774;11.501;6.0;1.018;1.118;0.0;0.0;0.0;1.289;4.0;0.0;1.0;0.0;2.393;0.0;0.0;49.391000000000005;7.983;0.0;6.0;18.0;2.0;4.005;2.543;6.0;9.977;0.0;2.0;0;0;V36 > 3.99 AND V4 > 0.00;2;1.0;0.013;1.0;0.023214285714285715
4.414;2.2808;0.0;0.0;0.0;0.0;0.0;35.3;0.0;1.0;0.0;0.4639999999999999;2.801;0.802;9.183;2.0;0.985;1.134;0.0;0.0;0.0;1.197;1.0;0.0;0.0;0.0;2.101;-0.069;0.0;10.463;0.975;0.0;0.0;0.0;0.0;3.344;2.31;0.0;7.446000000000001;0.0;0.0;1;1;V1 <= 4.84 AND V36 <= 3.48 AND V30 > 0.00 AND V38 <= 0.00 AND V13 <= 3.09;5;0.9828009828009828;0.0411;1.0;0.12237762237762238
5.2;3.1674;0.0;0.0;6.0;0.0;4.0;45.5;0.0;4.0;6.0;0.0;3.793;1.125;10.598;8.0;1.058;1.121;0.0;2.0;0.0;1.262;3.0;0.0;0.0;0.0;2.441;0.0;0.0;42.927;1.832;0.0;2.0;4.0;0.0;4.033;3.167;2.0;9.15;0.0;0.0;0;0;V36 > 3.99 AND V20 > 0.00;2;0.9820359281437125;0.0238;1.0;0.0375
4.56;4.4123;0.0;0.0;0.0;0.0;0.0;33.3;4.0;4.0;0.0;-0.945;3.979;3.022;10.432;10.0;0.987;1.139;0.0;0.0;0.0;1.183;0.0;0.0;0.0;0.0;2.156;0.0;0.0;23.321;6.935;0.0;0.0;0.0;0.0;3.542;2.25;0.0;8.631;0.0;0.0;1;1;V23 <= 1.00 AND V12 <= -0.18 AND V1 <= 4.84 AND V37 <= 2.46;4;1.0;0.015;1.0;0.04895104895104895
5.386;4.1216;0.0;0.0;9.0;1.0;4.0;33.3;3.0;4.0;8.0;0.0;4.091;1.7080000000000002;11.059;8.0;1.057;1.171;0.0;2.0;1.0;1.142;1.0;0.0;0.0;0.0;2.479;0.0;0.0;44.711000000000006;2.168;0.0;3.0;8.0;0.0;4.004;3.475;3.0;9.257;0.0;3.0;0;0;V36 > 3.99 AND V21 > 0.00;2;1.0;0.0151;1.0;0.025
4.235;3.3919;0.0;0.0;0.0;0.0;0.0;28.6;2.0;3.0;0.0;-0.255;3.039;1.975;9.118;1.0;1.014;1.149;0.0;0.0;0.0;1.124;0.0;0.0;0.0;0.0;1.962;0.048;0.0;10.129;3.449;0.0;0.0;0.0;0.0;3.35;2.685;0.0;7.677;0.0;0.0;1;1;V36 <= 3.72 AND V39 <= 8.49 AND V30 > 0.00 AND V34 <= 2.00 AND V22 <= 1.24 AND V15 <= 9.49 AND V10 > 2.00;7;0.9858156028368794;0.0215;1.0;0.06293706293706294
5.086;3.6943;0.0;0.0;0.0;1.0;0.0;25.0;3.0;2.0;0.0;0.0;2.62;0.918;9.771;3.0;1.005;1.156;0.0;0.0;0.0;1.104;0.0;0.0;0.0;0.0;2.074;-0.23;0.0;0.0;1.372;0.0;0.0;0.0;1.0;3.31;2.792;0.0;7.266;0.0;0.0;0;0;V9 > 0.00 AND V6 > 0.00 AND V30 <= 0.00;3;0.9796437659033079;0.0784;0.9545454545454546;0.1125
5.086;2.4664;1.0;0.0;0.0;1.0;0.0;30.8;2.0;1.0;0.0;0.0;2.929;1.39;9.812;0.0;1.014;1.14;0.0;0.0;0.0;1.169;1.0;0.0;1.0;0.0;2.38;0.126;0.0;0.0;1.372;1.0;0.0;0.0;0.0;3.699;2.31;0.0;8.193999999999999;0.0;1.0;0;0;V36 > 3.48 AND V25 > 0.00;2;0.9734607218683652;0.1518;0.9612403100775194;0.22142857142857142
4.214;2.9483;0.0;0.0;0.0;0.0;0.0;23.5;1.0;1.0;0.0;0.0;2.587;1.459;8.755;0.0;0.991;1.164;0.0;0.0;0.0;1.127;0.0;0.0;0.0;0.0;1.902;-0.223;0.0;0.0;2.052;0.0;0.0;1.0;1.0;3.077;2.5;1.0;6.954;0.0;0.0;1;1;V17 <= 1.00 AND V36 <= 3.48 AND V37 > 2.46 AND V1 <= 5.11 AND V15 <= 9.49 AND V10 > 0.00 AND V34 <= 2.00 AND V2 <= 3.05;8;0.9560439560439561;0.0131;0.9166666666666666;0.038461538461538464
5.697;2.6497;0.0;0.0;6.0;1.0;1.0;41.4;1.0;3.0;6.0;-1.903;3.768;0.972;10.864;10.0;1.021;1.128;0.0;0.0;0.0;1.235;2.0;0.0;0.0;0.0;2.511;0.0;0.0;35.007;1.861;0.0;0.0;2.0;2.0;3.82;2.789;2.0;8.806000000000001;0.0;0.0;0;0;V36 > 3.72 AND V6 > 0.00;2;0.9501525940996948;0.0766;0.984375;0.1125
5.516;2.7057;1.0;0.0;2.0;0.0;4.0;41.4;0.0;2.0;4.0;0.0;3.872;0.732;10.806;8.0;1.012;1.118;0.0;0.0;0.0;1.29;2.0;0.0;0.0;0.0;2.426;0.0;0.0;24.454;2.676;0.0;4.0;4.0;4.0;4.738;2.681;2.0;9.664;0.0;0.0;0;0;V36 > 3.72 AND V33 > 2.00;2;0.9873843566021867;0.1253;0.9803921568627451;0.17857142857142858
4.86;3.3466;1.0;0.0;0.0;0.0;3.0;40.0;0.0;2.0;0.0;0.0;3.4530000000000003;1.273;9.967;4.0;1.02;1.122;0.0;0.0;0.0;1.25;1.0;0.0;1.0;0.0;2.282;-0.008;0.0;0.0;1.634;0.0;3.0;0.0;0.0;3.932;2.374;0.0;8.641;0.0;1.0;0;0;V36 > 3.72 AND V33 > 2.00;2;0.9841897233201581;0.1191;0.9803921568627451;0.17857142857142858
3.902;2.906;0.0;0.0;4.0;0.0;0.0;21.4;2.0;0.0;0.0;0.0;3.063;2.322;8.881;0.0;0.985;1.175;0.0;0.0;0.0;1.104;0.0;0.0;0.0;0.0;1.919;-0.024;0.0;0.0;4.086;0.0;0.0;6.0;6.0;2.995;2.2;4.0;7.275;0.0;0.0;0;0;V22 <= 1.18 AND V38 > 1.00 AND V10 <= 0.00;3;0.9822222222222222;0.0126;0.9090909090909091;0.017857142857142856
4.802;2.3043;3.0;0.0;1.0;0.0;2.0;45.0;0.0;0.0;4.0;0.0;3.86;1.632;10.181;0.0;1.01;1.079;0.0;0.0;0.0;1.4380000000000002;3.0;0.0;0.0;0.0;2.38;-0.001;0.0;0.0;3.108;0.0;0.0;2.0;0.0;4.346;2.25;2.0;9.455;0.0;0.0;0;0;V36 > 3.72 AND V3 > 1.00;2;0.9719557195571956;0.1699;0.9716312056737588;0.24464285714285713
5.29;3.4786;2.0;0.0;1.0;0.0;0.0;30.0;5.0;3.0;6.0;0.0;3.963;1.958;10.77;8.0;1.002;1.136;0.0;0.0;0.0;1.263;1.0;0.0;0.0;0.0;2.36;0.0;0.0;0.0;3.196;0.0;0.0;5.0;0.0;4.699;2.227;2.0;9.633;0.0;0.0;0;0;V36 > 3.72 AND V3 > 1.00;2;0.9765625;0.1615;0.9716312056737588;0.24464285714285713
4.414;3.1806;0.0;0.0;0.0;0.0;0.0;42.9;1.0;0.0;1.0;0.0;2.8680000000000003;0.802;9.183;0.0;0.982;1.125;0.0;0.0;0.0;1.295;1.0;0.0;0.0;0.0;2.101;-0.077;0.0;0.0;0.975;0.0;0.0;3.0;0.0;3.579;2.095;1.0;7.821000000000001;0.0;0.0;0;0;V34 > 2.00 AND V22 > 1.24 AND V11 > 0.00 AND V28 <= 0.00;4;0.9819277108433735;0.0948;1.0;0.15
5.0680000000000005;3.3983;0.0;0.0;0.0;0.0;2.0;41.7;0.0;4.0;0.0;-1.1;3.571;1.59;10.257;10.0;1.03;1.121;0.0;0.0;0.0;1.202;1.0;0.0;0.0;0.0;2.343;0.001;0.0;22.449;2.147;0.0;0.0;0.0;0.0;3.793;2.833;0.0;8.593;2.0;0.0;1;1;V16 > 2.00 AND V40 > 0.00 AND V12 <= -0.18 AND V22 <= 1.24 AND V38 <= 0.00 AND V1 <= 5.11 AND V17 > 1.03;7;0.9651741293532339;0.0024;1.0;0.006993006993006993
4.958;3.552;0.0;0.0;1.0;0.0;3.0;38.9;1.0;3.0;3.0;0.0;3.375;1.16;10.099;6.0;1.041;1.132;0.0;1.0;0.0;1.226;1.0;0.0;0.0;0.0;2.303;-0.008;0.0;20.514;1.602;0.0;2.0;2.0;1.0;3.876;3.182;1.0;8.601;0.0;0.0;0;0;V36 > 3.72 AND V20 > 0.00;2;0.9704142011834319;0.0588;0.9803921568627451;0.08928571428571429
4.214;3.3939;0.0;0.0;0.0;0.0;0.0;28.6;2.0;2.0;0.0;-0.211;2.662;1.459;8.755;1.0;1.014;1.149;0.0;0.0;0.0;1.138;0.0;0.0;0.0;0.0;1.902;-0.249;0.0;9.822;2.052;0.0;0.0;0.0;0.0;3.344;2.944;0.0;7.382000000000001;0.0;0.0;1;1;V30 <= 12.31 AND V36 <= 3.48 AND V12 <= -0.18;3;0.9576271186440678;0.0452;0.9473684210526315;0.1258741258741259
4.562;3.8122;0.0;0.0;0.0;0.0;0.0;33.3;1.0;2.0;0.0;-0.759;2.7230000000000003;0.918;9.184;4.0;1.025;1.139;0.0;0.0;0.0;1.179;0.0;0.0;0.0;0.0;2.0;-0.258;0.0;9.6;1.521;0.0;0.0;0.0;1.0;3.511;3.556;0.0;7.676;0.0;0.0;1;1;V16 <= 6.00 AND V27 <= 2.10 AND V12 <= -0.18 AND V38 <= 0.00;4;0.9887323943661972;0.0467;0.975;0.13636363636363635
4.895;3.5219;1.0;0.0;2.0;0.0;3.0;37.5;0.0;2.0;4.0;0.0;3.52;1.16;10.099;4.0;1.0590000000000002;1.137;0.0;1.0;0.0;1.252;1.0;0.0;1.0;0.0;2.292;-0.008;0.0;20.341;1.696;0.0;3.0;4.0;2.0;3.977;3.192;2.0;8.892000000000001;0.0;1.0;0;0;V36 > 3.72 AND V33 > 2.00;2;0.9801192842942346;0.1243;0.9803921568627451;0.17857142857142858
4.596;2.3621;0.0;0.0;0.0;0.0;0.0;30.4;2.0;0.0;1.0;0.0;2.867;0.875;9.54;0.0;0.969;1.148;0.0;0.0;0.0;1.2;1.0;0.0;0.0;0.0;2.175;0.037;0.0;0.0;1.069;0.0;0.0;4.0;1.0;3.247;1.7080000000000002;1.0;7.325;0.0;0.0;0;0;V34 > 2.00 AND V10 <= 0.00 AND V1 > 4.44;3;0.950852557673019;0.0698;0.9824561403508771;0.1
4.678999999999999;2.2806;0.0;0.0;4.0;0.0;0.0;28.6;2.0;0.0;4.0;0.0;3.084;1.261;9.715;0.0;0.974;1.154;0.0;0.0;0.0;1.159;1.0;0.0;0.0;0.0;2.222;0.012;0.0;0.0;1.695;2.0;0.0;2.0;4.0;3.245;1.967;2.0;7.476;0.0;0.0;0;0;V8 <= 37.50 AND V38 > 1.00 AND V28 > 0.00;3;1.0;0.025;0.9666666666666667;0.05178571428571429
5.072;2.9677;0.0;0.0;0.0;0.0;2.0;38.1;2.0;4.0;0.0;-0.942;3.863;2.341;10.435;12.0;1.001;1.129;0.0;0.0;0.0;1.206;1.0;0.0;0.0;0.0;2.351;0.0;0.0;23.889;4.023;0.0;0.0;0.0;0.0;3.794;2.4330000000000003;0.0;8.737;2.0;0.0;1;1;V7 > 1.00 AND V40 > 0.00 AND V15 <= 10.51;3;1.0;0.008;1.0;0.03146853146853147
4.807;3.3179;1.0;0.0;0.0;0.0;3.0;43.8;1.0;1.0;0.0;0.0;3.297;0.8809999999999999;9.833;2.0;1.012;1.113;0.0;0.0;0.0;1.298;1.0;0.0;1.0;0.0;2.246;-0.025;0.0;0.0;1.06;0.0;2.0;0.0;1.0;3.926;2.568;0.0;8.562000000000001;0.0;1.0;0;0;V36 > 3.72 AND V25 > 0.00;2;0.9749049429657795;0.1353;0.9831932773109243;0.20892857142857144
4.214;3.3376;0.0;0.0;0.0;0.0;0.0;33.3;0.0;2.0;1.0;-1.072;2.774;1.459;8.755;2.0;1.071;1.148;0.0;0.0;0.0;1.187;0.0;0.0;0.0;0.0;1.902;-0.2769999999999999;0.0;9.377;2.052;0.0;0.0;1.0;1.0;3.423;4.111000000000001;1.0;7.746;0.0;0.0;1;1;V12 <= -0.18 AND V36 <= 3.48 AND V30 > 0.00 AND V15 <= 9.49 AND V35 <= 1.00;5;0.9660493827160493;0.0278;1.0;0.08391608391608392
4.802;1.7802;2.0;0.0;5.0;0.0;2.0;39.4;0.0;0.0;4.0;0.0;3.892;0.0;10.46;0.0;0.986;1.113;0.0;0.0;0.0;1.339;4.0;0.0;0.0;0.0;2.384;0.0;0.0;0.0;3.735;0.0;0.0;5.0;1.0;4.341;1.824;2.0;9.301;0.0;0.0;0;0;V36 > 3.99 AND V3 > 1.00;2;0.9730769230769231;0.1515;0.9841269841269841;0.22142857142857142
5.188;2.6152;3.0;0.0;2.0;1.0;2.0;45.0;0.0;2.0;2.0;-1.233;3.998;1.274;10.841;6.0;1.082;1.116;0.0;0.0;0.0;1.287;3.0;0.0;0.0;0.0;2.497;0.0;0.0;23.37;2.276;0.0;0.0;3.0;0.0;4.257;3.123;1.0;9.436;0.0;3.0;0;0;V36 > 3.48 AND V3 > 1.00;2;0.9840478564307079;0.1737;0.9731543624161074;0.25892857142857145
4.476;3.7418;0.0;0.0;0.0;0.0;0.0;30.0;3.0;2.0;0.0;-0.195;2.917;1.5;9.345;2.0;0.998;1.146;0.0;0.0;0.0;1.153;0.0;0.0;0.0;0.0;2.042;-0.079;0.0;10.191;2.34;0.0;0.0;0.0;0.0;3.389;2.625;0.0;7.627999999999999;0.0;0.0;1;1;V15 <= 10.04 AND V36 <= 3.48 AND V12 <= -0.18 AND V17 <= 1.00;4;1.0;0.0082;1.0;0.024475524475524476
4.91;2.843;1.0;0.0;0.0;0.0;3.0;52.6;0.0;0.0;0.0;0.0;3.468;0.629;10.06;0.0;0.98;1.083;0.0;0.0;0.0;1.409;3.0;0.0;0.0;0.0;2.333;0.004;0.0;0.0;1.207;0.0;1.0;0.0;0.0;3.921;2.02;0.0;8.704;0.0;0.0;0;0;V36 > 3.72 AND V22 > 1.30 AND V33 > 0.00;3;0.9729514717581543;0.1185;0.9690721649484536;0.16785714285714284
4.414;2.2803;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;1.0;0.0;2.736;0.802;9.183;0.0;0.97;1.149;0.0;0.0;0.0;1.178;1.0;0.0;0.0;0.0;2.101;-0.065;0.0;0.0;0.975;0.0;0.0;2.0;0.0;3.178;1.643;1.0;7.138;0.0;0.0;0;0;V23 > 0.00 AND V14 <= 0.88 AND V34 > 0.00 AND V2 <= 2.52;4;0.961864406779661;0.054;0.9347826086956522;0.07678571428571429
5.096;3.1703;0.0;0.0;0.0;0.0;0.0;40.0;2.0;4.0;0.0;-1.5;3.4330000000000003;1.124;10.278;10.0;1.042;1.125;0.0;0.0;0.0;1.223;1.0;0.0;0.0;0.0;2.358;0.004;0.0;32.786;1.482;1.0;0.0;0.0;0.0;3.742;3.208;0.0;8.487;0.0;0.0;1;1;V33 <= 2.00 AND V12 <= -0.18 AND V39 <= 8.49 AND V11 <= 0.00 AND V37 > 2.87;5;0.9605568445475638;0.0474;0.95;0.13286713286713286
