top_left_square_b;top_left_square_o;top_left_square_x;top_middle_square_b;top_middle_square_o;top_middle_square_x;top_right_square_b;top_right_square_o;top_right_square_x;middle_left_square_b;middle_left_square_o;middle_left_square_x;middle_middle_square_b;middle_middle_square_o;middle_middle_square_x;middle_right_square_b;middle_right_square_o;middle_right_square_x;bottom_left_square_b;bottom_left_square_o;bottom_left_square_x;bottom_middle_square_b;bottom_middle_square_o;bottom_middle_square_x;bottom_right_square_b;bottom_right_square_o;bottom_right_square_x;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;top_right_square_x > 0.00 AND bottom_right_square_x > 0.00 AND middle_right_square_x > 0.00;3;1.0;0.0839;1.0;0.125
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND top_right_square_x > 0.00 AND bottom_middle_square_x > 0.00;3;0.9723502304147466;0.0437;0.8529411764705882;0.056640625
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;bottom_right_square_x > 0.00 AND bottom_left_square_x > 0.00 AND bottom_middle_square_x > 0.00;3;1.0;0.0856;1.0;0.126953125
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1;1;middle_middle_square_x > 0.00 AND top_right_square_o <= 0.00 AND bottom_middle_square_x > 0.00;3;0.98;0.087;0.8939393939393939;0.115234375
0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;bottom_left_square_x > 0.00 AND middle_middle_square_b > 0.00;2;0.9510204081632653;0.0812;0.8412698412698413;0.103515625
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_x > 0.00 AND middle_left_square_x > 0.00;2;0.9650145772594753;0.1699;0.8153846153846154;0.20703125
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;top_left_square_x > 0.00 AND top_right_square_o <= 0.00 AND top_middle_square_x > 0.00;3;0.9745762711864406;0.1089;0.9012345679012346;0.142578125
0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;top_left_square_x > 0.00 AND bottom_left_square_x > 0.00 AND middle_left_square_x > 0.00;3;1.0;0.0858;1.0;0.130859375
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND bottom_left_square_o <= 0.00 AND top_right_square_o <= 0.00;3;1.0;0.1615;1.0;0.2421875
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND top_right_square_o <= 0.00 AND bottom_left_square_x > 0.00;3;1.0;0.1063;1.0;0.1640625
0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;top_left_square_x > 0.00 AND bottom_left_square_x > 0.00 AND middle_left_square_x > 0.00;3;1.0;0.0907;1.0;0.130859375
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;top_left_square_x > 0.00 AND middle_middle_square_x > 0.00;2;0.9713375796178344;0.1839;0.8857142857142857;0.2421875
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;top_left_square_x > 0.00 AND top_right_square_x > 0.00 AND top_middle_square_x > 0.00;3;1.0;0.0774;1.0;0.123046875
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;top_left_square_x > 0.00 AND top_right_square_x > 0.00;2;0.9538461538461539;0.1703;0.8294573643410853;0.208984375
0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0;0;middle_middle_square_o > 0.00 AND bottom_left_square_o > 0.00;2;0.9512893982808023;0.0975;0.6753246753246753;0.203125
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0;0;top_left_square_o > 0.00 AND top_right_square_o > 0.00 AND top_middle_square_o > 0.00;3;1.0;0.0426;1.0;0.12109375
1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND top_left_square_o <= 0.00 AND middle_right_square_x > 0.00;3;0.9833333333333333;0.0839;0.9242424242424242;0.119140625
0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0;0;middle_middle_square_o > 0.00 AND top_right_square_o > 0.00 AND top_left_square_o > 0.00;3;0.9861111111111112;0.0198;0.7647058823529411;0.05078125
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;1;middle_middle_square_x > 0.00 AND top_left_square_x > 0.00 AND bottom_right_square_x > 0.00;3;1.0;0.0933;1.0;0.142578125
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0;0;bottom_right_square_o > 0.00 AND top_right_square_o > 0.00 AND bottom_left_square_o > 0.00;3;0.9578947368421052;0.0264;0.6;0.046875
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;top_left_square_x > 0.00 AND middle_middle_square_o <= 0.00 AND bottom_right_square_o <= 0.00;3;1.0;0.1551;1.0;0.236328125
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_x > 0.00 AND bottom_right_square_x > 0.00;2;0.9551282051282052;0.1807;0.8591549295774648;0.23828125
0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0;0;middle_middle_square_o > 0.00 AND top_right_square_o > 0.00 AND bottom_left_square_o > 0.00;3;1.0;0.0512;1.0;0.1484375
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0;middle_middle_square_o > 0.00 AND bottom_middle_square_o > 0.00 AND top_middle_square_o > 0.00;3;1.0;0.0383;1.0;0.12109375
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1;1;middle_middle_square_x > 0.00 AND bottom_left_square_o <= 0.00;2;0.9504950495049505;0.2853;0.8687782805429864;0.375
0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;bottom_left_square_x > 0.00 AND middle_middle_square_o <= 0.00 AND bottom_right_square_x > 0.00;3;0.9753694581280788;0.0859;0.9264705882352942;0.123046875
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;top_right_square_o > 0.00 AND top_left_square_o > 0.00 AND top_middle_square_o > 0.00;3;1.0;0.0352;1.0;0.12109375
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;top_right_square_x > 0.00 AND top_left_square_x > 0.00;2;0.9538461538461539;0.1609;0.8294573643410853;0.208984375
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;bottom_left_square_x > 0.00 AND middle_middle_square_o <= 0.00 AND bottom_middle_square_o > 0.00;3;0.9808612440191388;0.0951;0.972972972972973;0.140625
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;top_right_square_x > 0.00 AND middle_middle_square_o <= 0.00 AND middle_right_square_o > 0.00;3;0.9656862745098039;0.094;0.9487179487179487;0.14453125
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;1;bottom_right_square_x > 0.00 AND bottom_left_square_o <= 0.00 AND middle_left_square_x > 0.00 AND bottom_middle_square_o <= 0.00;4;0.9721254355400697;0.0271;0.6818181818181818;0.029296875
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND bottom_left_square_x > 0.00 AND bottom_middle_square_o > 0.00;3;1.0;0.0766;0.9821428571428571;0.107421875
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND top_right_square_x > 0.00 AND middle_left_square_x > 0.00;3;0.9817518248175182;0.0361;0.8620689655172413;0.048828125
1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND middle_right_square_x > 0.00;2;0.9622641509433962;0.1703;0.8208955223880597;0.21484375
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_x > 0.00 AND bottom_right_square_x > 0.00 AND top_left_square_o <= 0.00;3;1.0;0.1172;1.0;0.169921875
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;top_right_square_x > 0.00 AND bottom_right_square_x > 0.00 AND middle_right_square_x > 0.00;3;1.0;0.0832;1.0;0.125
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;top_left_square_x > 0.00 AND top_right_square_x > 0.00;2;0.9617834394904459;0.1612;0.8294573643410853;0.208984375
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND top_right_square_o <= 0.00 AND middle_left_square_o <= 0.00;3;0.9636363636363636;0.1483;0.9035087719298246;0.201171875
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;bottom_left_square_x > 0.00 AND middle_middle_square_o <= 0.00 AND top_right_square_o <= 0.00;3;1.0;0.1493;1.0;0.22265625
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1;1;top_left_square_x > 0.00 AND top_right_square_x > 0.00;2;0.9523809523809523;0.1756;0.8294573643410853;0.208984375
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1;1;top_right_square_x > 0.00 AND top_left_square_x > 0.00 AND top_middle_square_x > 0.00;3;1.0;0.0822;1.0;0.123046875
0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;bottom_right_square_x > 0.00 AND middle_middle_square_o <= 0.00;2;0.9585253456221198;0.2654;0.8495145631067961;0.341796875
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;1;middle_middle_square_x > 0.00 AND bottom_left_square_x > 0.00 AND bottom_middle_square_b <= 0.00;3;0.9774436090225563;0.1257;0.9072164948453608;0.171875
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0;0;middle_middle_square_o > 0.00 AND bottom_right_square_o > 0.00 AND top_left_square_o > 0.00;3;1.0;0.0573;1.0;0.171875
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;top_left_square_o > 0.00 AND top_right_square_o > 0.00 AND top_middle_square_o > 0.00;3;1.0;0.039;1.0;0.12109375
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1;1;top_left_square_x > 0.00 AND top_right_square_o <= 0.00 AND bottom_middle_square_o <= 0.00;3;0.9781659388646288;0.113;0.875;0.150390625
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_x > 0.00 AND top_right_square_o <= 0.00;2;0.9538461538461539;0.2819;0.867579908675799;0.37109375
0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;bottom_left_square_x > 0.00 AND top_left_square_x > 0.00 AND middle_left_square_x > 0.00;3;1.0;0.0846;1.0;0.130859375
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;middle_middle_square_x > 0.00 AND bottom_left_square_x > 0.00;2;0.9586466165413534;0.1706;0.8666666666666667;0.228515625
1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0;0;bottom_right_square_o > 0.00 AND bottom_left_square_o > 0.00 AND bottom_middle_square_o > 0.00;3;1.0;0.0376;1.0;0.11328125
1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;middle_middle_square_x > 0.00 AND top_right_square_o <= 0.00;2;0.9577114427860697;0.288;0.867579908675799;0.37109375
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;bottom_left_square_x > 0.00 AND middle_middle_square_x > 0.00;2;0.9669260700389105;0.1806;0.8666666666666667;0.228515625
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;top_left_square_o > 0.00 AND top_right_square_o > 0.00 AND top_middle_square_o > 0.00;3;1.0;0.0401;1.0;0.12109375
0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_x > 0.00 AND top_left_square_x > 0.00;2;0.9510086455331412;0.1838;0.8857142857142857;0.2421875
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0;middle_middle_square_o > 0.00 AND top_left_square_x <= 0.00 AND bottom_middle_square_o > 0.00;3;0.9649122807017544;0.0364;0.75;0.08203125
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1;1;middle_middle_square_x > 0.00 AND top_left_square_x > 0.00;2;0.9585798816568047;0.1875;0.8857142857142857;0.2421875
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0;middle_middle_square_o > 0.00 AND top_middle_square_o > 0.00 AND bottom_middle_square_o > 0.00;3;1.0;0.0363;1.0;0.12109375
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0;0;bottom_right_square_o > 0.00 AND bottom_left_square_o > 0.00 AND bottom_middle_square_o > 0.00;3;1.0;0.0377;1.0;0.11328125
0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0;0;middle_middle_square_o > 0.00 AND bottom_left_square_o > 0.00;2;0.9511400651465798;0.097;0.6753246753246753;0.203125
0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;1;middle_middle_square_x > 0.00 AND bottom_left_square_x > 0.00 AND bottom_middle_square_o > 0.00;3;1.0;0.07;0.9821428571428571;0.107421875
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0;0;middle_middle_square_o > 0.00 AND top_left_square_o > 0.00 AND bottom_right_square_x <= 0.00;3;1.0;0.0572;1.0;0.19140625
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;1;top_right_square_x > 0.00 AND bottom_right_square_x > 0.00 AND middle_right_square_x > 0.00;3;1.0;0.0781;1.0;0.125
0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0;0;top_left_square_o > 0.00 AND top_right_square_o > 0.00 AND top_middle_square_o > 0.00;3;1.0;0.0386;1.0;0.12109375
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;1;bottom_right_square_x > 0.00 AND top_right_square_x > 0.00 AND middle_right_square_x > 0.00;3;1.0;0.0842;1.0;0.125
